Taxa,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CDBN_002_2242,-60.27079494579645,-3.6296978134503544,-26.80179778702678,-59.896912560777224,30.74021307106153,72.11718020472857,42.03712131842857,116.31982035423677,-47.532403458527085,-37.23081689961515
CDBN_007_88728,6.2109357370443785,38.58728957205645,-136.15960030833043,-16.41795190150886,-147.8495890196742,-30.31879754274912,97.15919248983481,-108.70986293231441,38.20496076407045,-69.14505508548055
CDBN_019_CPC_00153,41.731640741726494,146.90028509957702,33.01667714247419,67.92011151252667,-103.769903621522,58.66793381854191,-27.583322324663694,101.62901693804983,0.6227116701458646,7.38830761875461
CDBN_020_CPC_00247,36.606202076696384,-42.6910132393289,-7.733235765275223,-35.56385725247035,-4.838726115626012,-60.88277489020741,27.45702156505566,11.896946986499762,-1.9420109612715943,-15.190396697685928
CDBN_021_CPC_00250,86.79454158906223,61.17000616364811,-92.67410547486044,-21.617950063281324,-14.634531380581357,83.25093881920395,-12.928724430815668,81.93397780107246,-15.268766351021169,-41.31873039407031
CDBN_022_Cran34,63.517704156129284,58.85133492955936,-80.40852692908184,45.23507531084177,-29.98477581304916,45.51424547133909,-67.20243767666949,-53.69553573223161,-187.80664324905698,18.773814018597697
CDBN_027_H9659_41_3,34.114841300132866,-44.020057534053066,-34.6958600388195,-87.51956730121321,-15.228315663335271,-52.92331814056225,-3.4453582273241103,73.03748386303238,8.870517995240588,-32.411651745426695
CDBN_031_IS_4907_Ba,68.82655104276463,-50.28786536437361,26.864968547076863,7.8566663076867425,-14.395159128068046,-75.01217835606003,-29.813814163320632,7.07850559660583,0.9705716142743813,67.11789244394421
CDBN_041_ISB_23,38.118823457346906,7.146745384693231,-17.51854603445833,76.55982038392796,86.18909881797782,-54.623068178428305,4.782065953743227,-13.0838472527095,33.96767594944522,-20.53774280673975
CDBN_051_AC_Calmont,-136.6794112749494,-38.77878071641795,-35.51181360585106,-37.85210837258935,5.140392560681086,32.78165495556716,-51.80951600076728,78.35686698909869,5.233395611897926,-46.61681963108763
CDBN_052_Canario707,74.8831369912473,24.056594572923046,-105.52604107132746,13.884186120755517,-12.990811143654469,63.71465380810512,-14.533738162986223,64.92273988824422,4.281996931296613,-59.01783076444467
CDBN_057_Linden,-20.47260250893217,-61.263585882969295,103.66264059402542,61.31291648900545,-38.01088713675366,76.46381405782562,27.87319429245657,17.35693965707556,-6.4673386605661305,-15.782359310155597
CDBN_060_Talon,-157.05169263109187,-5.307023869503603,-7.362277675038465,44.15854930274898,82.2929860671092,-8.48312873856843,-49.2441183888833,-0.9862425797223928,21.056605995226654,-42.35363329423966
CDBN_061_Yeti,-112.54154574563731,156.64574206788762,-3.1774350507897284,54.283462138521074,19.831454226497392,-48.55847917618215,-68.15471987809771,51.507876259957435,39.790084467684274,4.188040352145669
CDBN_063_OAC_Inferno,-32.78215771983033,127.02292429533577,83.96230598343261,24.811902559557154,-145.29048436273314,-16.19549458800354,72.09523080772877,1.8164010588864499,21.734893545789138,33.97164296535788
CDBN_066_Bellagio,47.10772316126179,-1.315096178139147,-122.4349130976376,12.83009017608197,-18.12086890894106,99.43162616861734,-14.588590444528329,46.446379563764836,17.01073812296649,-50.76198464389379
