Taxa,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CDBN_001_1543,67.79038095223876,-147.1174243463478,-15.211417303881893,20.03473363043139,51.45681730232595,24.161607478775288,-12.24595447974529,-23.591759048868198,-74.69397873063289,-36.395322946609156
CDBN_002_2242,-285.6058650797891,-0.38663257427535797,7.795154319274452,-1.2621582464231815,-20.756226962818584,-20.388230252736566,10.824651417204597,-3.477793276287302,-51.21241929841233,19.499816121641423
CDBN_003_5229,74.80538487485481,69.20058412936902,-140.0442916901176,25.07793194017576,0.7944761861887016,-57.504537209202155,-2.3577921314814905,-7.137621027373462,-85.55245941237676,-22.03710534406204
CDBN_004_5501,52.18097770740456,81.17022059925152,-95.50253887919837,4.850448613648908,50.11955806434849,15.422848080996529,20.142862264446322,28.150624038777348,19.07133935608285,-98.3791647512315
CDBN_005_54028,77.34288446469967,158.21805590474068,10.932940909065524,-165.6177082062544,-39.20444541446113,92.52987634969165,-46.49592423286874,127.90313977057825,60.31131235437563,-108.2507594601579
CDBN_006_55012,80.18850115844539,-23.171414471741766,-74.26900915213902,-57.50423547619718,-70.84500585182094,-81.52848019533278,73.46140234462388,5.5167382786009425,2.1094377336735364,-3.3253649220159684
CDBN_007_88728,-206.0964254541279,-16.467581131204298,24.11171792330779,-19.823540518084,55.13048863969795,17.681612419297135,27.781938912052333,13.526810201173802,-23.068587169135938,-5.000325587317273
CDBN_008_87_1116,65.88392679977494,132.76859650656795,-92.68335282869886,-54.4473468281504,9.676037156100488,3.3668853611944614,61.19817186239468,-91.86987703075684,82.70874996501482,-103.99694513832519
CDBN_009_88_409,55.829460259427044,-78.65013023746609,-55.01041159010735,-6.088768227660961,-3.727090679704861,-32.99848616432888,66.69246642244347,55.269576899620844,-54.28631908518284,-16.38192247675914
CDBN_010_93_207G,42.55172615507127,8.789090891405062,-54.634045467548184,-38.61733254426496,-4.752686945654531,20.610627227227255,113.3046361609081,62.49944427478548,18.53558179578917,60.02777227777521
CDBN_011_93_208G,56.10195716289509,-19.04618624130551,-133.61838104985327,9.5063465135209,21.664378929931566,1.5679846525695023,137.9418074336468,27.564186090976477,-48.970558609778664,42.69020040504753
CDBN_012_93_219P,40.68797941270652,9.06883760883122,-100.31466935246317,2.2775107948223163,32.65665112919398,26.657814147958508,62.16947953769018,66.25174337564542,4.328156728006594,44.705923229443705
CDBN_013_94_1009P,17.793729358361443,137.40152041955184,-37.41724696204029,-56.04479344974698,72.46902597730373,33.50815281575034,-1.0371089721572089,60.051597811429,49.18573150901106,-17.62456141230319
CDBN_014_97_409P,74.1683093442115,159.85768567665022,-174.21615119073815,-30.198795233581546,65.71420223162787,41.53073800200987,71.08676989022824,-157.21856212799813,91.86906037526188,19.68516026684793
CDBN_015_98_163G,50.93663195476803,-18.258889703920538,-116.84427628300173,-12.873458890111053,42.60418923988745,0.1306642660476164,70.66937451937646,63.15067227817761,18.543207773414547,52.296011612233926
CDBN_016_98_209G,66.29375092359348,84.28063536128626,-127.80699356131579,20.401653055206893,53.35503095995927,-14.917023859117581,56.269932409615215,25.13791120552044,-61.37914849664024,-100.11057067361449
CDBN_017_CO_64342,83.83671577787821,90.98388791954126,-146.85243156821576,19.026973428653868,-11.921758980525016,-45.65981728415906,1.99476060323889,-4.363848384917894,-103.40390647908126,-16.01239060108133
CDBN_019_CPC_00153,-308.02511858982336,-2.185649110346954,34.66566179154654,-38.79249473199804,-35.450723668125526,50.15383931568714,-37.56712131497399,73.18261953958546,24.64064100111038,-60.42108018753268
CDBN_020_CPC_00247,-320.282197564827,-7.609225090452315,-4.189852135441055,17.869577846330614,13.748899852025271,-2.3570213617254754,10.181215539308887,15.344216125730059,-13.892236289421147,-0.36791114544386183
