Taxa,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CDBN_003_5229,-126.70107413336372,43.74052571721131,13.756653522002962,-79.62470857032791,-11.806294877722912,17.439903987467247,-16.396549951602985,-43.38939554376578,13.201672902082658,81.48193412302551
CDBN_004_5501,-71.95951655683528,58.12058152316325,-38.75378334327593,-61.56810021879209,-6.393643913513416,-67.98015857168873,-115.13294907526159,-4.05670032019751,1.8995577542078033,57.359786045374896
CDBN_005_54028,81.53757790018774,131.20378282214534,99.30201981855389,81.55671256327095,49.69687650024244,-124.72253393460366,-86.25156871744502,120.74262579685285,-7.078975589549806,0.09874947203465102
CDBN_006_55012,-21.296817761324387,98.38303814258872,44.69869220962079,-30.804129010771014,-52.1913454524544,165.23887876720613,-25.57959716876677,-105.75790196479488,16.74989531240645,13.702040197037709
CDBN_008_87_1116,-36.38457131123822,99.36765296430214,22.307792290359792,-38.73623559839792,-38.764463704169636,-120.60884445929767,-63.03062427025843,-109.59400356604935,-18.266915442090728,-39.82019626959249
CDBN_010_93_207G,-18.618582783799766,97.14297272355431,-82.72464080576947,31.883618015439083,-166.30921661959866,203.8360028837353,-67.40298076099981,63.335060352715004,26.841139502668252,-1.1881686797488422
CDBN_011_93_208G,-106.35882362826938,96.1265631928776,-117.64132568607853,14.436722781865294,-181.57508793607698,200.90457547711358,-34.588875929802505,23.44845590846352,-5.910590183137684,1.1057565413848889
CDBN_012_93_219P,-72.77901109888958,75.40910122790255,-98.75164404658474,31.567970980093737,-110.02326358170497,184.37220961643408,-51.013196109436706,77.97051292000901,-21.154935485872297,3.422785402490305
CDBN_013_94_1009P,22.202891209353616,75.29036380033851,-31.187181907347682,-28.524917134552908,-74.26758029727256,-106.54334791403919,-3.389892646183966,180.84517847898678,-19.13914785816184,-28.358005357678948
CDBN_014_97_409P,-106.85766602845476,128.50121177747334,-58.19096438748976,-43.09255822945498,-110.29992984117254,-156.1611457774931,108.24447400620562,-51.516895738050145,20.174024321766534,-79.90220529974945
CDBN_015_98_163G,-78.45135141186171,102.56877107389853,-109.4853323224249,6.536291951894945,-124.29486811053485,230.56371561517463,-48.497171837823764,79.19107285924281,-5.181058100231772,-30.97194080519433
CDBN_016_98_209G,-106.91113428261099,52.720811852684164,-30.22515290669137,-76.8604369542767,-37.447751618552,-56.59911302713694,-122.2936526122757,-33.660772332733984,42.99015854845079,71.5139768981929
CDBN_017_CO_64342,-130.85611107927815,47.28061209297134,29.824315440800046,-67.00152672306575,-13.985505344837387,-9.590937062488086,-34.98106100959016,-56.937723857700476,53.55903213329501,90.71171757440726
CDBN_024_Elizabeth,-77.30037599579508,88.89288835208463,-60.94797027650815,-61.87715211817921,-106.23995072090582,-160.38449165873536,11.820414911727193,-16.621397059285407,77.92455650184154,29.596534550773857
CDBN_025_Flamingo,-35.34434059309754,47.391972254426854,66.24702473476304,-42.1701945402193,44.56368527930871,-12.678552609236792,-26.44443888886209,125.32438009285124,-14.39227001697313,4.324838804906027
CDBN_032_IS_4914_B,-105.56109801269425,84.49588710498594,-60.91555746443505,-64.729848184302,164.76718598873157,99.10189009051268,-16.31840133957995,-20.0359197203023,105.07886095267956,-82.46631072096478
CDBN_035_ISB_1145,-110.88424468319266,60.52513537712236,30.274259632965897,-99.15954358861035,99.74866724358799,-0.8640135443604777,73.604620851941,96.62838605298523,-70.16666519883603,26.349027126294228
CDBN_040_ISB_2001,-24.907783668385783,147.24404757407854,15.542284021196938,-128.10963160666049,25.87603137382132,-138.98349935568527,-28.671976360787315,73.58146937849511,2.9137251562635478,-106.55192780533986
CDBN_046_ISB_5172,-22.551828253826383,51.91506791276618,-117.20950793203984,-57.462260148564276,180.0128423996531,112.23779064036424,-0.38329299354032825,-72.78843300596556,5.196046730790525,0.48361600449777936
CDBN_048_ISB_5893,80.2087673701839,130.3477523881209,152.73226979218293,90.35983430166439,144.42918428751526,2.0496013694673256,94.89248450873676,117.15836137910982,-38.09034567493596,36.130064369797495
CDBN_049_UNS_117,-31.637190395705616,149.20857715137802,39.092706853229394,-118.01022878526328,20.009312341577555,-8.674970302960705,248.34449336426488,133.21012912919332,-8.862786097408236,-37.685446945927055
CDBN_053_UI320,43.615221180908,141.29014441607677,52.849296518718425,210.4682642542491,-133.86903028363022,111.34020841492266,-5.645797724178485,-53.216671659917154,-37.10443289190001,-44.704398502801375
CDBN_054_23ST_27,-2.823148077086095,140.7443307440112,-120.43678586074135,-9.639869577701768,31.773519289326604,-97.10605994444236,89.02626735308323,93.06599907594409,36.916020045368285,-76.76761681734013
CDBN_055_IP09_3,-52.358234160847225,148.05027497599963,83.45741671458568,-47.965213283258784,7.453517292931548,-49.67489101182685,99.32284573911951,-139.55543187290652,60.139263693896666,-120.35371565215505
CDBN_058_Rio_Rojo,59.44271037943237,-43.81087593979105,-133.53583963689078,49.43753163864401,2.155937276040075,-16.47259227357304,60.49592599303591,-66.56117152673306,-153.30329537359407,-164.27077360254899
CDBN_059_SF103_8,7.032789234188303,75.22059817408972,-109.26629171524824,-84.74935381166999,112.83302987928003,20.989966762832427,-3.8846835670386346,-110.61065694735184,-35.009122557729064,27.27460051713356
CDBN_065_UI465,-78.266775952535,110.01020081662486,-94.90730990313995,14.480039337938674,-210.83078914895952,218.42761927036503,-17.889558269019126,7.2340321171925925,57.53355311460833,25.138817658035443
CDBN_067_ElDorado,31.052308768589512,72.87809986203001,-191.38753794800098,26.757621680421543,2.5531383532338086,45.55102654064597,-27.499493248251245,-4.1510579869073085,37.238837545258626,23.927104818540933
CDBN_068_Gypsy_Rose,11.271459387334014,126.44364603154919,-64.17884762643168,11.213440897370699,-64.06558828945478,-18.940271387958962,168.98764437924697,-102.88861603682226,45.84750683106754,-48.02680703617999
CDBN_069_Powderhorn,112.0521658515908,-105.7965630624502,-144.28994529250758,16.077696798654205,127.26199934738258,-11.749878219983565,-40.14601508105236,-80.02212318478387,92.45766544360893,-41.38691216576706
CDBN_070_R12859,78.79578902430345,80.92963672730687,50.61997242025811,129.82086986262485,59.757087100337706,-1.8171909296223883,58.294879867647396,6.322210134241859,25.739319309267902,114.87088629944246
CDBN_082_UIP7_24P_1P,-42.778787981950856,56.86134852010761,-131.70826042632325,22.0058500807938,-25.684040081972025,-66.19121339120703,26.293009719645045,-49.1162585734078,-81.66526561158427,-33.05596214869053
CDBN_083_USPT_11_9,23.95542305301457,61.73834982586121,-73.28221024698787,163.90961378309865,-0.6793435477620166,-132.81097752431413,-19.151131219999744,-25.29484216997815,61.041983331777296,95.4291254490341
