Location_code,Year,Taxa,CDBN_ID,Seq_ID,Race,SY
ONEL,2011,CDBN_172_Majesty,Majesty,CDBN_172,Nueva Granada,1457.1200000000001
ONEL,2011,CDBN_305_Max,Max,CDBN_305,Durango,736.96
ONEL,2011,CDBN_174_ND307,ND307,CDBN_174,Durango,1384.3200000000002
ONEL,2011,CDBN_063_OAC_Inferno,OAC_Inferno,CDBN_063,Nueva Granada,2097.76
ONEL,2011,CDBN_095_Othello,Othello,CDBN_095,Durango,981.1200000000001
ONEL,2011,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,1275.68
ONEL,2011,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,1628.4800000000002
ONEL,2011,CDBN_217_Stampede,Stampede,CDBN_217,Durango,1920.8000000000002
ONEL,2011,CDBN_217_Stampede,Stampede,CDBN_217,Durango,1890.5600000000002
ONEL,2011,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,1246.5600000000002
ONEL,2011,CDBN_167_UCD_0801,UCD_0801,CDBN_167,Nueva Granada,1654.2400000000002
ONEL,2011,CDBN_141_USPT_8_15,USPT_8_15,CDBN_141,Durango,791.84
ONEL,2011,CDBN_142_USPT_8_6,USPT_8_6,CDBN_142,Durango,1375.3600000000001
ONEL,2011,CDBN_143_USPT_9_6,USPT_9_6,CDBN_143,Durango,1815.5200000000002
WAOT,2011,CDBN_243_Apache,Apache,CDBN_243,Durango,4399.360000000001
WAOT,2011,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,4748.8
WAOT,2011,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,2633.1200000000003
WAOT,2011,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2429.28
WAOT,2011,CDBN_253_Coyne,Coyne,CDBN_253,Durango,3867.3600000000006
WAOT,2011,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,2983.6800000000003
WAOT,2011,CDBN_055_IP09_3,IP09_3,CDBN_055,Durango,5377.120000000001
WAOT,2011,CDBN_195_Lariat,Lariat,CDBN_195,Durango,4859.68
WAOT,2011,CDBN_237_Longs_Peak,Longs_Peak,CDBN_237,Durango,5223.68
WAOT,2011,CDBN_172_Majesty,Majesty,CDBN_172,Nueva Granada,2642.0800000000004
WAOT,2011,CDBN_305_Max,Max,CDBN_305,Durango,4177.6
WAOT,2011,CDBN_174_ND307,ND307,CDBN_174,Durango,4964.96
WAOT,2011,CDBN_063_OAC_Inferno,OAC_Inferno,CDBN_063,Nueva Granada,2741.76
WAOT,2011,CDBN_095_Othello,Othello,CDBN_095,Durango,3172.9600000000005
WAOT,2011,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,3709.4400000000005
WAOT,2011,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,4076.8
WAOT,2011,CDBN_217_Stampede,Stampede,CDBN_217,Durango,5468.960000000001
WAOT,2011,CDBN_217_Stampede,Stampede,CDBN_217,Durango,4954.88
WAOT,2011,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,4208.96
WAOT,2011,CDBN_167_UCD_0801,UCD_0801,CDBN_167,Nueva Granada,3423.84
WAOT,2011,CDBN_141_USPT_8_15,USPT_8_15,CDBN_141,Durango,4672.64
WAOT,2011,CDBN_142_USPT_8_6,USPT_8_6,CDBN_142,Durango,5396.160000000001
WAOT,2011,CDBN_143_USPT_9_6,USPT_9_6,CDBN_143,Durango,4651.360000000001
WYPO,2011,CDBN_243_Apache,Apache,CDBN_243,Durango,2382.2400000000002
WYPO,2011,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3316.32
WYPO,2011,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,2496.48
WYPO,2011,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2760.8
WYPO,2011,CDBN_253_Coyne,Coyne,CDBN_253,Durango,2940.0000000000005
WYPO,2011,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,3300.6400000000003
WYPO,2011,CDBN_055_IP09_3,IP09_3,CDBN_055,Durango,2792.1600000000003
WYPO,2011,CDBN_195_Lariat,Lariat,CDBN_195,Durango,2740.6400000000003
WYPO,2011,CDBN_237_Longs_Peak,Longs_Peak,CDBN_237,Durango,3902.0800000000004
WYPO,2011,CDBN_172_Majesty,Majesty,CDBN_172,Nueva Granada,3083.36
WYPO,2011,CDBN_305_Max,Max,CDBN_305,Durango,3609.76
WYPO,2011,CDBN_174_ND307,ND307,CDBN_174,Durango,3926.7200000000003
WYPO,2011,CDBN_063_OAC_Inferno,OAC_Inferno,CDBN_063,Nueva Granada,3034.0800000000004
WYPO,2011,CDBN_095_Othello,Othello,CDBN_095,Durango,2674.5600000000004
WYPO,2011,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,3000.4800000000005
WYPO,2011,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,2685.76
WYPO,2011,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3680.32
WYPO,2011,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3272.6400000000003
WYPO,2011,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,2537.92
WYPO,2011,CDBN_167_UCD_0801,UCD_0801,CDBN_167,Nueva Granada,2707.0400000000004
WYPO,2011,CDBN_141_USPT_8_15,USPT_8_15,CDBN_141,Durango,2443.84
WYPO,2011,CDBN_142_USPT_8_6,USPT_8_6,CDBN_142,Durango,3547.0400000000004
WYPO,2011,CDBN_143_USPT_9_6,USPT_9_6,CDBN_143,Durango,3576.1600000000003
CADV,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3230.0800000000004
CADV,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,2823.5200000000004
CADV,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2478.5600000000004
CADV,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,2815.6800000000003
CADV,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,3260.32
CADV,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,3445.1200000000003
CADV,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,3585.1200000000003
CADV,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,2705.92
CADV,2010,CDBN_305_Max,Max,CDBN_305,Durango,3703.84
CADV,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,3696.0000000000005
CADV,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,3799.0400000000004
CADV,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,2897.44
CADV,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3297.28
CADV,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,2402.4
CADV,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3186.4
CADV,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,2690.2400000000002
CADV,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,3880.8
CADV,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,2964.6400000000003
COFC,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,1422.4
COFC,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,873.6000000000001
COFC,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,596.96
COFC,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,1294.72
COFC,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,827.6800000000001
COFC,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,1164.8000000000002
COFC,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,1751.68
COFC,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,1132.3200000000002
COFC,2010,CDBN_305_Max,Max,CDBN_305,Durango,1363.0400000000002
COFC,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,1230.88
COFC,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,1067.3600000000001
COFC,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,1466.0800000000002
COFC,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,1296.96
COFC,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,833.2800000000001
COFC,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,1270.0800000000002
COFC,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,1294.72
COFC,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,1340.64
COFC,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,1487.3600000000001
IDKI,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3579.5200000000004
IDKI,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,2022.7200000000003
IDKI,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2474.0800000000004
IDKI,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,3445.1200000000003
IDKI,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,2730.5600000000004
IDKI,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,3486.5600000000004
IDKI,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,4874.240000000001
IDKI,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3230.0800000000004
IDKI,2010,CDBN_305_Max,Max,CDBN_305,Durango,3688.1600000000003
IDKI,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,4159.68
IDKI,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,4105.92
IDKI,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,2819.0400000000004
IDKI,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,4011.8400000000006
IDKI,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,3263.6800000000003
IDKI,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,4538.240000000001
IDKI,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,3034.0800000000004
IDKI,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,4335.52
IDKI,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,3337.6000000000004
MIEN,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,929.6000000000001
MISA,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,1534.4
MISA,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,1904.0000000000002
MISA,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,952.0000000000001
MISA,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,1411.2
MISA,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,1758.4
MISA,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,1008.0000000000001
MISA,2010,CDBN_305_Max,Max,CDBN_305,Durango,1848.0000000000002
MISA,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,1792.0000000000002
MISA,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,2060.8
MISA,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,1948.8000000000002
MISA,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,1097.6000000000001
MISA,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,1612.8000000000002
MISA,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,1747.2000000000003
MISA,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,1915.2000000000003
MISA,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,1769.6000000000001
MISA,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,2038.4
MTSI,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3172.9600000000005
MTSI,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,2545.76
MTSI,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2825.76
MTSI,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,3020.6400000000003
MTSI,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,2811.2000000000003
MTSI,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,2908.6400000000003
MTSI,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,2777.6000000000004
MTSI,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3203.2000000000003
MTSI,2010,CDBN_305_Max,Max,CDBN_305,Durango,3251.36
MTSI,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,2774.2400000000002
MTSI,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,3625.4400000000005
MTSI,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,2612.96
MTSI,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3199.84
MTSI,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,2792.1600000000003
MTSI,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3199.84
MTSI,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,2512.1600000000003
MTSI,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,3427.2000000000003
MTSI,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,2441.6000000000004
NESB,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3402.5600000000004
NESB,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,2838.0800000000004
NESB,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2217.6000000000004
NESB,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,3043.0400000000004
NESB,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,2896.32
NESB,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,3181.9200000000005
NESB,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,3500.0000000000005
NESB,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3248.0000000000005
NESB,2010,CDBN_305_Max,Max,CDBN_305,Durango,3482.0800000000004
NESB,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,3992.8
NESB,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,3931.2000000000003
NESB,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,3335.36
NESB,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3504.4800000000005
NESB,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,2856.0000000000005
NESB,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3872.9600000000005
NESB,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,2952.32
NESB,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,3989.4400000000005
NESB,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,3268.1600000000003
NYFR,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3088.9600000000005
NYFR,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,3498.88
NYFR,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,3617.6000000000004
NYFR,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,3880.8
NYFR,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,1830.0800000000002
NYFR,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,2703.6800000000003
NYFR,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,3971.5200000000004
NYFR,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3580.6400000000003
NYFR,2010,CDBN_305_Max,Max,CDBN_305,Durango,3187.5200000000004
NYFR,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,4000.6400000000003
NYFR,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,3166.2400000000002
NYFR,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,3760.9600000000005
NYFR,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3485.4400000000005
NYFR,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,3198.7200000000003
NYFR,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3986.0800000000004
NYFR,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,3596.32
NYFR,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,3917.76
NYFR,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,3969.28
ONEL,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,1918.5600000000002
ONEL,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,1867.0400000000002
ONEL,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,1906.2400000000002
ONEL,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,1601.6000000000001
ONEL,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,1644.16
ONEL,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,2051.84
ONEL,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,2779.84
ONEL,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,2036.16
ONEL,2010,CDBN_305_Max,Max,CDBN_305,Durango,1200.64
ONEL,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,2512.1600000000003
ONEL,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,1629.6000000000001
ONEL,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,2220.96
ONEL,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,2621.92
ONEL,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,2645.44
ONEL,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3102.4
ONEL,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,1823.3600000000001
ONEL,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,2459.5200000000004
ONEL,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,1874.88
PRIS,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,2166.0800000000004
PRIS,2010,CDBN_184_CO_33875,CO_33875,CDBN_184,Durango,1666.5600000000002
PRIS,2010,CDBN_254_Croissant,Croissant,CDBN_254,Durango,2242.2400000000002
PRIS,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,2626.4
PRIS,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,1618.4
PRIS,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,1081.92
PRIS,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,2775.36
PRIS,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,1968.9600000000003
PRIS,2010,CDBN_305_Max,Max,CDBN_305,Durango,1079.68
PRIS,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,2584.96
PRIS,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,1472.8000000000002
PRIS,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,2436.0000000000005
PRIS,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,1490.7200000000003
PRIS,2010,CDBN_215_Shania,Shania,CDBN_215,Mesoamerican,2642.0800000000004
PRIS,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,2448.32
PRIS,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,2490.88
PRIS,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,2571.5200000000004
WAOT,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,4245.92
WAOT,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,3020.6400000000003
WAOT,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2437.1200000000003
WAOT,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,3612.0000000000005
WAOT,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,2892.9600000000005
WAOT,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,3659.0400000000004
WAOT,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,4726.4000000000005
WAOT,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3666.8800000000006
WAOT,2010,CDBN_305_Max,Max,CDBN_305,Durango,3633.28
WAOT,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,4018.5600000000004
WAOT,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,2313.92
WAOT,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,3483.2000000000003
WAOT,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3915.5200000000004
WAOT,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,3318.5600000000004
WAOT,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,4688.320000000001
WAOT,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,4012.9600000000005
WAOT,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,4205.6
WAOT,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,4070.0800000000004
WYPO,2010,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3816.9600000000005
WYPO,2010,CDBN_066_Bellagio,Bellagio,CDBN_066,Nueva Granada,3100.1600000000003
WYPO,2010,CDBN_171_CELRK,CELRK,CDBN_171,Nueva Granada,2144.8
WYPO,2010,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,4925.76
WYPO,2010,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,3983.8400000000006
WYPO,2010,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,4579.68
WYPO,2010,CDBN_195_Lariat,Lariat,CDBN_195,Durango,5285.280000000001
WYPO,2010,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3680.32
WYPO,2010,CDBN_305_Max,Max,CDBN_305,Durango,4101.4400000000005
WYPO,2010,CDBN_174_ND307,ND307,CDBN_174,Durango,4726.4000000000005
WYPO,2010,CDBN_095_Othello,Othello,CDBN_095,Durango,4156.320000000001
WYPO,2010,CDBN_064_Rexeter,Rexeter,CDBN_064,Mesoamerican,3149.4400000000005
WYPO,2010,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3830.4000000000005
WYPO,2010,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,3671.36
WYPO,2010,CDBN_217_Stampede,Stampede,CDBN_217,Durango,4284
WYPO,2010,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,3409.28
WYPO,2010,CDBN_085_USPT_9_18,USPT_9_18,CDBN_085,Durango,5040.000000000001
WYPO,2010,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,3403.6800000000003
CADV,2009,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3372.32
CADV,2009,CDBN_184_CO_33875,CO_33875,CDBN_184,Durango,3754.2400000000002
CADV,2009,CDBN_254_Croissant,Croissant,CDBN_254,Durango,4044.32
CADV,2009,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,3855.0400000000004
CADV,2009,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,4009.6000000000004
CADV,2009,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,3729.6000000000004
CADV,2009,CDBN_195_Lariat,Lariat,CDBN_195,Durango,4229.120000000001
CADV,2009,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3825.9200000000005
CADV,2009,CDBN_305_Max,Max,CDBN_305,Durango,2991.5200000000004
CADV,2009,CDBN_174_ND307,ND307,CDBN_174,Durango,3973.76
CADV,2009,CDBN_095_Othello,Othello,CDBN_095,Durango,3132.6400000000003
CADV,2009,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,4197.76
CADV,2009,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,2929.92
CADV,2009,CDBN_215_Shania,Shania,CDBN_215,Mesoamerican,4413.92
CADV,2009,CDBN_217_Stampede,Stampede,CDBN_217,Durango,4482.240000000001
CADV,2009,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,2891.84
CADV,2009,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,4319.84
COFC,2009,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,1833.4400000000003
COFC,2009,CDBN_184_CO_33875,CO_33875,CDBN_184,Durango,2196.32
COFC,2009,CDBN_254_Croissant,Croissant,CDBN_254,Durango,2093.28
COFC,2009,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,2270.2400000000002
COFC,2009,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,2103.36
COFC,2009,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,2178.4
COFC,2009,CDBN_195_Lariat,Lariat,CDBN_195,Durango,2912.0000000000005
COFC,2009,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,2028.3200000000002
COFC,2009,CDBN_305_Max,Max,CDBN_305,Durango,2105.6000000000004
COFC,2009,CDBN_174_ND307,ND307,CDBN_174,Durango,2112.32
COFC,2009,CDBN_095_Othello,Othello,CDBN_095,Durango,1877.1200000000001
COFC,2009,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,2051.84
COFC,2009,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,1672.16
COFC,2009,CDBN_215_Shania,Shania,CDBN_215,Mesoamerican,1914.0800000000002
COFC,2009,CDBN_217_Stampede,Stampede,CDBN_217,Durango,2226.5600000000004
COFC,2009,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,1930.88
COFC,2009,CDBN_228_Zorro,Zorro,CDBN_228,Mesoamerican,2309.44
MISA,2009,CDBN_295_Avalanche,Avalanche,CDBN_295,Mesoamerican,3304.0000000000005
MISA,2009,CDBN_184_CO_33875,CO_33875,CDBN_184,Durango,3875.2000000000003
MISA,2009,CDBN_254_Croissant,Croissant,CDBN_254,Durango,3427.2000000000003
MISA,2009,CDBN_255_Eclipse,Eclipse,CDBN_255,Mesoamerican,4547.200000000001
MISA,2009,CDBN_269_IP08_2,IP08_2,CDBN_269,Durango,3449.6000000000004
MISA,2009,CDBN_270_Jackpot,Jackpot,CDBN_270,Durango,2452.8
MISA,2009,CDBN_195_Lariat,Lariat,CDBN_195,Durango,4222.4000000000005
MISA,2009,CDBN_197_Lightning,Lightning,CDBN_197,Mesoamerican,3584.0000000000005
MISA,2009,CDBN_305_Max,Max,CDBN_305,Durango,1848.0000000000002
MISA,2009,CDBN_174_ND307,ND307,CDBN_174,Durango,4110.4000000000005
MISA,2009,CDBN_095_Othello,Othello,CDBN_095,Durango,2251.2000000000003
MISA,2009,CDBN_210_Santa_Fe,Santa_Fe,CDBN_210,Durango,3348.8
MISA,2009,CDBN_214_Sequoia,Sequoia,CDBN_214,Durango,3259.2000000000003
MISA,2009,CDBN_215_Shania,Shania,CDBN_215,Mesoamerican,3707.2000000000003
MISA,2009,CDBN_217_Stampede,Stampede,CDBN_217,Durango,3539.2000000000003
MISA,2009,CDBN_310_T_39,T_39,CDBN_310,Mesoamerican,3494.4000000000005
