Site,Location_code,MATCH,Latitude,Longitude,Year,Date,Heritability
KSCO,KSCO,1,39.387209,-101.068435,1988,1988-01-01,NA
KSMA,KSMA,1,39.21192,-96.589243,1988,1988-01-01,0
KSTR,KSTR,1,38.47032,-101.77941,1988,1988-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1988,1988-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1988,1988-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1988,1988-01-01,NA
MIS2,MIS2,1,43.39521,-83.68696,1988,1988-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1988,1988-01-01,0.5174243
MNBE,MNBE,1,45.38951,-93.885754,1988,1988-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1988,1988-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1988,1988-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1988,1988-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1988,1988-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1988,1988-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1988,1988-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1988,1988-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1988,1988-01-01,0.1719224
MTHU,MTHU,1,45.92061,-108.241794,1988,1988-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1988,1988-01-01,NA
NDAR,NDAR,1,47.10414,-97.218143,1988,1988-01-01,0.6773674
NDCA,NDCA,1,47.50822,-99.120669,1988,1988-01-01,NA
NDER,NDER,1,47.11533,-97.387892,1988,1988-01-01,NA
NDFA,NDFA,1,46.8994,-96.811921,1988,1988-01-01,NA
NDHA,NDHA,1,47.6331,-97.460334,1988,1988-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1988,1988-01-01,NA
NEMI,NEMI,1,41.94062,-103.821274,1988,1988-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1988,1988-01-01,NA
NES2,NES2,1,41.89178,-103.678862,1988,1988-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1988,1988-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1988,1988-01-01,0.4772241
NYFR,NYFR,1,42.52198,-76.330525,1988,1988-01-01,0.3259643
ONEL,ONEL,1,43.6419,-80.401772,1988,1988-01-01,NA
ONEX,ONEX,1,43.31734,-81.506848,1988,1988-01-01,NA
ONGU,ONGU,1,43.54903,-80.213818,1988,1988-01-01,0.4325623
ONHA,ONHA,1,42.02955,-82.900968,1988,1988-01-01,NA
PRIS,PRIS,1,18.46457,-67.052045,1988,1988-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1988,1988-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1988,1988-01-01,0.3013378
TXCS,TXCS,1,30.540641,-96.427962,1988,1988-01-01,NA
TXLU,TXLU,1,33.6915,-101.826086,1988,1988-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1988,1988-01-01,NA
TXVE,TXVE,1,34.080061,-99.368349,1988,1988-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1988,1988-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1988,1988-01-01,0.8973485
WAVA,WAVA,1,45.67664,-122.649114,1988,1988-01-01,0.7616679
WYLI,WYLI,1,42.13224,-104.394135,1988,1988-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1988,1988-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1988,1988-01-01,0.3185859
WYTO,WYTO,1,42.0815,-104.219912,1988,1988-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1989,1988-01-01,0.7249898
ABBR,ABBR,1,50.549506,-111.852109,1989,1989-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1989,1989-01-01,0.6135102
ABVA,ABVA,1,50.052864,-112.126564,1989,1989-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1989,1989-01-01,0.5051856
AZHE,AZHE,1,31.43833,-110.108139,1989,1989-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1989,1989-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1989,1989-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1989,1989-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,1989,1989-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1989,1989-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1989,1989-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1989,1989-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1989,1989-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1989,1989-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1989,1989-01-01,0.3484725
COFR,COFR,1,39.17892,-108.700073,1989,1989-01-01,0.645446
IDKI,IDKI,1,42.55103,-114.340004,1989,1989-01-01,0.9088312
IDNA,IDNA,1,43.664948,-116.520451,1989,1989-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1989,1989-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1989,1989-01-01,0.8508297
IDTF,IDTF,1,42.6065,-114.504587,1989,1989-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,1989,1989-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1989,1989-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,1989,1989-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1989,1989-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1989,1989-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1989,1989-01-01,0.617438
MIS2,MIS2,1,43.39521,-83.68696,1989,1989-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1989,1989-01-01,0.2255702
MNBE,MNBE,1,45.38951,-93.885754,1989,1989-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1989,1989-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1989,1989-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1989,1989-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1989,1989-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1989,1989-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1989,1989-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1989,1989-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1989,1989-01-01,0.4018777
MTHU,MTHU,1,45.92061,-108.241794,1989,1989-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1989,1989-01-01,0.2550614
NDAR,NDAR,1,47.10414,-97.218143,1989,1989-01-01,0.7368632
NDCA,NDCA,1,47.50822,-99.120669,1989,1989-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1989,1989-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1989,1989-01-01,0.6097403
NDHA,NDHA,1,47.6331,-97.460334,1989,1989-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1989,1989-01-01,0.1651424
NEMI,NEMI,1,41.94062,-103.821274,1989,1989-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1989,1989-01-01,0
NES2,NES2,1,41.89178,-103.678862,1989,1989-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1989,1989-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1989,1989-01-01,0.6768448
NYFR,NYFR,1,42.52198,-76.330525,1989,1989-01-01,0.2293646
ONEL,ONEL,1,43.6419,-80.401772,1989,1989-01-01,0
ONEX,ONEX,1,43.31734,-81.506848,1989,1989-01-01,0.562239
ONGU,ONGU,1,43.54903,-80.213818,1989,1989-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,1989,1989-01-01,0.5432393
PRIS,PRIS,1,18.46457,-67.052045,1989,1989-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1989,1989-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1989,1989-01-01,0.3250011
TXCS,TXCS,1,30.540641,-96.427962,1989,1989-01-01,0.1323303
TXLU,TXLU,1,33.6915,-101.826086,1989,1989-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1989,1989-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,1989,1989-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1989,1989-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1989,1989-01-01,0.8605612
WAVA,WAVA,1,45.67664,-122.649114,1989,1989-01-01,0.6430595
WYLI,WYLI,1,42.13224,-104.394135,1989,1989-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1989,1989-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1989,1989-01-01,0.3017996
WYTO,WYTO,1,42.0815,-104.219912,1989,1989-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1990,1989-01-01,0.608966
ABBR,ABBR,1,50.549506,-111.852109,1990,1990-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1990,1990-01-01,NA
ABVA,ABVA,1,50.052864,-112.126564,1990,1990-01-01,NA
AZBO,AZBO,1,32.451195,-109.958609,1990,1990-01-01,0.5051856
AZHE,AZHE,1,31.43833,-110.108139,1990,1990-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1990,1990-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1990,1990-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1990,1990-01-01,0
CACO,CACO,1,39.2,-122.02,1990,1990-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1990,1990-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1990,1990-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1990,1990-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1990,1990-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1990,1990-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1990,1990-01-01,0.4975042
COFR,COFR,1,39.17892,-108.700073,1990,1990-01-01,0.6364352
IDKI,IDKI,1,42.55103,-114.340004,1990,1990-01-01,0.8707046
IDNA,IDNA,1,43.664948,-116.520451,1990,1990-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1990,1990-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1990,1990-01-01,0.8701521
IDTF,IDTF,1,42.6065,-114.504587,1990,1990-01-01,0.8374271
KSCO,KSCO,1,39.387209,-101.068435,1990,1990-01-01,NA
KSMA,KSMA,1,39.21192,-96.589243,1990,1990-01-01,0.1021248
KSTR,KSTR,1,38.47032,-101.77941,1990,1990-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1990,1990-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1990,1990-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1990,1990-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,1990,1990-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1990,1990-01-01,0.3597925
MNBE,MNBE,1,45.38951,-93.885754,1990,1990-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1990,1990-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1990,1990-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1990,1990-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1990,1990-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1990,1990-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1990,1990-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1990,1990-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1990,1990-01-01,0.3515947
MTHU,MTHU,1,45.92061,-108.241794,1990,1990-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1990,1990-01-01,0.4863431
NDAR,NDAR,1,47.10414,-97.218143,1990,1990-01-01,0.7332565
NDCA,NDCA,1,47.50822,-99.120669,1990,1990-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1990,1990-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1990,1990-01-01,NA
NDHA,NDHA,1,47.6331,-97.460334,1990,1990-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1990,1990-01-01,NA
NEMI,NEMI,1,41.94062,-103.821274,1990,1990-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1990,1990-01-01,0.034188
NES2,NES2,1,41.89178,-103.678862,1990,1990-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1990,1990-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1990,1990-01-01,0.4035608
NYFR,NYFR,1,42.52198,-76.330525,1990,1990-01-01,0.5090304
ONEL,ONEL,1,43.6419,-80.401772,1990,1990-01-01,0
ONEX,ONEX,1,43.31734,-81.506848,1990,1990-01-01,NA
ONGU,ONGU,1,43.54903,-80.213818,1990,1990-01-01,0.5302729
ONHA,ONHA,1,42.02955,-82.900968,1990,1990-01-01,NA
PRIS,PRIS,1,18.46457,-67.052045,1990,1990-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1990,1990-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1990,1990-01-01,0.1407864
TXCS,TXCS,1,30.540641,-96.427962,1990,1990-01-01,NA
TXLU,TXLU,1,33.6915,-101.826086,1990,1990-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1990,1990-01-01,3.51E-10
TXVE,TXVE,1,34.080061,-99.368349,1990,1990-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1990,1990-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1990,1990-01-01,0.8523496
WAVA,WAVA,1,45.67664,-122.649114,1990,1990-01-01,0.7995276
WYLI,WYLI,1,42.13224,-104.394135,1990,1990-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1990,1990-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1990,1990-01-01,0.3155209
WYTO,WYTO,1,42.0815,-104.219912,1990,1990-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1991,1990-01-01,0.3958028
ABBR,ABBR,1,50.549506,-111.852109,1991,1991-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1991,1991-01-01,NA
ABVA,ABVA,1,50.052864,-112.126564,1991,1991-01-01,NA
AZBO,AZBO,1,32.451195,-109.958609,1991,1991-01-01,0.5796513
AZHE,AZHE,1,31.43833,-110.108139,1991,1991-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1991,1991-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1991,1991-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1991,1991-01-01,0.5830533
CACO,CACO,1,39.2,-122.02,1991,1991-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1991,1991-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1991,1991-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1991,1991-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1991,1991-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1991,1991-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1991,1991-01-01,0.6886038
COFR,COFR,1,39.17892,-108.700073,1991,1991-01-01,0.6533833
IDKI,IDKI,1,42.55103,-114.340004,1991,1991-01-01,0.8728066
IDNA,IDNA,1,43.664948,-116.520451,1991,1991-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1991,1991-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1991,1991-01-01,0.8509171
IDTF,IDTF,1,42.6065,-114.504587,1991,1991-01-01,0.8374271
KSCO,KSCO,1,39.387209,-101.068435,1991,1991-01-01,NA
KSMA,KSMA,1,39.21192,-96.589243,1991,1991-01-01,0.7085199
KSTR,KSTR,1,38.47032,-101.77941,1991,1991-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1991,1991-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1991,1991-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1991,1991-01-01,7.38E-16
MIS2,MIS2,1,43.39521,-83.68696,1991,1991-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1991,1991-01-01,0.4086601
MNBE,MNBE,1,45.38951,-93.885754,1991,1991-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1991,1991-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1991,1991-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1991,1991-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1991,1991-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1991,1991-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1991,1991-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1991,1991-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1991,1991-01-01,0.3515947
MTHU,MTHU,1,45.92061,-108.241794,1991,1991-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1991,1991-01-01,0.5063737
NDAR,NDAR,1,47.10414,-97.218143,1991,1991-01-01,0.7853284
NDCA,NDCA,1,47.50822,-99.120669,1991,1991-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1991,1991-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1991,1991-01-01,NA
NDHA,NDHA,1,47.6331,-97.460334,1991,1991-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1991,1991-01-01,NA
NEMI,NEMI,1,41.94062,-103.821274,1991,1991-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1991,1991-01-01,0.034188
NES2,NES2,1,41.89178,-103.678862,1991,1991-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1991,1991-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1991,1991-01-01,0.3685301
NYFR,NYFR,1,42.52198,-76.330525,1991,1991-01-01,0.5020019
ONEL,ONEL,1,43.6419,-80.401772,1991,1991-01-01,0.1871617
ONEX,ONEX,1,43.31734,-81.506848,1991,1991-01-01,NA
ONGU,ONGU,1,43.54903,-80.213818,1991,1991-01-01,0.5218829
ONHA,ONHA,1,42.02955,-82.900968,1991,1991-01-01,NA
PRIS,PRIS,1,18.46457,-67.052045,1991,1991-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1991,1991-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1991,1991-01-01,0.1044558
TXCS,TXCS,1,30.540641,-96.427962,1991,1991-01-01,NA
TXLU,TXLU,1,33.6915,-101.826086,1991,1991-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1991,1991-01-01,0.1222085
TXVE,TXVE,1,34.080061,-99.368349,1991,1991-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1991,1991-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1991,1991-01-01,0.5291346
WAVA,WAVA,1,45.67664,-122.649114,1991,1991-01-01,0.7889944
WYLI,WYLI,1,42.13224,-104.394135,1991,1991-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1991,1991-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1991,1991-01-01,0.7354382
WYTO,WYTO,1,42.0815,-104.219912,1991,1991-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1992,1991-01-01,0.6032671
ABBR,ABBR,1,50.549506,-111.852109,1992,1992-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1992,1992-01-01,0.6135102
ABVA,ABVA,1,50.052864,-112.126564,1992,1992-01-01,NA
AZBO,AZBO,1,32.451195,-109.958609,1992,1992-01-01,0.2976176
AZHE,AZHE,1,31.43833,-110.108139,1992,1992-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1992,1992-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1992,1992-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1992,1992-01-01,0.4085799
CACO,CACO,1,39.2,-122.02,1992,1992-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1992,1992-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1992,1992-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1992,1992-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1992,1992-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1992,1992-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1992,1992-01-01,0.6300603
COFR,COFR,1,39.17892,-108.700073,1992,1992-01-01,0.6124935
IDKI,IDKI,1,42.55103,-114.340004,1992,1992-01-01,0.8730461
IDNA,IDNA,1,43.664948,-116.520451,1992,1992-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1992,1992-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1992,1992-01-01,0.8926176
IDTF,IDTF,1,42.6065,-114.504587,1992,1992-01-01,0.8374271
KSCO,KSCO,1,39.387209,-101.068435,1992,1992-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1992,1992-01-01,0.6141103
KSTR,KSTR,1,38.47032,-101.77941,1992,1992-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1992,1992-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1992,1992-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1992,1992-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,1992,1992-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1992,1992-01-01,0.09079654
MNBE,MNBE,1,45.38951,-93.885754,1992,1992-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1992,1992-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1992,1992-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1992,1992-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1992,1992-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1992,1992-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1992,1992-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1992,1992-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1992,1992-01-01,0.3779606
MTHU,MTHU,1,45.92061,-108.241794,1992,1992-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1992,1992-01-01,0.4519265
NDAR,NDAR,1,47.10414,-97.218143,1992,1992-01-01,0.5185668
NDCA,NDCA,1,47.50822,-99.120669,1992,1992-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1992,1992-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1992,1992-01-01,NA
NDHA,NDHA,1,47.6331,-97.460334,1992,1992-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1992,1992-01-01,0.1651424
NEMI,NEMI,1,41.94062,-103.821274,1992,1992-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1992,1992-01-01,0.2277817
NES2,NES2,1,41.89178,-103.678862,1992,1992-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1992,1992-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1992,1992-01-01,0.2932663
NYFR,NYFR,1,42.52198,-76.330525,1992,1992-01-01,0.6787679
ONEL,ONEL,1,43.6419,-80.401772,1992,1992-01-01,0.4003584
ONEX,ONEX,1,43.31734,-81.506848,1992,1992-01-01,NA
ONGU,ONGU,1,43.54903,-80.213818,1992,1992-01-01,0.4874892
ONHA,ONHA,1,42.02955,-82.900968,1992,1992-01-01,NA
PRIS,PRIS,1,18.46457,-67.052045,1992,1992-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1992,1992-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1992,1992-01-01,0
TXCS,TXCS,1,30.540641,-96.427962,1992,1992-01-01,NA
TXLU,TXLU,1,33.6915,-101.826086,1992,1992-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1992,1992-01-01,0.1222085
TXVE,TXVE,1,34.080061,-99.368349,1992,1992-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1992,1992-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1992,1992-01-01,0.0517594
WAVA,WAVA,1,45.67664,-122.649114,1992,1992-01-01,0.7384039
WYLI,WYLI,1,42.13224,-104.394135,1992,1992-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1992,1992-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1992,1992-01-01,0.8074893
WYTO,WYTO,1,42.0815,-104.219912,1992,1992-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1993,1992-01-01,0.7381519
ABBR,ABBR,1,50.549506,-111.852109,1993,1993-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1993,1993-01-01,0.6135102
ABVA,ABVA,1,50.052864,-112.126564,1993,1993-01-01,NA
AZBO,AZBO,1,32.451195,-109.958609,1993,1993-01-01,0.4369565
AZHE,AZHE,1,31.43833,-110.108139,1993,1993-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1993,1993-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1993,1993-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1993,1993-01-01,0.4085799
CACO,CACO,1,39.2,-122.02,1993,1993-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1993,1993-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1993,1993-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1993,1993-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1993,1993-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1993,1993-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1993,1993-01-01,0.6300603
COFR,COFR,1,39.17892,-108.700073,1993,1993-01-01,0.6952261
IDKI,IDKI,1,42.55103,-114.340004,1993,1993-01-01,0.8139864
IDNA,IDNA,1,43.664948,-116.520451,1993,1993-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1993,1993-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1993,1993-01-01,0.9070057
IDTF,IDTF,1,42.6065,-114.504587,1993,1993-01-01,0.8374271
KSCO,KSCO,1,39.387209,-101.068435,1993,1993-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1993,1993-01-01,0.4629666
KSTR,KSTR,1,38.47032,-101.77941,1993,1993-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1993,1993-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1993,1993-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1993,1993-01-01,0.7490559
MIS2,MIS2,1,43.39521,-83.68696,1993,1993-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1993,1993-01-01,0.60755
MNBE,MNBE,1,45.38951,-93.885754,1993,1993-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1993,1993-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1993,1993-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1993,1993-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1993,1993-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1993,1993-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1993,1993-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1993,1993-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1993,1993-01-01,0.3601296
MTHU,MTHU,1,45.92061,-108.241794,1993,1993-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1993,1993-01-01,0.5114617
NDAR,NDAR,1,47.10414,-97.218143,1993,1993-01-01,0.3231214
NDCA,NDCA,1,47.50822,-99.120669,1993,1993-01-01,0.7960287
