Site,Location_code,MATCH,Latitude,Longitude,Year,Date,Heritability
TXLU,TXLU,1,33.6915,-101.826086,1998,1998-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1998,1998-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,1998,1998-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1998,1998-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1998,1998-01-01,0.8424908
WAVA,WAVA,1,45.67664,-122.649114,1998,1998-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,1998,1998-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1998,1998-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1998,1998-01-01,0.3128525
WYTO,WYTO,1,42.0815,-104.219912,1998,1998-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1999,1998-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,1999,1999-01-01,0.8573197
ABLE,ABLE,1,49.69886,-112.763594,1999,1999-01-01,0.430324
ABVA,ABVA,1,50.052864,-112.126564,1999,1999-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1999,1999-01-01,0.6113088
AZHE,AZHE,1,31.43833,-110.108139,1999,1999-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1999,1999-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1999,1999-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1999,1999-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,1999,1999-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1999,1999-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1999,1999-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1999,1999-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1999,1999-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1999,1999-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1999,1999-01-01,0.6851832
COFR,COFR,1,39.17892,-108.700073,1999,1999-01-01,0.7681487
IDKI,IDKI,1,42.55103,-114.340004,1999,1999-01-01,0.7598213
IDNA,IDNA,1,43.664948,-116.520451,1999,1999-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1999,1999-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1999,1999-01-01,0.5987379
IDTF,IDTF,1,42.6065,-114.504587,1999,1999-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,1999,1999-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1999,1999-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,1999,1999-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1999,1999-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1999,1999-01-01,0.7797498
MIEN,MIEN,1,43.3541,-85.1791,1999,1999-01-01,0.03323209
MIS2,MIS2,1,43.39521,-83.68696,1999,1999-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1999,1999-01-01,0.03226625
MNBE,MNBE,1,45.38951,-93.885754,1999,1999-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1999,1999-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1999,1999-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1999,1999-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1999,1999-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1999,1999-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1999,1999-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1999,1999-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1999,1999-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,1999,1999-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1999,1999-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,1999,1999-01-01,0.7972046
NDCA,NDCA,1,47.50822,-99.120669,1999,1999-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1999,1999-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1999,1999-01-01,0.7261847
NDHA,NDHA,1,47.6331,-97.460334,1999,1999-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1999,1999-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,1999,1999-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1999,1999-01-01,0.3779755
NES2,NES2,1,41.89178,-103.678862,1999,1999-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1999,1999-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1999,1999-01-01,0.4869422
NYFR,NYFR,1,42.52198,-76.330525,1999,1999-01-01,0.7169494
ONEL,ONEL,1,43.6419,-80.401772,1999,1999-01-01,0.4361872
ONEX,ONEX,1,43.31734,-81.506848,1999,1999-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,1999,1999-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,1999,1999-01-01,0.2088903
PRIS,PRIS,1,18.46457,-67.052045,1999,1999-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1999,1999-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1999,1999-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,1999,1999-01-01,0.4754128
TXLU,TXLU,1,33.6915,-101.826086,1999,1999-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1999,1999-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,1999,1999-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1999,1999-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1999,1999-01-01,0.8265097
WAVA,WAVA,1,45.67664,-122.649114,1999,1999-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,1999,1999-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1999,1999-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1999,1999-01-01,0.3209067
WYTO,WYTO,1,42.0815,-104.219912,1999,1999-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2000,1999-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2000,2000-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2000,2000-01-01,0.354643
ABVA,ABVA,1,50.052864,-112.126564,2000,2000-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2000,2000-01-01,0.741908
AZHE,AZHE,1,31.43833,-110.108139,2000,2000-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2000,2000-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,2000,2000-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2000,2000-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2000,2000-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2000,2000-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2000,2000-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,2000,2000-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2000,2000-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2000,2000-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2000,2000-01-01,0.6211956
COFR,COFR,1,39.17892,-108.700073,2000,2000-01-01,0.6814004
IDKI,IDKI,1,42.55103,-114.340004,2000,2000-01-01,0.4414428
IDNA,IDNA,1,43.664948,-116.520451,2000,2000-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2000,2000-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,2000,2000-01-01,0.5987379
IDTF,IDTF,1,42.6065,-114.504587,2000,2000-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2000,2000-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2000,2000-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2000,2000-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2000,2000-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2000,2000-01-01,0.7797498
MIEN,MIEN,1,43.3541,-85.1791,2000,2000-01-01,0.1681687
MIS2,MIS2,1,43.39521,-83.68696,2000,2000-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2000,2000-01-01,0.3880804
MNBE,MNBE,1,45.38951,-93.885754,2000,2000-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2000,2000-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2000,2000-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2000,2000-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2000,2000-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2000,2000-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2000,2000-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,2000,2000-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2000,2000-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2000,2000-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2000,2000-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2000,2000-01-01,0.8711624
NDCA,NDCA,1,47.50822,-99.120669,2000,2000-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2000,2000-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2000,2000-01-01,0.7602886
NDHA,NDHA,1,47.6331,-97.460334,2000,2000-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,2000,2000-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,2000,2000-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2000,2000-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2000,2000-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2000,2000-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2000,2000-01-01,0.4869422
NYFR,NYFR,1,42.52198,-76.330525,2000,2000-01-01,0.7169494
ONEL,ONEL,1,43.6419,-80.401772,2000,2000-01-01,0.2047804
ONEX,ONEX,1,43.31734,-81.506848,2000,2000-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2000,2000-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2000,2000-01-01,0.2889251
PRIS,PRIS,1,18.46457,-67.052045,2000,2000-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2000,2000-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2000,2000-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2000,2000-01-01,0.4382731
TXLU,TXLU,1,33.6915,-101.826086,2000,2000-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2000,2000-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2000,2000-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2000,2000-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2000,2000-01-01,0.8693134
WAVA,WAVA,1,45.67664,-122.649114,2000,2000-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2000,2000-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2000,2000-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2000,2000-01-01,0.8209788
WYTO,WYTO,1,42.0815,-104.219912,2000,2000-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2001,2000-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2001,2001-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2001,2001-01-01,0.3408882
ABVA,ABVA,1,50.052864,-112.126564,2001,2001-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2001,2001-01-01,0.7893674
AZHE,AZHE,1,31.43833,-110.108139,2001,2001-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2001,2001-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,2001,2001-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2001,2001-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2001,2001-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2001,2001-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2001,2001-01-01,0.8349689
CAIR,CAIR,1,33.6884,-117.722118,2001,2001-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2001,2001-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2001,2001-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2001,2001-01-01,0.6458421
COFR,COFR,1,39.17892,-108.700073,2001,2001-01-01,0.6350353
IDKI,IDKI,1,42.55103,-114.340004,2001,2001-01-01,0.4414428
IDNA,IDNA,1,43.664948,-116.520451,2001,2001-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2001,2001-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,2001,2001-01-01,0.6518744
IDTF,IDTF,1,42.6065,-114.504587,2001,2001-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2001,2001-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2001,2001-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2001,2001-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2001,2001-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2001,2001-01-01,0.6246561
MIEN,MIEN,1,43.3541,-85.1791,2001,2001-01-01,0.2467242
MIS2,MIS2,1,43.39521,-83.68696,2001,2001-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2001,2001-01-01,0.8054476
MNBE,MNBE,1,45.38951,-93.885754,2001,2001-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2001,2001-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2001,2001-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2001,2001-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2001,2001-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2001,2001-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2001,2001-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,2001,2001-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2001,2001-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2001,2001-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2001,2001-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2001,2001-01-01,0.886812
NDCA,NDCA,1,47.50822,-99.120669,2001,2001-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2001,2001-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2001,2001-01-01,0.5041666
NDHA,NDHA,1,47.6331,-97.460334,2001,2001-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,2001,2001-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,2001,2001-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2001,2001-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2001,2001-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2001,2001-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2001,2001-01-01,0.4869422
NYFR,NYFR,1,42.52198,-76.330525,2001,2001-01-01,0.6894444
ONEL,ONEL,1,43.6419,-80.401772,2001,2001-01-01,0.2514428
ONEX,ONEX,1,43.31734,-81.506848,2001,2001-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2001,2001-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2001,2001-01-01,0.2889251
PRIS,PRIS,1,18.46457,-67.052045,2001,2001-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2001,2001-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2001,2001-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2001,2001-01-01,0.3782
TXLU,TXLU,1,33.6915,-101.826086,2001,2001-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2001,2001-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2001,2001-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2001,2001-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2001,2001-01-01,0.8442349
WAVA,WAVA,1,45.67664,-122.649114,2001,2001-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2001,2001-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2001,2001-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2001,2001-01-01,0.9294398
WYTO,WYTO,1,42.0815,-104.219912,2001,2001-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2002,2001-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2002,2002-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2002,2002-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2002,2002-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2002,2002-01-01,0.7126948
AZHE,AZHE,1,31.43833,-110.108139,2002,2002-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2002,2002-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2002,2002-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2002,2002-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2002,2002-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2002,2002-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2002,2002-01-01,0.902271
CAIR,CAIR,1,33.6884,-117.722118,2002,2002-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2002,2002-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2002,2002-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2002,2002-01-01,0.2008974
COFR,COFR,1,39.17892,-108.700073,2002,2002-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2002,2002-01-01,0.4414428
IDNA,IDNA,1,43.664948,-116.520451,2002,2002-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2002,2002-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,2002,2002-01-01,0.262937
IDTF,IDTF,1,42.6065,-114.504587,2002,2002-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2002,2002-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2002,2002-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2002,2002-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2002,2002-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2002,2002-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2002,2002-01-01,0.2467242
MIS2,MIS2,1,43.39521,-83.68696,2002,2002-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2002,2002-01-01,0.4397431
MNBE,MNBE,1,45.38951,-93.885754,2002,2002-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2002,2002-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2002,2002-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2002,2002-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2002,2002-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2002,2002-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2002,2002-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,2002,2002-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2002,2002-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2002,2002-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2002,2002-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2002,2002-01-01,0.8779901
NDCA,NDCA,1,47.50822,-99.120669,2002,2002-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2002,2002-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2002,2002-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2002,2002-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2002,2002-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,2002,2002-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2002,2002-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2002,2002-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2002,2002-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2002,2002-01-01,0.4869422
NYFR,NYFR,1,42.52198,-76.330525,2002,2002-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2002,2002-01-01,0.2797083
ONEX,ONEX,1,43.31734,-81.506848,2002,2002-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2002,2002-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2002,2002-01-01,0.3383897
PRIS,PRIS,1,18.46457,-67.052045,2002,2002-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2002,2002-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2002,2002-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2002,2002-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2002,2002-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2002,2002-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2002,2002-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2002,2002-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2002,2002-01-01,0.8147499
WAVA,WAVA,1,45.67664,-122.649114,2002,2002-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2002,2002-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2002,2002-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2002,2002-01-01,0.9280921
WYTO,WYTO,1,42.0815,-104.219912,2002,2002-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2003,2002-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2003,2003-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2003,2003-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2003,2003-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2003,2003-01-01,0.7223555
AZHE,AZHE,1,31.43833,-110.108139,2003,2003-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2003,2003-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2003,2003-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2003,2003-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2003,2003-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2003,2003-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2003,2003-01-01,0.8974442
CAIR,CAIR,1,33.6884,-117.722118,2003,2003-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2003,2003-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2003,2003-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2003,2003-01-01,0.415057
COFR,COFR,1,39.17892,-108.700073,2003,2003-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2003,2003-01-01,0.4414428
IDNA,IDNA,1,43.664948,-116.520451,2003,2003-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2003,2003-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,2003,2003-01-01,0.1795158
IDTF,IDTF,1,42.6065,-114.504587,2003,2003-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2003,2003-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2003,2003-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2003,2003-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2003,2003-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2003,2003-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2003,2003-01-01,0.560996
MIS2,MIS2,1,43.39521,-83.68696,2003,2003-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2003,2003-01-01,0.6265219
MNBE,MNBE,1,45.38951,-93.885754,2003,2003-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2003,2003-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2003,2003-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2003,2003-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2003,2003-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2003,2003-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2003,2003-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,2003,2003-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2003,2003-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2003,2003-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2003,2003-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2003,2003-01-01,0.8602738
NDCA,NDCA,1,47.50822,-99.120669,2003,2003-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2003,2003-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2003,2003-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2003,2003-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2003,2003-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,2003,2003-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2003,2003-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2003,2003-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2003,2003-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2003,2003-01-01,0.05683306
NYFR,NYFR,1,42.52198,-76.330525,2003,2003-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2003,2003-01-01,0.2615189
ONEX,ONEX,1,43.31734,-81.506848,2003,2003-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2003,2003-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2003,2003-01-01,0.2798876
PRIS,PRIS,1,18.46457,-67.052045,2003,2003-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2003,2003-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2003,2003-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2003,2003-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2003,2003-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2003,2003-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2003,2003-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2003,2003-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2003,2003-01-01,0.8281324
WAVA,WAVA,1,45.67664,-122.649114,2003,2003-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2003,2003-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2003,2003-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2003,2003-01-01,0.9249208
WYTO,WYTO,1,42.0815,-104.219912,2003,2003-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2004,2003-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2004,2004-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2004,2004-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2004,2004-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2004,2004-01-01,0.4713177
AZHE,AZHE,1,31.43833,-110.108139,2004,2004-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2004,2004-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2004,2004-01-01,0.4705153
