"Year","SY","Race","Year0"
2015,1774.08,"Durango",34
2015,1908.48,"Mesoamerican",34
2015,871.36,"Nueva Granada",34
2015,1779.68,"Durango",34
2015,2347.52,"Durango",34
2015,1983.52,"Nueva Granada",34
2015,1432.48,"Durango",34
2015,1463.84,"Mesoamerican",34
2015,2610.72,"Durango",34
2015,921.76,"Nueva Granada",34
2015,1680,"Nueva Granada",34
2015,1696.8,"Durango",34
2015,2850.4,"Durango",34
2015,1646.4,"Durango",34
2015,1121.12,"Nueva Granada",34
2015,1678.88,"Durango",34
2015,1192.8,"Nueva Granada",34
2015,990.08,"Mesoamerican",34
2015,661.92,"Nueva Granada",34
2015,973.28,"Nueva Granada",34
2015,2038.4,"Mesoamerican",34
2015,1498.56,"Durango",34
2015,2972.48,"Mesoamerican",34
2015,1929.76,"Nueva Granada",34
2015,3525.76,"Durango",34
2015,3645.6,"Durango",34
2015,3043.04,"Nueva Granada",34
2015,1797.6,"Durango",34
2015,2598.4,"Mesoamerican",34
2015,3564.96,"Durango",34
2015,2780.96,"Nueva Granada",34
2015,3442.88,"Nueva Granada",34
2015,1643.04,"Durango",34
2015,4159.68,"Durango",34
2015,4131.68,"Durango",34
2015,2724.96,"Nueva Granada",34
2015,2337.44,"Durango",34
2015,1956.64,"Nueva Granada",34
2015,3692.64,"Mesoamerican",34
2015,2107.84,"Nueva Granada",34
2015,2731.68,"Nueva Granada",34
2015,3080,"Mesoamerican",34
2015,3581.76,"Durango",34
2015,2780.96,"Mesoamerican",34
2015,1177.12,"Nueva Granada",34
2015,2797.76,"Durango",34
2015,2934.4,"Durango",34
2015,2080.96,"Nueva Granada",34
2015,2712.64,"Durango",34
2015,2984.8,"Mesoamerican",34
2015,3104.64,"Durango",34
2015,1432.48,"Nueva Granada",34
2015,2269.12,"Nueva Granada",34
2015,2609.6,"Durango",34
2015,3564.96,"Durango",34
2015,2644.32,"Durango",34
2015,1075.2,"Nueva Granada",34
2015,2507.68,"Durango",34
2015,1057.28,"Nueva Granada",34
2015,1944.32,"Mesoamerican",34
2015,1142.4,"Nueva Granada",34
2015,1193.92,"Nueva Granada",34
2015,2661.12,"Mesoamerican",34
2015,1917.44,"Nueva Granada",34
2015,3130.4,"Nueva Granada",34
2015,2430.4,"Nueva Granada",34
2015,2595.04,"Nueva Granada",34
2015,3363.36,"Nueva Granada",34
2015,1771.84,"Nueva Granada",34
2015,2271.36,"Nueva Granada",34
2015,2904.16,"Nueva Granada",34
2015,2745.12,"Durango",34
2015,2763.04,"Mesoamerican",34
2015,2729.44,"Durango",34
2015,2298.24,"Durango",34
2015,3297.28,"Durango",34
2015,1813.28,"Mesoamerican",34
2015,2869.44,"Durango",34
2015,872.48,"Durango",34
2015,3136,"Durango",34
2015,2430.4,"Durango",34
2015,1522.08,"Durango",34
2015,2045.12,"Mesoamerican",34
2015,2614.08,"Mesoamerican",34
2015,2833.6,"Nueva Granada",34
2015,3360,"Nueva Granada",34
2015,2329.6,"Nueva Granada",34
2015,3763.2,"Nueva Granada",34
2015,3449.6,"Nueva Granada",34
2015,3393.6,"Nueva Granada",34
2015,3203.2,"Nueva Granada",34
2015,3236.8,"Nueva Granada",34
2015,2726.08,"Durango",34
2015,2317.28,"Mesoamerican",34
2015,1105.44,"Nueva Granada",34
2015,3522.4,"Durango",34
2015,2355.36,"Durango",34
2015,1508.64,"Nueva Granada",34
2015,2317.28,"Durango",34
2015,3152.8,"Mesoamerican",34
2015,2386.72,"Durango",34
2015,1282.4,"Nueva Granada",34
2015,2005.92,"Nueva Granada",34
2015,3858.4,"Durango",34
2015,2936.64,"Durango",34
2015,2437.12,"Durango",34
2015,2502.08,"Nueva Granada",34
2015,3137.12,"Durango",34
2015,1049.44,"Nueva Granada",34
2015,2227.68,"Mesoamerican",34
2015,1999.2,"Nueva Granada",34
2015,2298.24,"Nueva Granada",34
2015,3190.88,"Mesoamerican",34
2015,3808,"Durango",34
2015,2721.6,"Mesoamerican",34
2015,3024,"Durango",34
2015,3158.4,"Durango",34
2015,3628.8,"Durango",34
2015,2968,"Mesoamerican",34
2015,2800,"Durango",34
2015,3192,"Durango",34
2015,4020.8,"Durango",34
2015,2251.2,"Durango",34
2015,3427.2,"Durango",34
2015,2284.8,"Mesoamerican",34
2015,2105.6,"Mesoamerican",34
2015,1695.68,"Durango",34
2015,1490.72,"Mesoamerican",34
2015,716.8,"Nueva Granada",34
2015,1891.68,"Durango",34
2015,2014.88,"Durango",34
2015,996.8,"Nueva Granada",34
2015,2234.4,"Durango",34
2015,3069.92,"Mesoamerican",34
2015,1856.96,"Durango",34
2015,1019.2,"Nueva Granada",34
2015,1322.72,"Nueva Granada",34
2015,1594.88,"Durango",34
2015,2130.24,"Durango",34
2015,1396.64,"Durango",34
2015,1332.8,"Nueva Granada",34
2015,1878.24,"Durango",34
2015,1134.56,"Nueva Granada",34
2015,1685.6,"Mesoamerican",34
2015,999.04,"Nueva Granada",34
2015,791.84,"Nueva Granada",34
2015,1507.52,"Mesoamerican",34
2015,2130.24,"Durango",34
2015,3288.32,"Mesoamerican",34
2015,1551.2,"Nueva Granada",34
2015,2699.2,"Durango",34
2015,2514.4,"Durango",34
2015,2834.72,"Nueva Granada",34
2015,3392.48,"Durango",34
2015,2620.8,"Mesoamerican",34
2015,2100,"Durango",34
2015,1892.8,"Nueva Granada",34
2015,2609.6,"Nueva Granada",34
2015,1076.32,"Durango",34
2015,3304,"Durango",34
2015,2476.32,"Durango",34
2015,2105.6,"Nueva Granada",34
2015,2667.84,"Durango",34
2015,1774.08,"Nueva Granada",34
2015,3756.48,"Mesoamerican",34
2015,2003.68,"Nueva Granada",34
2015,2567.04,"Nueva Granada",34
2015,2597.28,"Mesoamerican",34
2015,4894.4,"Durango",34
2015,4872,"Mesoamerican",34
2015,3169.6,"Nueva Granada",34
2015,4353.44,"Durango",34
2015,3629.92,"Durango",34
2015,3848.32,"Nueva Granada",34
2015,5047.84,"Durango",34
2015,4552.8,"Mesoamerican",34
2015,4649.12,"Durango",34
2015,3133.76,"Nueva Granada",34
2015,3675.84,"Nueva Granada",34
2015,4363.52,"Durango",34
2015,5475.68,"Durango",34
2015,4262.72,"Durango",34
2015,3143.84,"Nueva Granada",34
2015,4437.44,"Durango",34
2015,2708.16,"Nueva Granada",34
2015,4541.6,"Mesoamerican",34
2015,3270.4,"Nueva Granada",34
2015,4094.72,"Nueva Granada",34
2015,4684.96,"Mesoamerican",34
2015,3762.08,"Durango",34
2015,2863.84,"Mesoamerican",34
2015,1928.64,"Nueva Granada",34
2015,3617.6,"Durango",34
2015,3689.28,"Durango",34
2015,3440.64,"Nueva Granada",34
2015,3893.12,"Durango",34
2015,2980.32,"Mesoamerican",34
2015,4141.76,"Durango",34
2015,2462.88,"Nueva Granada",34
2015,3041.92,"Nueva Granada",34
2015,4527.04,"Durango",34
2015,3834.88,"Durango",34
2015,3661.28,"Durango",34
2015,2860.48,"Nueva Granada",34
2015,3886.4,"Durango",34
2015,1794.24,"Nueva Granada",34
2015,2858.24,"Mesoamerican",34
2015,1784.16,"Nueva Granada",34
2015,2820.16,"Nueva Granada",34
2015,2528.96,"Mesoamerican",34
2014,3088.96,"Durango",33
2014,2919.84,"Nueva Granada",33
2014,2733.92,"Durango",33
2014,2254.56,"Durango",33
2014,2782.08,"Mesoamerican",33
2014,3414.88,"Durango",33
2014,1887.2,"Nueva Granada",33
2014,2326.24,"Durango",33
2014,3095.68,"Nueva Granada",33
2014,2621.92,"Nueva Granada",33
2014,3459.68,"Durango",33
2014,1834.56,"Durango",33
2014,2290.4,"Durango",33
2014,3017.28,"Durango",33
2014,1510.88,"Nueva Granada",33
2014,940.8,"Durango",33
2014,2938.88,"Nueva Granada",33
2014,2786.56,"Mesoamerican",33
2014,1785.28,"Nueva Granada",33
2014,2728.32,"Durango",33
2014,3780,"Durango",33
2014,4139.52,"Durango",33
2014,3267.04,"Nueva Granada",33
2014,4118.24,"Durango",33
2014,1704.64,"Nueva Granada",33
2014,3502.24,"Durango",33
2014,3449.6,"Durango",33
2014,3803.52,"Mesoamerican",33
2014,3842.72,"Durango",33
2014,2269.12,"Nueva Granada",33
2014,3856.16,"Durango",33
2014,2032.8,"Nueva Granada",33
2014,3461.92,"Nueva Granada",33
2014,2767.52,"Durango",33
2014,3199.84,"Durango",33
2014,3948,"Durango",33
2014,2623.04,"Durango",33
2014,1626.24,"Nueva Granada",33
2014,3711.68,"Durango",33
2014,1665.44,"Nueva Granada",33
2014,2347.52,"Mesoamerican",33
2014,1770.72,"Nueva Granada",33
2014,2452.8,"Durango",33
2014,3318.56,"Durango",33
2014,4826.08,"Durango",33
2014,2216.48,"Nueva Granada",33
2014,3875.2,"Nueva Granada",33
2014,3424.96,"Nueva Granada",33
2014,3335.36,"Nueva Granada",33
2014,3031.84,"Nueva Granada",33
2014,2945.6,"Nueva Granada",33
2014,3907.68,"Nueva Granada",33
2014,3717.28,"Nueva Granada",33
2014,3564.96,"Nueva Granada",33
2014,3992.8,"Durango",33
2014,3881.92,"Durango",33
2014,5352.48,"Durango",33
2014,4047.68,"Mesoamerican",33
2014,5233.76,"Durango",33
2014,4226.88,"Durango",33
2014,2910.88,"Durango",33
2014,4437.44,"Durango",33
2014,4374.72,"Durango",33
2014,4323.2,"Durango",33
2014,4205.6,"Durango",33
2014,3420.48,"Mesoamerican",33
2014,3212.16,"Durango",33
2014,3795.68,"Durango",33
2014,5294.24,"Durango",33
2014,907.2,"Nueva Granada",33
2014,985.6,"Nueva Granada",33
2014,1344,"Nueva Granada",33
2014,2744,"Nueva Granada",33
2014,2497.6,"Nueva Granada",33
2014,1120,"Nueva Granada",33
2014,2340.8,"Nueva Granada",33
2014,1747.2,"Nueva Granada",33
2014,5036.64,"Durango",33
2014,3367.84,"Nueva Granada",33
2014,4494.56,"Durango",33
2014,4454.24,"Durango",33
2014,4505.76,"Mesoamerican",33
2014,4230.24,"Durango",33
2014,4420.64,"Nueva Granada",33
2014,5208,"Durango",33
2014,3796.8,"Nueva Granada",33
2014,3945.76,"Nueva Granada",33
2014,4771.2,"Durango",33
2014,5300.96,"Durango",33
2014,4980.64,"Durango",33
2014,4390.4,"Durango",33
2014,3956.96,"Nueva Granada",33
2014,4655.84,"Durango",33
2014,3177.44,"Nueva Granada",33
2014,4427.36,"Mesoamerican",33
2014,4196.64,"Nueva Granada",33
2014,5208,"Durango",33
2014,4555.04,"Durango",33
2014,5252.8,"Durango",33
2014,4387.04,"Nueva Granada",33
2014,3539.2,"Durango",33
2014,3124.8,"Durango",33
2014,3740.8,"Durango",33
2014,3561.6,"Mesoamerican",33
2014,3438.4,"Durango",33
2014,3460.8,"Durango",33
2014,2396.8,"Durango",33
2014,3651.2,"Durango",33
2014,3315.2,"Durango",33
2014,3393.6,"Durango",33
2014,2732.8,"Durango",33
2014,3068.8,"Mesoamerican",33
2014,2912,"Durango",33
2014,3124.8,"Durango",33
2014,3819.2,"Durango",33
2014,4236.96,"Durango",33
2014,2800,"Nueva Granada",33
2014,4392.64,"Durango",33
2014,4584.16,"Durango",33
2014,3755.36,"Mesoamerican",33
2014,4285.12,"Durango",33
2014,2773.12,"Nueva Granada",33
2014,3707.2,"Durango",33
2014,2555.84,"Nueva Granada",33
2014,3512.32,"Nueva Granada",33
2014,3580.64,"Durango",33
2014,4099.2,"Durango",33
2014,4116,"Durango",33
2014,4567.36,"Durango",33
2014,3435.04,"Nueva Granada",33
2014,3879.68,"Durango",33
2014,2698.08,"Nueva Granada",33
2014,3744.16,"Mesoamerican",33
2014,2857.12,"Nueva Granada",33
2014,3774.4,"Durango",33
2014,4033.12,"Durango",33
2014,4808.16,"Durango",33
2014,2891.84,"Nueva Granada",33
2014,2860.48,"Durango",33
2014,2589.44,"Nueva Granada",33
2014,2770.88,"Durango",33
2014,3384.64,"Durango",33
2014,3382.4,"Mesoamerican",33
2014,3330.88,"Durango",33
2014,2812.32,"Nueva Granada",33
2014,2886.24,"Durango",33
2014,3021.76,"Nueva Granada",33
2014,3410.4,"Nueva Granada",33
2014,3123.68,"Durango",33
2014,2805.6,"Durango",33
2014,3083.36,"Durango",33
2014,3345.44,"Durango",33
2014,2661.12,"Nueva Granada",33
2014,3099.04,"Durango",33
2014,2115.68,"Nueva Granada",33
2014,3036.32,"Mesoamerican",33
2014,2283.68,"Nueva Granada",33
2014,2731.68,"Durango",33
2014,2932.16,"Durango",33
2014,3267.04,"Durango",33
2014,2782.08,"Nueva Granada",33
2014,3352.16,"Durango",33
2014,3636.64,"Nueva Granada",33
2014,3299.52,"Durango",33
2014,4782.4,"Durango",33
2014,3851.68,"Mesoamerican",33
2014,3678.08,"Durango",33
2014,2803.36,"Nueva Granada",33
2014,3344.32,"Durango",33
2014,3195.36,"Nueva Granada",33
2014,4128.32,"Nueva Granada",33
2014,1274.56,"Durango",33
2014,3568.32,"Durango",33
2014,3083.36,"Durango",33
2014,3131.52,"Durango",33
2014,3685.92,"Nueva Granada",33
2014,3908.8,"Durango",33
2014,3226.72,"Nueva Granada",33
2014,3890.88,"Mesoamerican",33
2014,3335.36,"Nueva Granada",33
2014,2428.16,"Durango",33
2014,2768.64,"Durango",33
2014,4234.72,"Durango",33
2014,3429.44,"Nueva Granada",33
2014,4596.48,"Durango",33
2014,2551.36,"Nueva Granada",33
2014,4667.04,"Durango",33
2014,4061.12,"Durango",33
2014,3928.96,"Mesoamerican",33
2014,4000.64,"Durango",33
2014,2711.52,"Nueva Granada",33
2014,4631.2,"Durango",33
2014,2608.48,"Nueva Granada",33
2014,3124.8,"Nueva Granada",33
2014,3543.68,"Durango",33
2014,4254.88,"Durango",33
2014,3108,"Durango",33
2014,3286.08,"Durango",33
2014,1937.6,"Nueva Granada",33
2014,4574.08,"Durango",33
2014,2191.84,"Nueva Granada",33
2014,3666.88,"Mesoamerican",33
2014,1289.12,"Nueva Granada",33
2014,2400.16,"Durango",33
2014,2998.24,"Durango",33
2014,4868.64,"Durango",33
2014,1958.88,"Nueva Granada",33
2014,3165.12,"Durango",33
2014,866.88,"Nueva Granada",33
2014,2528.96,"Durango",33
2014,2614.08,"Durango",33
2014,2739.52,"Mesoamerican",33
2014,3150.56,"Durango",33
2014,2437.12,"Nueva Granada",33
2014,2830.24,"Durango",33
2014,1570.24,"Nueva Granada",33
2014,2593.92,"Nueva Granada",33
2014,2357.6,"Durango",33
2014,3256.96,"Durango",33
2014,2412.48,"Durango",33
2014,2885.12,"Durango",33
2014,1401.12,"Nueva Granada",33
2014,2689.12,"Durango",33
2014,1329.44,"Nueva Granada",33
2014,2481.92,"Mesoamerican",33
2014,1151.36,"Nueva Granada",33
2014,2391.2,"Durango",33
2014,2521.12,"Durango",33
2014,4054.4,"Durango",33
2014,1574.72,"Nueva Granada",33
2013,2523.36,"Nueva Granada",32
2013,2989.28,"Nueva Granada",32
2013,2284.8,"Nueva Granada",32
2013,2908.64,"Nueva Granada",32
2013,3242.4,"Durango",32
2013,3101.28,"Mesoamerican",32
2013,2732.8,"Durango",32
2013,2947.84,"Mesoamerican",32
2013,4046.56,"Durango",32
2013,3778.88,"Durango",32
2013,3681.44,"Durango",32
2013,3603.04,"Durango",32
2013,2176.16,"Nueva Granada",32
2013,3487.68,"Nueva Granada",32
2013,1128.96,"Nueva Granada",32
2013,2773.12,"Nueva Granada",32
2013,3681.44,"Mesoamerican",32
2013,3114.72,"Durango",32
2013,3354.4,"Mesoamerican",32
2013,1369.76,"Durango",32
2013,3568.32,"Durango",32
2013,3848.32,"Durango",32
2013,3846.08,"Durango",32
2013,1272.32,"Nueva Granada",32
2013,1718.08,"Nueva Granada",32
2013,1784.16,"Nueva Granada",32
2013,2085.44,"Nueva Granada",32
2013,1888.32,"Durango",32
2013,2072,"Mesoamerican",32
2013,2072,"Durango",32
2013,1652,"Mesoamerican",32
2013,2386.72,"Durango",32
2013,2150.4,"Durango",32
2013,2556.96,"Durango",32
2013,2871.68,"Durango",32
2013,3931.2,"Nueva Granada",32
2013,2094.4,"Nueva Granada",32
2013,3640,"Nueva Granada",32
2013,1948.8,"Nueva Granada",32
2013,1878.24,"Durango",32
2013,2518.88,"Mesoamerican",32
2013,2520,"Durango",32
2013,2499.84,"Mesoamerican",32
2013,2563.68,"Durango",32
2013,2450.56,"Durango",32
2013,2376.64,"Durango",32
2013,2217.6,"Durango",32
2013,1948.8,"Nueva Granada",32
2013,3046.4,"Nueva Granada",32
2013,3024,"Nueva Granada",32
2013,2968,"Durango",32
2013,2923.2,"Mesoamerican",32
2013,3796.8,"Durango",32
2013,2497.6,"Mesoamerican",32
2013,3460.8,"Durango",32
2013,4009.6,"Durango",32
2013,3416,"Durango",32
2013,3875.2,"Durango",32
2013,2785.44,"Nueva Granada",32
2013,2845.92,"Nueva Granada",32
2013,3010.56,"Nueva Granada",32
2013,2878.4,"Nueva Granada",32
2013,3670.24,"Durango",32
2013,3735.2,"Mesoamerican",32
2013,3627.68,"Durango",32
2013,2887.36,"Mesoamerican",32
2013,3641.12,"Durango",32
2013,3867.36,"Durango",32
2013,4095.84,"Durango",32
2013,3875.2,"Durango",32
2013,2261.28,"Nueva Granada",32
2013,2851.52,"Nueva Granada",32
2013,1183.84,"Nueva Granada",32
2013,3381.28,"Nueva Granada",32
2013,2297.12,"Durango",32
2013,2962.4,"Mesoamerican",32
2013,3366.72,"Durango",32
2013,3105.76,"Mesoamerican",32
2013,2502.08,"Durango",32
2013,2552.48,"Durango",32
2013,2651.04,"Durango",32
2013,2990.4,"Durango",32
2013,4197.76,"Nueva Granada",32
2013,3977.12,"Nueva Granada",32
2013,3822.56,"Nueva Granada",32
2013,3596.32,"Nueva Granada",32
2013,3032.96,"Durango",32
2013,4303.04,"Mesoamerican",32
2013,4463.2,"Durango",32
2013,3348.8,"Mesoamerican",32
2013,4005.12,"Durango",32
2013,3881.92,"Durango",32
2013,4286.24,"Durango",32
2013,3013.92,"Durango",32
2013,3237.92,"Nueva Granada",32
2013,4352.32,"Nueva Granada",32
2013,4084.64,"Nueva Granada",32
2013,4292.96,"Nueva Granada",32
2013,3241.28,"Durango",32
2013,4636.8,"Mesoamerican",32
2013,5257.28,"Durango",32
2013,4488.96,"Mesoamerican",32
2013,4320.96,"Durango",32
2013,4944.8,"Durango",32
2013,5056.8,"Durango",32
2013,4933.6,"Durango",32
2013,2755.2,"Nueva Granada",32
2013,3711.68,"Nueva Granada",32
2013,3605.28,"Nueva Granada",32
2013,3754.24,"Nueva Granada",32
2013,3627.68,"Durango",32
2013,3943.52,"Mesoamerican",32
2013,3540.32,"Durango",32
2013,3488.8,"Mesoamerican",32
2013,3528,"Durango",32
2013,3694.88,"Durango",32
2013,4846.24,"Durango",32
2013,3833.76,"Durango",32
2012,2565.92,"Nueva Granada",31
2012,2842.56,"Durango",31
2012,3738.56,"Durango",31
2012,2447.2,"Nueva Granada",31
2012,3753.12,"Durango",31
2012,3321.92,"Mesoamerican",31
2012,2640.96,"Durango",31
2012,3366.72,"Durango",31
2012,3349.92,"Durango",31
2012,2644.32,"Mesoamerican",31
2012,3786.72,"Durango",31
2012,3340.96,"Nueva Granada",31
2012,3129.28,"Durango",31
2012,3869.6,"Durango",31
2012,2563.68,"Nueva Granada",31
2012,2584.96,"Durango",31
2012,3757.6,"Durango",31
2012,3115.84,"Nueva Granada",31
2012,3022.88,"Durango",31
2012,3321.92,"Mesoamerican",31
2012,3576.16,"Durango",31
2012,3361.12,"Durango",31
2012,3531.36,"Durango",31
2012,2881.76,"Mesoamerican",31
2012,3596.32,"Durango",31
2012,3376.8,"Nueva Granada",31
2012,3683.68,"Durango",31
2012,3774.4,"Durango",31
2012,1508.64,"Nueva Granada",31
2012,1757.28,"Durango",31
2012,2583.84,"Durango",31
2012,2334.08,"Nueva Granada",31
2012,2019.36,"Durango",31
2012,2308.32,"Mesoamerican",31
2012,2517.76,"Durango",31
2012,2793.28,"Durango",31
2012,2714.88,"Durango",31
2012,2098.88,"Mesoamerican",31
2012,2662.24,"Durango",31
2012,2688,"Nueva Granada",31
2012,2793.28,"Durango",31
2012,3160.64,"Durango",31
2012,3189.76,"Nueva Granada",31
2012,3255.84,"Nueva Granada",31
2012,1077.44,"Nueva Granada",31
2012,2195.2,"Durango",31
2012,2604,"Durango",31
2012,2853.76,"Durango",31
2012,2838.08,"Mesoamerican",31
2012,2527.84,"Durango",31
2012,3255.84,"Durango",31
2012,2976.96,"Durango",31
2012,2779.84,"Mesoamerican",31
2012,3016.16,"Durango",31
2012,2894.08,"Durango",31
2012,3376.8,"Durango",31
2012,3337.6,"Nueva Granada",31
2012,3595.2,"Durango",31
2012,3102.4,"Durango",31
2012,3785.6,"Nueva Granada",31
2012,4054.4,"Durango",31
2012,3528,"Mesoamerican",31
2012,3752,"Durango",31
2012,3404.8,"Durango",31
2012,3673.6,"Durango",31
2012,2721.6,"Mesoamerican",31
2012,3774.4,"Durango",31
2012,2956.8,"Nueva Granada",31
2012,3516.8,"Durango",31
2012,3864,"Durango",31
2012,2262.4,"Nueva Granada",31
2012,2766.4,"Durango",31
2012,1187.2,"Durango",31
2012,2385.6,"Nueva Granada",31
2012,907.2,"Durango",31
2012,2016,"Mesoamerican",31
2012,2262.4,"Durango",31
2012,2004.8,"Durango",31
2012,1512,"Durango",31
2012,1456,"Mesoamerican",31
2012,2340.8,"Durango",31
2012,2217.6,"Nueva Granada",31
2012,2721.6,"Durango",31
2012,1108.8,"Durango",31
2012,2046.24,"Nueva Granada",31
2012,3683.68,"Durango",31
2012,3401.44,"Durango",31
2012,3017.28,"Nueva Granada",31
2012,4421.76,"Durango",31
2012,3050.88,"Mesoamerican",31
2012,3026.24,"Durango",31
2012,3470.88,"Durango",31
2012,3177.44,"Durango",31
2012,3030.72,"Mesoamerican",31
2012,3710.56,"Durango",31
2012,3001.6,"Nueva Granada",31
2012,4122.72,"Durango",31
2012,4664.8,"Durango",31
2012,1647.52,"Nueva Granada",31
2012,2395.68,"Durango",31
2012,2545.76,"Durango",31
2012,2382.24,"Nueva Granada",31
2012,2584.96,"Durango",31
2012,2378.88,"Mesoamerican",31
2012,2339.68,"Durango",31
2012,2411.36,"Durango",31
2012,2493.12,"Durango",31
2012,2672.32,"Mesoamerican",31
2012,2569.28,"Durango",31
2012,2457.28,"Nueva Granada",31
2012,2642.08,"Durango",31
2012,3081.12,"Durango",31
2012,1312.64,"Nueva Granada",31
2012,1652,"Durango",31
2012,1968.96,"Durango",31
2012,1868.16,"Nueva Granada",31
2012,1084.16,"Durango",31
2012,1636.32,"Mesoamerican",31
2012,2042.88,"Durango",31
2012,1983.52,"Durango",31
2012,2489.76,"Durango",31
2012,1143.52,"Mesoamerican",31
2012,1618.4,"Durango",31
2012,1134.56,"Nueva Granada",31
2012,2255.68,"Durango",31
2012,2041.76,"Durango",31
2012,3385.76,"Nueva Granada",31
2012,1630.72,"Durango",31
2012,3130.4,"Durango",31
2012,4198.88,"Nueva Granada",31
2012,3473.12,"Durango",31
2012,4352.32,"Mesoamerican",31
2012,2346.4,"Durango",31
2012,2696.96,"Durango",31
2012,3046.4,"Durango",31
2012,4464.32,"Mesoamerican",31
2012,3199.84,"Durango",31
2012,3336.48,"Nueva Granada",31
2012,3314.08,"Durango",31
2012,4021.92,"Durango",31
2012,2252.32,"Nueva Granada",31
2012,3040.8,"Durango",31
2012,3206.56,"Durango",31
2012,2780.96,"Nueva Granada",31
2012,3407.04,"Durango",31
2012,2709.28,"Mesoamerican",31
2012,3612,"Durango",31
2012,3321.92,"Durango",31
2012,3338.72,"Durango",31
2012,2153.76,"Mesoamerican",31
2012,3568.32,"Durango",31
2012,2562.56,"Nueva Granada",31
2012,3390.24,"Durango",31
2012,3894.24,"Durango",31
2011,1836.8,"Durango",30
2011,1979.04,"Mesoamerican",30
2011,1491.84,"Nueva Granada",30
2011,1593.76,"Nueva Granada",30
2011,1281.28,"Durango",30
2011,2710.4,"Durango",30
2011,2448.32,"Durango",30
2011,2396.8,"Durango",30
2011,2162.72,"Durango",30
2011,945.28,"Nueva Granada",30
2011,2462.88,"Durango",30
2011,2675.68,"Durango",30
2011,2352,"Nueva Granada",30
2011,2475.2,"Durango",30
2011,1557.92,"Mesoamerican",30
2011,1789.76,"Durango",30
2011,1900.64,"Durango",30
2011,1968.96,"Durango",30
2011,1668.8,"Mesoamerican",30
2011,1556.8,"Nueva Granada",30
2011,2798.88,"Durango",30
2011,2518.88,"Durango",30
2011,3006.08,"Durango",30
2011,2565.92,"Durango",30
2011,3277.12,"Mesoamerican",30
2011,2096.64,"Nueva Granada",30
2011,1229.76,"Nueva Granada",30
2011,3671.36,"Durango",30
2011,1864.8,"Durango",30
2011,3152.8,"Durango",30
2011,3532.48,"Durango",30
2011,3676.96,"Durango",30
2011,2349.76,"Nueva Granada",30
2011,2536.8,"Durango",30
2011,3801.28,"Durango",30
2011,3628.8,"Nueva Granada",30
2011,2614.08,"Durango",30
2011,2142.56,"Mesoamerican",30
2011,2798.88,"Durango",30
2011,4176.48,"Durango",30
2011,4397.12,"Durango",30
2011,2444.96,"Mesoamerican",30
2011,3347.68,"Nueva Granada",30
2011,2915.36,"Durango",30
2011,2982.56,"Durango",30
2011,3900.96,"Durango",30
2011,1669.92,"Durango",30
2011,1955.52,"Mesoamerican",30
2011,1448.16,"Nueva Granada",30
2011,1044.96,"Nueva Granada",30
2011,1767.36,"Durango",30
2011,1964.48,"Durango",30
2011,2299.36,"Durango",30
2011,2497.6,"Durango",30
2011,2100,"Durango",30
2011,1431.36,"Nueva Granada",30
2011,2392.32,"Durango",30
2011,2181.76,"Durango",30
2011,2077.6,"Nueva Granada",30
2011,2265.76,"Durango",30
2011,1612.8,"Mesoamerican",30
2011,1833.44,"Durango",30
2011,2591.68,"Durango",30
2011,2387.84,"Durango",30
2011,1934.24,"Mesoamerican",30
2011,2171.68,"Nueva Granada",30
2011,2098.88,"Durango",30
2011,2623.04,"Durango",30
2011,3081.12,"Durango",30
2011,1142.4,"Nueva Granada",30
2011,3371.2,"Nueva Granada",30
2011,3617.6,"Nueva Granada",30
2011,3729.6,"Nueva Granada",30
2011,2049.6,"Nueva Granada",30
2011,2273.6,"Durango",30
2011,2632,"Mesoamerican",30
2011,1803.2,"Durango",30
2011,1724.8,"Durango",30
2011,2094.4,"Durango",30
2011,2452.8,"Durango",30
2011,2520,"Durango",30
2011,1579.2,"Durango",30
2011,2665.6,"Durango",30
2011,2486.4,"Durango",30
2011,2833.6,"Mesoamerican",30
2011,2486.4,"Durango",30
2011,2150.4,"Durango",30
2011,2004.8,"Durango",30
2011,2699.2,"Mesoamerican",30
2011,2508.8,"Durango",30
2011,2676.8,"Durango",30
2011,2430.4,"Durango",30
2011,4342.24,"Durango",30
2011,3964.8,"Mesoamerican",30
2011,2800,"Nueva Granada",30
2011,2881.76,"Nueva Granada",30
2011,4151.84,"Durango",30
2011,3931.2,"Durango",30
2011,4046.56,"Durango",30
2011,4267.2,"Durango",30
2011,3939.04,"Durango",30
2011,4110.4,"Nueva Granada",30
2011,4760,"Durango",30
2011,4304.16,"Durango",30
2011,3766.56,"Nueva Granada",30
2011,4236.96,"Durango",30
2011,3121.44,"Mesoamerican",30
2011,4073.44,"Durango",30
2011,4416.16,"Durango",30
2011,4233.6,"Durango",30
2011,3752,"Mesoamerican",30
2011,3307.36,"Nueva Granada",30
2011,4113.76,"Durango",30
2011,4931.36,"Durango",30
2011,4868.64,"Durango",30
2011,2352,"Durango",30
2011,1019.2,"Nueva Granada",30
2011,1019.2,"Nueva Granada",30
2011,2217.6,"Durango",30
2011,2150.4,"Durango",30
2011,1769.6,"Durango",30
2011,2486.4,"Durango",30
2011,2363.2,"Durango",30
2011,1321.6,"Nueva Granada",30
2011,2240,"Durango",30
2011,2688,"Durango",30
2011,2038.4,"Nueva Granada",30
