"Year","SY","Race","Year0"
1995,2699.2,"Mesoamerican",14
1995,2732.8,"Mesoamerican",14
1995,915.04,"Durango",14
1995,1255.52,"Durango",14
1995,1307.04,"Durango",14
1995,873.6,"Nueva Granada",14
1995,856.8,"Nueva Granada",14
1995,1351.84,"Durango",14
1995,975.52,"Mesoamerican",14
1995,861.28,"Mesoamerican",14
1995,870.24,"Mesoamerican",14
1995,788.48,"Durango",14
1995,1159.2,"Mesoamerican",14
1995,893.76,"Nueva Granada",14
1995,831.04,"Durango",14
1995,1273.44,"Mesoamerican",14
1995,730.24,"Mesoamerican",14
1995,2042.88,"Durango",14
1995,275.52,"Mesoamerican",14
1995,1627.36,"Durango",14
1995,935.2,"Nueva Granada",14
1995,285.6,"Mesoamerican",14
1995,946.4,"Nueva Granada",14
1995,1102.08,"Mesoamerican",14
1995,353.92,"Mesoamerican",14
1995,543.2,"Durango",14
1995,1193.92,"Durango",14
1995,1615.04,"Mesoamerican",14
1995,669.76,"Nueva Granada",14
1995,997.92,"Durango",14
1995,1280.16,"Durango",14
1995,1551.2,"Durango",14
1995,1072.96,"Mesoamerican",14
1995,2094.4,"Durango",14
1995,1015.84,"Durango",14
1995,1570.24,"Mesoamerican",14
1995,1264.48,"Mesoamerican",14
1995,2542.4,"Durango",14
1995,2094.4,"Durango",14
1995,2206.4,"Durango",14
1995,2184,"Nueva Granada",14
1995,929.6,"Nueva Granada",14
1995,2363.2,"Durango",14
1995,2755.2,"Mesoamerican",14
1995,2105.6,"Mesoamerican",14
1995,2217.6,"Mesoamerican",14
1995,1747.2,"Durango",14
1995,1344,"Mesoamerican",14
1995,2744,"Nueva Granada",14
1995,1926.4,"Durango",14
1995,1624,"Mesoamerican",14
1995,2598.4,"Mesoamerican",14
1995,2755.2,"Durango",14
1995,1579.2,"Mesoamerican",14
1995,974.4,"Durango",14
1995,2508.8,"Nueva Granada",14
1995,2744,"Mesoamerican",14
1995,2564.8,"Nueva Granada",14
1995,2027.2,"Mesoamerican",14
1995,2385.6,"Mesoamerican",14
1995,2475.2,"Durango",14
1995,2251.2,"Durango",14
1995,2072,"Mesoamerican",14
1995,2520,"Nueva Granada",14
1995,1758.4,"Durango",14
1995,1276.8,"Durango",14
1995,1444.8,"Durango",14
1995,1747.2,"Mesoamerican",14
1995,1612.8,"Durango",14
1995,2060.8,"Durango",14
1995,2206.4,"Mesoamerican",14
1995,2329.6,"Mesoamerican",14
1995,2602.88,"Durango",14
1995,2859.36,"Durango",14
1995,2625.28,"Durango",14
1995,2722.72,"Nueva Granada",14
1995,1743.84,"Nueva Granada",14
1995,2792.16,"Durango",14
1995,2667.84,"Mesoamerican",14
1995,2250.08,"Mesoamerican",14
1995,2993.76,"Mesoamerican",14
1995,2253.44,"Durango",14
1995,2291.52,"Mesoamerican",14
1995,2220.96,"Nueva Granada",14
1995,2461.76,"Durango",14
1995,2483.04,"Mesoamerican",14
1995,2985.92,"Mesoamerican",14
1995,2764.16,"Durango",14
1995,2788.8,"Mesoamerican",14
1995,2405.76,"Durango",14
1995,2382.24,"Nueva Granada",14
1995,2537.92,"Mesoamerican",14
1995,2245.6,"Nueva Granada",14
1995,2394.56,"Mesoamerican",14
1995,2617.44,"Mesoamerican",14
1995,2973.6,"Durango",14
1995,2952.32,"Durango",14
1995,2569.28,"Mesoamerican",14
1995,2176.16,"Nueva Granada",14
1995,2430.4,"Durango",14
1995,1788.64,"Durango",14
1995,1932,"Durango",14
1995,2544.64,"Mesoamerican",14
1995,2776.48,"Durango",14
1995,2467.36,"Durango",14
1995,2514.4,"Mesoamerican",14
1995,2953.44,"Mesoamerican",14
1995,2378.88,"Durango",14
1995,1718.08,"Durango",14
1995,1047.2,"Nueva Granada",14
1995,571.2,"Nueva Granada",14
1995,1721.44,"Durango",14
1995,2084.32,"Mesoamerican",14
1995,1946.56,"Mesoamerican",14
1995,2422.56,"Mesoamerican",14
1995,1384.32,"Durango",14
1995,1955.52,"Mesoamerican",14
1995,1100.96,"Nueva Granada",14
1995,2567.04,"Durango",14
1995,2304.96,"Mesoamerican",14
1995,2066.4,"Mesoamerican",14
1995,1841.28,"Durango",14
1995,1226.4,"Mesoamerican",14
1995,1923.04,"Durango",14
1995,595.84,"Nueva Granada",14
1995,2116.8,"Mesoamerican",14
1995,770.56,"Nueva Granada",14
1995,2162.72,"Mesoamerican",14
1995,1860.32,"Mesoamerican",14
1995,2084.32,"Durango",14
1995,1457.12,"Durango",14
1995,2223.2,"Mesoamerican",14
1995,851.2,"Nueva Granada",14
1995,2245.6,"Durango",14
1995,1708,"Durango",14
1995,1273.44,"Mesoamerican",14
1995,2302.72,"Durango",14
1995,1996.96,"Mesoamerican",14
1995,2139.2,"Mesoamerican",14
1995,3258.08,"Durango",14
1995,2699.2,"Durango",14
1995,2716,"Durango",14
1995,2282.56,"Nueva Granada",14
1995,1984.64,"Nueva Granada",14
1995,3144.96,"Durango",14
1995,2408,"Mesoamerican",14
1995,2592.8,"Mesoamerican",14
1995,2412.48,"Mesoamerican",14
1995,2483.04,"Durango",14
1995,2308.32,"Mesoamerican",14
1995,2260.16,"Nueva Granada",14
1995,2600.64,"Durango",14
1995,2402.4,"Mesoamerican",14
1995,2779.84,"Mesoamerican",14
1995,2461.76,"Durango",14
1995,2170.56,"Mesoamerican",14
1995,2612.96,"Durango",14
1995,1800.96,"Nueva Granada",14
1995,2682.4,"Mesoamerican",14
1995,2016,"Nueva Granada",14
1995,2922.08,"Mesoamerican",14
1995,2160.48,"Mesoamerican",14
1995,2607.36,"Durango",14
1995,2606.24,"Durango",14
1995,2560.32,"Mesoamerican",14
1995,1666.56,"Nueva Granada",14
1995,2590.56,"Durango",14
1995,2642.08,"Durango",14
1995,2560.32,"Durango",14
1995,2105.6,"Mesoamerican",14
1995,2552.48,"Durango",14
1995,2780.96,"Durango",14
1995,2668.96,"Mesoamerican",14
1995,2796.64,"Mesoamerican",14
1995,2668.96,"Durango",14
1995,2834.72,"Durango",14
1995,2847.04,"Durango",14
1995,2265.76,"Nueva Granada",14
1995,889.28,"Nueva Granada",14
1995,2265.76,"Durango",14
1995,2100,"Mesoamerican",14
1995,2087.68,"Mesoamerican",14
1995,1945.44,"Mesoamerican",14
1995,2076.48,"Durango",14
1995,2514.4,"Mesoamerican",14
1995,2681.28,"Nueva Granada",14
1995,2573.76,"Durango",14
1995,2823.52,"Mesoamerican",14
1995,1957.76,"Mesoamerican",14
1995,2621.92,"Durango",14
1995,2384.48,"Mesoamerican",14
1995,2514.4,"Durango",14
1995,1981.28,"Nueva Granada",14
1995,2859.36,"Mesoamerican",14
1995,1387.68,"Nueva Granada",14
1995,2894.08,"Mesoamerican",14
1995,2953.44,"Mesoamerican",14
1995,2289.28,"Durango",14
1995,2681.28,"Durango",14
1995,2384.48,"Mesoamerican",14
1995,1862.56,"Nueva Granada",14
1995,3262.56,"Durango",14
1995,2360.96,"Durango",14
1995,2218.72,"Durango",14
1995,2479.68,"Mesoamerican",14
1995,2609.6,"Durango",14
1995,2823.52,"Durango",14
1995,2906.4,"Mesoamerican",14
1995,3143.84,"Mesoamerican",14
1995,2620.8,"Durango",14
1995,2862.72,"Durango",14
1995,2913.12,"Durango",14
1995,2447.2,"Nueva Granada",14
1995,1958.88,"Nueva Granada",14
1995,2831.36,"Durango",14
1995,2745.12,"Mesoamerican",14
1995,2397.92,"Mesoamerican",14
1995,2982.56,"Mesoamerican",14
1995,2672.32,"Durango",14
1995,3129.28,"Mesoamerican",14
1995,1876,"Nueva Granada",14
1995,2769.76,"Durango",14
1995,2887.36,"Mesoamerican",14
1995,3175.2,"Mesoamerican",14
1995,2943.36,"Durango",14
1995,2474.08,"Mesoamerican",14
1995,2802.24,"Durango",14
1995,2233.28,"Nueva Granada",14
1995,2522.24,"Mesoamerican",14
1995,2086.56,"Nueva Granada",14
1995,3099.04,"Mesoamerican",14
1995,2446.08,"Mesoamerican",14
1995,2647.68,"Durango",14
1995,2821.28,"Durango",14
1995,3316.32,"Mesoamerican",14
1995,1796.48,"Nueva Granada",14
1995,2983.68,"Durango",14
1995,2608.48,"Durango",14
1995,2732.8,"Durango",14
1995,2898.56,"Mesoamerican",14
1995,3040.8,"Durango",14
1995,2619.68,"Durango",14
1995,3455.2,"Mesoamerican",14
1995,2870.56,"Mesoamerican",14
1995,2511.04,"Durango",14
1995,2130.24,"Durango",14
1995,2481.92,"Durango",14
1995,1939.84,"Nueva Granada",14
1995,1008,"Nueva Granada",14
1995,2065.28,"Durango",14
1995,2278.08,"Mesoamerican",14
1995,2589.44,"Mesoamerican",14
1995,2570.4,"Mesoamerican",14
1995,2271.36,"Durango",14
1995,1832.32,"Mesoamerican",14
1995,1071.84,"Nueva Granada",14
1995,1901.76,"Durango",14
1995,1940.96,"Mesoamerican",14
1995,2215.36,"Mesoamerican",14
1995,2412.48,"Durango",14
1995,1456,"Mesoamerican",14
1995,2241.12,"Durango",14
1995,679.84,"Nueva Granada",14
1995,1917.44,"Mesoamerican",14
1995,1621.76,"Nueva Granada",14
1995,1827.84,"Mesoamerican",14
1995,1541.12,"Mesoamerican",14
1995,2057.44,"Durango",14
1995,2287.04,"Durango",14
1995,2562.56,"Mesoamerican",14
1995,1628.48,"Nueva Granada",14
1995,1703.52,"Durango",14
1995,1808.8,"Durango",14
1995,2494.24,"Durango",14
1995,2164.96,"Mesoamerican",14
1995,1664.32,"Durango",14
1995,2114.56,"Durango",14
1995,1849.12,"Mesoamerican",14
1995,2615.2,"Mesoamerican",14
1995,320.32,"Durango",14
1995,496.16,"Durango",14
1995,716.8,"Durango",14
1995,216.16,"Nueva Granada",14
1995,435.68,"Nueva Granada",14
1995,422.24,"Durango",14
1995,240.8,"Mesoamerican",14
1995,94.08,"Mesoamerican",14
1995,235.2,"Mesoamerican",14
1995,248.64,"Durango",14
1995,26.88,"Mesoamerican",14
1995,666.4,"Nueva Granada",14
1995,245.28,"Durango",14
1995,40.32,"Mesoamerican",14
1995,212.8,"Mesoamerican",14
1995,656.32,"Durango",14
1995,320.32,"Mesoamerican",14
1995,155.68,"Durango",14
1995,512.96,"Nueva Granada",14
1995,499.52,"Mesoamerican",14
1995,325.92,"Nueva Granada",14
1995,76.16,"Mesoamerican",14
1995,145.6,"Mesoamerican",14
1995,581.28,"Durango",14
1995,584.64,"Durango",14
1995,432.32,"Mesoamerican",14
1995,398.72,"Nueva Granada",14
1995,159.04,"Durango",14
1995,72.8,"Durango",14
1995,546.56,"Durango",14
1995,274.4,"Mesoamerican",14
1995,239.68,"Durango",14
1995,402.08,"Durango",14
1995,486.08,"Mesoamerican",14
1995,190.4,"Mesoamerican",14
1995,2628.64,"Durango",14
1995,2920.96,"Durango",14
1995,3675.84,"Durango",14
1995,1533.28,"Nueva Granada",14
1995,2135.84,"Nueva Granada",14
1995,3492.16,"Durango",14
1995,1639.68,"Mesoamerican",14
1995,2792.16,"Mesoamerican",14
1995,2720.48,"Mesoamerican",14
1995,3569.44,"Durango",14
1995,3430.56,"Mesoamerican",14
1995,2636.48,"Nueva Granada",14
1995,3306.24,"Durango",14
1995,3111.36,"Mesoamerican",14
1995,3054.24,"Mesoamerican",14
1995,2199.68,"Durango",14
1995,2750.72,"Mesoamerican",14
1995,3526.88,"Durango",14
1995,1367.52,"Nueva Granada",14
1995,2570.4,"Mesoamerican",14
1995,1195.04,"Nueva Granada",14
1995,3650.08,"Mesoamerican",14
1995,3370.08,"Mesoamerican",14
1995,2553.6,"Durango",14
1995,3166.24,"Durango",14
1995,3403.68,"Mesoamerican",14
1995,1332.8,"Nueva Granada",14
1995,2721.6,"Durango",14
1995,3944.64,"Durango",14
1995,3721.76,"Durango",14
1995,2590.56,"Mesoamerican",14
1995,3442.88,"Durango",14
1995,3129.28,"Durango",14
1995,3476.48,"Mesoamerican",14
1995,3589.6,"Mesoamerican",14
1995,3532.48,"Durango",14
1995,3571.68,"Durango",14
1995,3643.36,"Durango",14
1995,2335.2,"Nueva Granada",14
1995,4015.2,"Durango",14
1995,2968,"Mesoamerican",14
1995,2749.6,"Mesoamerican",14
1995,3165.12,"Mesoamerican",14
1995,3457.44,"Durango",14
1995,3038.56,"Mesoamerican",14
1995,2409.12,"Nueva Granada",14
1995,3823.68,"Durango",14
1995,3289.44,"Mesoamerican",14
1995,2612.96,"Mesoamerican",14
1995,2481.92,"Durango",14
1995,2343.04,"Mesoamerican",14
1995,3631.04,"Durango",14
1995,1761.76,"Nueva Granada",14
1995,2352,"Mesoamerican",14
1995,1463.84,"Nueva Granada",14
1995,3391.36,"Mesoamerican",14
1995,2553.6,"Mesoamerican",14
1995,3209.92,"Durango",14
1995,3683.68,"Durango",14
1995,3334.24,"Mesoamerican",14
1995,1512,"Nueva Granada",14
1995,3575.04,"Durango",14
1995,3813.6,"Durango",14
1995,3515.68,"Durango",14
1995,2853.76,"Mesoamerican",14
1995,3579.52,"Durango",14
1995,3365.6,"Durango",14
1995,2951.2,"Mesoamerican",14
1995,3012.8,"Mesoamerican",14
1995,3193.12,"Durango",14
1995,2952.32,"Durango",14
1995,2033.92,"Nueva Granada",14
1995,1658.72,"Nueva Granada",14
1995,2928.8,"Mesoamerican",14
1995,3111.36,"Mesoamerican",14
1995,2586.08,"Mesoamerican",14
1995,2857.12,"Durango",14
1995,3009.44,"Mesoamerican",14
1995,2116.8,"Nueva Granada",14
1995,3100.16,"Durango",14
1995,2940,"Mesoamerican",14
1995,3317.44,"Mesoamerican",14
1995,2380,"Durango",14
1995,2516.64,"Mesoamerican",14
1995,3055.36,"Durango",14
1995,2207.52,"Nueva Granada",14
1995,2895.2,"Mesoamerican",14
1995,1910.72,"Nueva Granada",14
1995,3169.6,"Mesoamerican",14
1995,2368.8,"Mesoamerican",14
1995,2689.12,"Durango",14
1995,2849.28,"Durango",14
1995,3501.12,"Mesoamerican",14
1995,1864.8,"Nueva Granada",14
1995,3386.88,"Durango",14
1995,3317.44,"Durango",14
1995,3010.56,"Durango",14
1995,2643.2,"Mesoamerican",14
1995,3386.88,"Durango",14
1995,2940,"Durango",14
1995,3249.12,"Mesoamerican",14
1995,3180.8,"Mesoamerican",14
1994,4572.96,"Durango",13
1994,4117.12,"Durango",13
1994,4548.32,"Durango",13
1994,3745.28,"Durango",13
1994,2113.44,"Nueva Granada",13
1994,3095.68,"Mesoamerican",13
1994,4247.04,"Durango",13
1994,4132.8,"Durango",13
1994,1635.2,"Nueva Granada",13
1994,2607.36,"Mesoamerican",13
1994,1765.12,"Nueva Granada",13
1994,4062.24,"Durango",13
1994,2472.96,"Mesoamerican",13
1994,4260.48,"Mesoamerican",13
1994,3958.08,"Mesoamerican",13
1994,1622.88,"Mesoamerican",13
1994,1991.36,"Nueva Granada",13
1994,3280.48,"Mesoamerican",13
1994,2987.04,"Mesoamerican",13
1994,2924.32,"Mesoamerican",13
1994,3823.68,"Durango",13
1994,2574.88,"Mesoamerican",13
1994,3505.6,"Durango",13
1994,4004,"Durango",13
1994,3683.68,"Durango",13
1994,3851.68,"Durango",13
1994,3388,"Mesoamerican",13
1994,3506.72,"Mesoamerican",13
1994,4683.84,"Durango",13
1994,3646.72,"Durango",13
1994,3121.44,"Durango",13
1994,2926.56,"Durango",13
1994,2208.64,"Durango",13
1994,491.68,"Nueva Granada",13
1994,1946.56,"Mesoamerican",13
1994,2887.36,"Durango",13
1994,3218.88,"Durango",13
1994,1095.36,"Nueva Granada",13
1994,1692.32,"Mesoamerican",13
1994,2093.28,"Nueva Granada",13
1994,2826.88,"Durango",13
1994,2227.68,"Mesoamerican",13
1994,2282.56,"Mesoamerican",13
1994,2334.08,"Mesoamerican",13
1994,1358.56,"Mesoamerican",13
1994,1968.96,"Nueva Granada",13
1994,1655.36,"Mesoamerican",13
1994,1793.12,"Mesoamerican",13
1994,1720.32,"Mesoamerican",13
1994,2570.4,"Durango",13
1994,2596.16,"Mesoamerican",13
1994,2204.16,"Durango",13
1994,3129.28,"Durango",13
1994,2588.32,"Durango",13
1994,1478.4,"Durango",13
1994,2122.4,"Mesoamerican",13
1994,1602.72,"Mesoamerican",13
1994,2927.68,"Durango",13
1994,4045.44,"Durango",13
1994,3249.12,"Durango",13
1994,4177.6,"Durango",13
1994,4243.68,"Durango",13
1994,4204.48,"Mesoamerican",13
1994,3967.04,"Durango",13
1994,3576.16,"Durango",13
1994,4049.92,"Nueva Granada",13
1994,2822.4,"Mesoamerican",13
1994,3455.2,"Nueva Granada",13
1994,4539.36,"Durango",13
1994,3580.64,"Mesoamerican",13
1994,4333.28,"Mesoamerican",13
1994,3939.04,"Mesoamerican",13
1994,3381.28,"Mesoamerican",13
1994,3479.84,"Nueva Granada",13
1994,3317.44,"Mesoamerican",13
1994,3246.88,"Mesoamerican",13
1994,4309.76,"Mesoamerican",13
1994,3921.12,"Durango",13
1994,3390.24,"Mesoamerican",13
1994,3840.48,"Durango",13
1994,4212.32,"Durango",13
1994,3961.44,"Durango",13
1994,3306.24,"Durango",13
1994,3976,"Mesoamerican",13
1994,3818.08,"Mesoamerican",13
1994,4571.84,"Durango",13
1994,3156.16,"Durango",13
1994,3226.72,"Durango",13
1994,2798.88,"Durango",13
1994,2929.92,"Durango",13
1994,2395.68,"Nueva Granada",13
1994,3060.96,"Mesoamerican",13
1994,3554.88,"Durango",13
1994,2839.2,"Durango",13
1994,1852.48,"Nueva Granada",13
1994,3067.68,"Mesoamerican",13
1994,1858.08,"Nueva Granada",13
1994,3534.72,"Durango",13
1994,2368.8,"Mesoamerican",13
1994,2821.28,"Mesoamerican",13
1994,2808.96,"Mesoamerican",13
1994,2419.2,"Mesoamerican",13
1994,2033.92,"Nueva Granada",13
1994,2543.52,"Mesoamerican",13
1994,2178.4,"Mesoamerican",13
1994,3006.08,"Mesoamerican",13
1994,3100.16,"Durango",13
1994,2483.04,"Mesoamerican",13
1994,3282.72,"Durango",13
1994,3116.96,"Durango",13
1994,3048.64,"Durango",13
1994,2842.56,"Durango",13
1994,2402.4,"Mesoamerican",13
1994,2742.88,"Mesoamerican",13
1994,3118.08,"Durango",13
1994,3261.44,"Durango",13
1994,3393.6,"Durango",13
1994,3815.84,"Durango",13
1994,3549.28,"Durango",13
1994,4268.32,"Nueva Granada",13
1994,3637.76,"Mesoamerican",13
1994,3265.92,"Durango",13
1994,3254.72,"Durango",13
1994,2498.72,"Nueva Granada",13
1994,4606.56,"Mesoamerican",13
1994,2906.4,"Nueva Granada",13
1994,3160.64,"Durango",13
1994,2604,"Mesoamerican",13
1994,2550.24,"Mesoamerican",13
1994,2670.08,"Mesoamerican",13
1994,3857.28,"Mesoamerican",13
1994,2514.4,"Nueva Granada",13
1994,3615.36,"Mesoamerican",13
1994,4335.52,"Mesoamerican",13
1994,4040.96,"Mesoamerican",13
1994,3776.64,"Durango",13
1994,2778.72,"Mesoamerican",13
1994,4129.44,"Durango",13
1994,3804.64,"Durango",13
1994,3452.96,"Durango",13
1994,4062.24,"Durango",13
1994,3829.28,"Mesoamerican",13
1994,4911.2,"Mesoamerican",13
1994,3688.16,"Durango",13
1994,3321.92,"Durango",13
1994,3020.64,"Durango",13
1994,3317.44,"Durango",13
1994,3531.36,"Durango",13
1994,2178.4,"Nueva Granada",13
1994,3405.92,"Mesoamerican",13
1994,3278.24,"Durango",13
1994,3267.04,"Durango",13
1994,1814.4,"Nueva Granada",13
1994,2335.2,"Mesoamerican",13
1994,1886.08,"Nueva Granada",13
1994,3143.84,"Durango",13
1994,1438.08,"Mesoamerican",13
1994,2811.2,"Mesoamerican",13
1994,2521.12,"Mesoamerican",13
1994,2179.52,"Mesoamerican",13
1994,1576.96,"Nueva Granada",13
1994,2595.04,"Mesoamerican",13
1994,2107.84,"Mesoamerican",13
1994,2222.08,"Mesoamerican",13
1994,3552.64,"Durango",13
1994,2489.76,"Mesoamerican",13
1994,3036.32,"Durango",13
1994,3506.72,"Durango",13
1994,3513.44,"Durango",13
1994,2662.24,"Durango",13
1994,3151.68,"Mesoamerican",13
1994,3008.32,"Mesoamerican",13
1994,4285.12,"Durango",13
1994,3317.44,"Durango",13
1994,2778.72,"Durango",13
1994,3566.08,"Durango",13
1994,3188.64,"Durango",13
1994,1961.12,"Nueva Granada",13
1994,2632,"Mesoamerican",13
1994,2938.88,"Durango",13
1994,3104.64,"Durango",13
1994,1413.44,"Nueva Granada",13
1994,2884,"Mesoamerican",13
1994,1093.12,"Nueva Granada",13
1994,3113.6,"Durango",13
1994,1747.2,"Mesoamerican",13
1994,2570.4,"Mesoamerican",13
1994,2667.84,"Mesoamerican",13
1994,1915.2,"Mesoamerican",13
1994,1152.48,"Nueva Granada",13
1994,2428.16,"Mesoamerican",13
1994,1841.28,"Mesoamerican",13
1994,2780.96,"Mesoamerican",13
1994,3524.64,"Durango",13
1994,1665.44,"Mesoamerican",13
1994,3337.6,"Durango",13
1994,3521.28,"Durango",13
1994,3248,"Durango",13
1994,2579.36,"Durango",13
1994,2944.48,"Mesoamerican",13
1994,2941.12,"Mesoamerican",13
1994,3645.6,"Durango",13
1994,3344.32,"Durango",13
1994,2776.48,"Durango",13
1994,3536.96,"Durango",13
1994,3525.76,"Durango",13
1994,2416.96,"Nueva Granada",13
1994,3286.08,"Mesoamerican",13
1994,3244.64,"Durango",13
1994,3001.6,"Durango",13
1994,1784.16,"Nueva Granada",13
1994,2993.76,"Mesoamerican",13
1994,1787.52,"Nueva Granada",13
1994,3440.64,"Durango",13
1994,2434.88,"Mesoamerican",13
1994,2484.16,"Mesoamerican",13
1994,2655.52,"Mesoamerican",13
1994,2437.12,"Mesoamerican",13
1994,1826.72,"Nueva Granada",13
1994,2085.44,"Mesoamerican",13
1994,1750.56,"Mesoamerican",13
1994,2752.96,"Mesoamerican",13
1994,3610.88,"Durango",13
1994,2461.76,"Mesoamerican",13
1994,3407.04,"Durango",13
1994,3090.08,"Durango",13
1994,3840.48,"Durango",13
1994,3190.88,"Durango",13
1994,2996,"Mesoamerican",13
1994,2444.96,"Mesoamerican",13
1994,3738.56,"Durango",13
1994,4412.8,"Nueva Granada",13
1994,4188.8,"Nueva Granada",13
1994,3505.6,"Nueva Granada",13
1994,3393.6,"Nueva Granada",13
1994,3595.2,"Durango",13
1994,2620.8,"Durango",13
1994,2598.4,"Durango",13
1994,3561.6,"Durango",13
1994,3483.2,"Mesoamerican",13
1994,3035.2,"Durango",13
1994,3348.8,"Durango",13
1994,3839.36,"Mesoamerican",13
1994,3617.6,"Durango",13
1994,3304,"Mesoamerican",13
1994,3301.76,"Mesoamerican",13
1994,3752,"Mesoamerican",13
1994,4020.8,"Mesoamerican",13
1994,3192,"Mesoamerican",13
1994,2643.2,"Mesoamerican",13
1994,3794.56,"Mesoamerican",13
1994,2945.6,"Durango",13
1994,3281.6,"Mesoamerican",13
1994,3001.6,"Durango",13
1994,3570.56,"Durango",13
1994,2206.4,"Durango",13
1994,3046.4,"Durango",13
1994,3158.4,"Mesoamerican",13
1994,3850.56,"Mesoamerican",13
1994,2564.8,"Durango",13
1994,2014.88,"Durango",13
1994,2254.56,"Durango",13
1994,2372.16,"Durango",13
1994,1815.52,"Durango",13
1994,2066.4,"Nueva Granada",13
1994,2344.16,"Mesoamerican",13
1994,2340.8,"Durango",13
1994,2133.6,"Durango",13
1994,3215.52,"Nueva Granada",13
1994,1972.32,"Mesoamerican",13
1994,2056.32,"Nueva Granada",13
1994,2122.4,"Durango",13
1994,1811.04,"Mesoamerican",13
1994,1776.32,"Mesoamerican",13
1994,1491.84,"Mesoamerican",13
1994,2337.44,"Mesoamerican",13
1994,1951.04,"Nueva Granada",13
1994,1767.36,"Mesoamerican",13
1994,1813.28,"Mesoamerican",13
1994,1970.08,"Mesoamerican",13
1994,1596,"Durango",13
1994,2117.92,"Mesoamerican",13
1994,1575.84,"Durango",13
1994,2300.48,"Durango",13
1994,3217.76,"Durango",13
1994,1861.44,"Durango",13
1994,2458.4,"Mesoamerican",13
1994,1771.84,"Mesoamerican",13
1994,1547.84,"Durango",13
1994,1973.44,"Durango",13
1994,1265.6,"Durango",13
1994,2061.92,"Durango",13
1994,1378.72,"Durango",13
1994,1822.24,"Durango",13
1994,1489.6,"Durango",13
1994,1675.52,"Durango",13
1994,1753.92,"Durango",13
1994,1920.8,"Durango",13
1994,1469.44,"Durango",13
1994,1624,"Durango",13
1994,1445.92,"Durango",13
1994,1498.56,"Durango",13
1994,1172.64,"Durango",13
1994,1270.08,"Nueva Granada",13
1994,1253.28,"Mesoamerican",13
1994,1330.56,"Durango",13
1994,1423.52,"Durango",13
1994,782.88,"Nueva Granada",13
1994,1192.8,"Mesoamerican",13
1994,691.04,"Nueva Granada",13
1994,1428,"Durango",13
1994,1224.16,"Mesoamerican",13
1994,1168.16,"Mesoamerican",13
1994,1300.32,"Mesoamerican",13
1994,1107.68,"Mesoamerican",13
1994,1095.36,"Nueva Granada",13
1994,1081.92,"Mesoamerican",13
1994,1085.28,"Mesoamerican",13
1994,2097.76,"Mesoamerican",13
1994,1547.84,"Durango",13
1994,1078.56,"Mesoamerican",13
1994,1340.64,"Durango",13
1994,1491.84,"Durango",13
1994,1562.4,"Durango",13
1994,2026.08,"Durango",13
1994,1226.4,"Mesoamerican",13
1994,1267.84,"Mesoamerican",13
1994,1364.16,"Durango",13
1994,2503.2,"Durango",13
1994,3428.32,"Durango",13
1994,2972.48,"Durango",13
1994,3757.6,"Durango",13
1994,2658.88,"Nueva Granada",13
1994,3306.24,"Mesoamerican",13
1994,3270.4,"Durango",13
1994,3376.8,"Durango",13
1994,2163.84,"Nueva Granada",13
1994,3046.4,"Mesoamerican",13
1994,2031.68,"Nueva Granada",13
1994,3559.36,"Durango",13
1994,3032.96,"Mesoamerican",13
1994,3209.92,"Mesoamerican",13
1994,2782.08,"Mesoamerican",13
1994,3265.92,"Mesoamerican",13
1994,3301.76,"Nueva Granada",13
1994,2853.76,"Mesoamerican",13
1994,2729.44,"Mesoamerican",13
1994,3113.6,"Mesoamerican",13
1994,3674.72,"Durango",13
1994,3021.76,"Mesoamerican",13
1994,3484.32,"Durango",13
1994,3144.96,"Durango",13
1994,3143.84,"Durango",13
1994,3356.64,"Durango",13
1994,2936.64,"Mesoamerican",13
1994,2822.4,"Mesoamerican",13
1994,3317.44,"Durango",13
1994,2507.68,"Durango",13
1994,2849.28,"Durango",13
1994,2593.92,"Durango",13
1994,2380,"Durango",13
1994,3121.44,"Mesoamerican",13
1994,2569.28,"Durango",13
1994,2213.12,"Durango",13
1994,2959.04,"Mesoamerican",13
1994,1933.12,"Durango",13
1994,2583.84,"Mesoamerican",13
1994,2620.8,"Mesoamerican",13
1994,2664.48,"Mesoamerican",13
1994,2842.56,"Mesoamerican",13
1994,2298.24,"Mesoamerican",13
1994,1657.6,"Mesoamerican",13
1994,3099.04,"Mesoamerican",13
1994,2931.04,"Durango",13
1994,2204.16,"Mesoamerican",13
1994,2375.52,"Durango",13
1994,3011.68,"Durango",13
1994,2354.24,"Durango",13
1994,2011.52,"Durango",13
1994,2226.56,"Mesoamerican",13
1994,2910.88,"Mesoamerican",13
1994,2399.04,"Durango",13
1994,1557.92,"Durango",13
1994,1897.28,"Durango",13
1994,1943.2,"Durango",13
1994,2640.96,"Durango",13
1994,1240.96,"Nueva Granada",13
1994,2744,"Mesoamerican",13
1994,2432.64,"Durango",13
1994,1677.76,"Durango",13
1994,1275.68,"Nueva Granada",13
1994,2237.76,"Mesoamerican",13
1994,904.96,"Nueva Granada",13
1994,1543.36,"Durango",13
1994,1880.48,"Mesoamerican",13
1994,2486.4,"Mesoamerican",13
1994,2197.44,"Mesoamerican",13
1994,1977.92,"Mesoamerican",13
1994,921.76,"Nueva Granada",13
1994,1792,"Mesoamerican",13
1994,1481.76,"Mesoamerican",13
1994,2330.72,"Mesoamerican",13
1994,2110.08,"Durango",13
