"Year","Y0","Heritability","Race"
1986,3,0.5964723,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.2824519,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.5680607,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.3661112,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.7261877,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.01971113,"Nueva Granada"
1986,3,0.1782274,"Nueva Granada"
1986,3,0.4067515,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.7336739,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,0.6166814,"Nueva Granada"
1986,3,0.4975923,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,7.95e-10,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1986,3,NA,"Nueva Granada"
1987,4,0.8098984,"Durango"
1987,4,0.3113081,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.6218353,"Durango"
1987,4,0.2309476,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.1773253,"Durango"
1987,4,NA,"Durango"
1987,4,0.07411692,"Durango"
1987,4,0.4568345,"Durango"
1987,4,0.4776343,"Durango"
1987,4,0.468133,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.3665251,"Durango"
1987,4,0.321222,"Durango"
1987,4,NA,"Durango"
1987,4,0,"Durango"
1987,4,0.2579414,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.3676122,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.6500892,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0,"Durango"
1987,4,0,"Durango"
1987,4,0.1151283,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.6001521,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.1293172,"Durango"
1987,4,0.4240411,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.0508085,"Durango"
1987,4,NA,"Durango"
1987,4,NA,"Durango"
1987,4,0.786264,"Mesoamerican"
1987,4,0,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.196565,"Mesoamerican"
1987,4,0.7379303,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.802019,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.3293369,"Mesoamerican"
1987,4,0.7391929,"Mesoamerican"
1987,4,0.6147424,"Mesoamerican"
1987,4,0.7963291,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.7693729,"Mesoamerican"
1987,4,0.7604203,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.3604426,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.1272825,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.300137,"Mesoamerican"
1987,4,0.2049079,"Mesoamerican"
1987,4,0,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.8284329,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,4.46e-16,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.394173,"Mesoamerican"
1987,4,0.5306412,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.1041463,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,NA,"Mesoamerican"
1987,4,0.4024135,"Nueva Granada"
1987,4,7.85e-19,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.2406039,"Nueva Granada"
1987,4,0.3529322,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.2672741,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.1576505,"Nueva Granada"
1987,4,0.3765412,"Nueva Granada"
1987,4,0.562629,"Nueva Granada"
1987,4,0.468813,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.5334667,"Nueva Granada"
1987,4,0.6582605,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.2824519,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.5680607,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.1140001,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.7261877,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.01971113,"Nueva Granada"
1987,4,0.3581313,"Nueva Granada"
1987,4,0.2561787,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.7481762,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.3290719,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0.6166814,"Nueva Granada"
1987,4,0.5421456,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,0,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1987,4,NA,"Nueva Granada"
1988,5,0.3622006,"Durango"
1988,5,0.3113081,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.2309476,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.1773253,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0,"Durango"
1988,5,0.2251464,"Durango"
1988,5,0.3489176,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.2522522,"Durango"
1988,5,0.321222,"Durango"
1988,5,NA,"Durango"
1988,5,0,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.3467346,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.1153136,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.6498867,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,2.04e-09,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0,"Durango"
1988,5,0,"Durango"
1988,5,0.1356785,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.4176096,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0,"Durango"
1988,5,0.4004335,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.02487234,"Durango"
1988,5,NA,"Durango"
1988,5,NA,"Durango"
1988,5,0.7854233,"Mesoamerican"
1988,5,0,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.7379303,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.802019,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0,"Mesoamerican"
1988,5,0.4215446,"Mesoamerican"
1988,5,0.8555408,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,6.46e-08,"Mesoamerican"
1988,5,0.7604203,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.5678314,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.3643063,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.6334353,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,3.9e-10,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.300137,"Mesoamerican"
1988,5,0.3257137,"Mesoamerican"
1988,5,0.07193564,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.4680162,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0.8528642,"Mesoamerican"
1988,5,0.1405653,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,NA,"Mesoamerican"
1988,5,0,"Nueva Granada"
1988,5,7.85e-19,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.3529322,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.2672741,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.3675742,"Nueva Granada"
1988,5,0.3116254,"Nueva Granada"
1988,5,0.6648948,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.7495108,"Nueva Granada"
1988,5,0.6582605,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.6900377,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.1748982,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.2231708,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.01971113,"Nueva Granada"
1988,5,0.4874226,"Nueva Granada"
1988,5,0.2565434,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.3519903,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.06718496,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0.692325,"Nueva Granada"
1988,5,0.498963,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,0,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1988,5,NA,"Nueva Granada"
1989,6,0,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.1708392,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.1773253,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.08570077,"Durango"
1989,6,0.1932129,"Durango"
1989,6,0.4699451,"Durango"
1989,6,0.6468318,"Durango"
1989,6,NA,"Durango"
1989,6,0.1573927,"Durango"
1989,6,0.5292763,"Durango"
1989,6,NA,"Durango"
1989,6,0.1101105,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.2159901,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.21508,"Durango"
1989,6,NA,"Durango"
1989,6,0.2605411,"Durango"
1989,6,0.57551,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.08792743,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.398435,"Durango"
1989,6,0.0822062,"Durango"
1989,6,0,"Durango"
1989,6,NA,"Durango"
1989,6,0.1835671,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.303028,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,9.08e-12,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0,"Durango"
1989,6,0.3963983,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.07208806,"Durango"
1989,6,NA,"Durango"
1989,6,NA,"Durango"
1989,6,0.7209957,"Mesoamerican"
1989,6,0,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.4879281,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.802019,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0,"Mesoamerican"
1989,6,0.4016247,"Mesoamerican"
1989,6,0.8586445,"Mesoamerican"
1989,6,0.0615829,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.447157,"Mesoamerican"
1989,6,0.7165484,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.1267503,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.5335827,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.1808634,"Mesoamerican"
1989,6,0.6732673,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,3.9e-10,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.300137,"Mesoamerican"
1989,6,0,"Mesoamerican"
1989,6,0.03928654,"Mesoamerican"
1989,6,0.3083681,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.4681452,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.4095018,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.1453424,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.7611317,"Mesoamerican"
1989,6,0.1765083,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,4.31e-06,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,NA,"Mesoamerican"
1989,6,0.1779739,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.5532511,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.2672741,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.06036813,"Nueva Granada"
1989,6,0.2198228,"Nueva Granada"
1989,6,0.7125497,"Nueva Granada"
1989,6,0.3269141,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.8160028,"Nueva Granada"
1989,6,0.6505896,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.559071,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.3787733,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0,"Nueva Granada"
1989,6,0,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.5811532,"Nueva Granada"
1989,6,0.2286285,"Nueva Granada"
1989,6,0.1329569,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.3061036,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.1198786,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.588219,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.4481639,"Nueva Granada"
1989,6,0.4458652,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,0.04115788,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1989,6,NA,"Nueva Granada"
1990,7,0,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.6977532,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.1520463,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.1462238,"Durango"
1990,7,0.1816731,"Durango"
1990,7,0.3318667,"Durango"
1990,7,0.6468318,"Durango"
1990,7,NA,"Durango"
1990,7,0.2368724,"Durango"
1990,7,0.3139143,"Durango"
1990,7,NA,"Durango"
1990,7,0.1021248,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.3629096,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.2638654,"Durango"
1990,7,NA,"Durango"
1990,7,0.4772293,"Durango"
1990,7,0.5908499,"Durango"
1990,7,8.68e-11,"Durango"
1990,7,0.02897325,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.2758953,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.2313261,"Durango"
1990,7,0.2491313,"Durango"
1990,7,3.25e-09,"Durango"
1990,7,NA,"Durango"
1990,7,0.2479924,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.146741,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.8218813,"Durango"
1990,7,0.6026628,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.1750419,"Durango"
1990,7,NA,"Durango"
1990,7,NA,"Durango"
1990,7,0.6333781,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.2648251,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.4254774,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.1998964,"Mesoamerican"
1990,7,0.4770207,"Mesoamerican"
1990,7,0.7908747,"Mesoamerican"
1990,7,0.0615829,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.7882659,"Mesoamerican"
1990,7,0.7624913,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.3135418,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.384883,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,0.1808634,"Mesoamerican"
1990,7,0.650328,"Mesoamerican"
1990,7,0.7781987,"Mesoamerican"
1990,7,0.02741833,"Mesoamerican"
1990,7,NA,"Mesoamerican"
1990,7,NA,"Mesoamerican"
