Phenotype,V_g,V_e,h2
ABLE_3,1.1394567251477909e-4,113938.9198396388,1.0000592647463867e-9
CACO_3,919145.7165912144,62.68583278708688,0.9999318045476719
COFR_3,15417.641797207005,13096.323150894048,0.5407049431837706
MBMO_3,5.0611292287518394e-5,50603.88378536314,1.0001464008487566e-9
NDER_3,1.915938026478293e-4,191574.90756107203,1.0000986292797168e-9
NMFA_3,367761.41581820854,25.08136653567788,0.9999318045476719
SKSA_3,12309.818278367029,5900.445071199455,0.6759824414433896
WAVA_3,661220.2340243265,9263.058365477345,0.9861845053103993
ABBI_2,2.2759081579168093e-4,227583.64798231868,1.000031494273986e-9
ABBR_2,399834.0568261443,442524.91945003654,0.4746599348815538
ABLE_2,186934.13959579827,166590.74354599262,0.5287722265389257
AZBO_2,3.7282674989017853e-4,372816.77668814635,1.0000267499474783e-9
CACH_2,202536.17275511567,13.812987896793162,0.9999318045476719
COFC_2,2.663548452637925e-4,266349.15813045425,1.0000213511730904e-9
COFR_2,381740.15488731023,253198.20151773267,0.6012239629823036
IDPA_2,3.144419426380655e-4,314428.3366291836,1.000043271209498e-9
MBMO_2,212273.3374265044,127478.35029921494,0.6247896481322917
MIEN_2,0.0010610048507394142,1060950.8703905598,1.0000508782162322e-9
MTSI_2,509679.1935050779,456925.0135629462,0.5272884079938726
NDER_2,85232.00705486773,89106.90180685064,0.48888689054760465
NMFA_2,3.960649514723035e-4,395919.77323946037,1.0003666849863171e-9
NYFR_2,51408.781056962,355239.96927702025,0.1264206050424101
ONGU_2,142109.404399963,453321.0646903501,0.23866666517263543
SKSA_2,1.1083885571722631e-4,110813.86012125952,1.0002255628048295e-9
WAOT_2,6.032894695395698e-4,603283.4487146934,1.0000099790929018e-9
WYPO_2,7.210382739771807e-4,721023.8642925629,1.0000199840314288e-9
IDKI_2,106811.05286947725,146814.395353653,0.4211369703544451
MBBR_2,2.789758909386816e-4,278727.2318969926,1.0008921222399832e-9
MOCO_2,115030.57194242466,427693.9221132204,0.21195021268126268
NESB_2,140473.2436464243,552299.0762088253,0.2027697118091775
MISA_2,124428.02313436747,74972.86552382135,0.6240093711300397
MNPE_2,181209.67479991273,56965.73135167949,0.7608244601232155
ONEL_2,83694.88245387863,76054.54991741825,0.5239134888401431
WYTO_2,2.672684909455793e-4,267232.31277702644,1.000135379965365e-9
AZSA_2,2.4007042719156006e-4,240008.10116570644,1.000259682008308e-9
MOCL_2,8817.05062014857,1278.061820622981,0.8733979608328859
NEMI_2,5.731101641879476e-4,573099.7348236559,1.0000181971662826e-9
TXLU_2,5.571841747646392e-5,55717.815648598866,1.0000108003542318e-9
ABVA_2,2.29630717130581e-4,229623.56474963806,1.0000311472880098e-9
SKOU_2,6.853035898301335e-4,685288.6745606436,1.0000217639437583e-9
TXMU_2,6.101672318059009e-6,6101.234344523614,1.0000717834143967e-9
IDTF_2,136609.7874376642,9.316801610255967,0.9999318045476719
KSCO_2,10668.563653739837,0.7275971428740926,0.9999318045476719
NDHA_2,3.31437594817194e-4,331430.8777654913,1.0000202658252713e-9
TXCS_2,17024.07959270351,10651.550287678314,0.6151288937698657
TXVE_2,4974.834113900679,0.3392842002941825,0.9999318045476719
WARO_2,308505.754679877,21.040124327008876,0.9999318045476719
AZBO_1,5.52031252556131e-4,552014.6437500312,1.000030086618607e-9
COFC_1,8.17835736191855e-4,817794.7702900035,1.0000500921324802e-9
COFR_1,5.740046303685336e-4,573975.3187231601,1.0000510667800225e-9
IDPA_1,190006.16848608624,158064.65886843513,0.5458836350354602
KSCO_1,362.5783255500875,3575.861111325126,0.09206141959561522
MIEN_1,1763176.912677176,102851.76918677807,0.9448819998393376
MTSI_1,3.9142162905065833e-4,391415.4774418425,1.0000157153146532e-9
NESB_1,624293.5256303137,311889.4605471117,0.6668498945696473
NMFA_1,847.2762694413209,874225.6607454818,9.682350277356043e-4
NYFR_1,1.4523195406272214e-4,145229.2206597612,1.000018820301547e-9
SKOU_1,0.0011789242975975868,1178897.6655537803,1.0000225896323606e-9
TXLU_1,559786.5467474438,161568.6970354803,0.7760206244732023
WAOT_1,658846.0135083477,206938.01969899354,0.7609819403432735
WARO_1,5.65094235295247e-4,565066.8902263314,1.000048391622774e-9
WYPO_1,0.001098708575708508,1098664.0946526227,1.0000404854926532e-9
CACH_1,162317.36116300427,268083.3701833482,0.37713077451158905
IDKI_1,266971.639020196,267014.5329861034,0.49995983607052386
MOCO_1,152775.6492976325,204565.75670934416,0.42753413606552426
NDAR_1,9.670715656859815e-5,96693.00476553103,1.000146357085294e-9
NDCA_1,4.5888511784295346e-4,458871.6158365961,1.0000294233659106e-9
NEMI_1,7.030256732279053e-4,703024.9256101283,1.0000010624299698e-9
ONEX_1,1.6416571812537776e-4,164164.59044706164,1.0000068681933553e-9
ABBI_1,4.713398237304477e-4,471319.4205513149,1.0000432884937113e-9
ABLE_1,1085458.6332578924,74.02839087805471,0.9999318045476718
IDNA_1,6.164721061599108e-4,616414.7243537625,1.0000930886095866e-9
MTHU_1,0.001156342241865876,1156304.038239563,1.0000330384299192e-9
NDHA_1,9.007958210451597e-5,90064.66556365881,1.000165619343272e-9
NDFA_1,7.547272342164725e-5,75465.9165614865,1.000090196806603e-9
NENP_1,293412.77756825293,20.010781729420103,0.9999318045476719
IDTF_1,67902.6963303478,263331.33733815094,0.2049991529502831
ABVA_1,2.033964909914303e-5,20329.224525186222,1.0005127865843486e-9
CAIR_1,1.665423524059193e-4,166539.33845880456,1.0000180965085923e-9
NES2_1,1.1974229856919906e-4,119700.70182144112,1.0003475052973045e-9
ABBR_1,2.030061888922746e-4,202988.44153310134,1.0000874293926062e-9
AZSA_1,1.6039449339917295e-5,16038.638928160715,1.0000505277112321e-9
MISA_1,969686.8425678157,66.13274279781956,0.9999318045476719
ABBI_0,168604.6096624306,120754.91239349495,0.5826820851253818
ABBR_0,5.586505539097343e-4,558551.984822966,1.000176471538366e-9
CACH_0,1.2972709672693064e-4,129699.88262684384,1.000209822628836e-9
CARI_0,9.679667976928822e-4,967916.6090472379,1.0000518512412724e-9
COFC_0,2.1665741483410057e-4,216653.39041699006,1.0000185743709864e-9
COFR_0,2.0286459692943023e-4,202861.80918677477,1.000013741077235e-9
IDKI_0,52856.10440348703,349945.9903509129,0.1312210266327312
IDPA_0,2.6598954864060864e-4,265989.47716966044,1.000000267698404e-9
IDTF_0,3.8634856085800344e-4,386261.59027744696,1.0002251587947392e-9
KSTR_0,699422.3103767957,289350.16941135767,0.707364256867918
MISA_0,3.890510413753283e-4,389034.4297534967,1.0000426986186659e-9
MTSI_0,77605.38123725733,91162.25591533467,0.4598356802678352
NDFA_0,121700.68280210748,30556.864818567494,0.7993080455052712
NES2_0,287497.400649854,213059.9636144402,0.5743545518951858
NESB_0,4.7089068886855233e-4,470876.9506570306,1.0000291747994844e-9
NMFA_0,0.0011113652461742602,1111221.1557517094,1.0001296675376416e-9
ONEX_0,100593.81838921814,6.860508801963542,0.9999318045476718
SKSA_0,2.052189566318971e-5,20514.81599327851,1.0003450993362331e-9
WAOT_0,170970.23291789036,276977.56258733856,0.38167445991124344
WARO_0,98051.12249890261,127859.85541712973,0.43402548828480003
WYPO_0,8.450508188255128e-5,84504.25395657799,1.000009796447263e-9
AZSA_0,89023.19082618575,6.071390807324083,0.9999318045476719
CAOR_0,2.5393785128128096e-4,253845.6942163967,1.0003630426395008e-9
ONHA_0,3.1167203784042234e-5,31156.585590651615,1.000340799930785e-9
CADV_0,5.007256291552335e-5,50072.17226167146,1.0000078008155286e-9
MNBE_0,0.0014234326515544658,1423344.2642388535,1.0000620973395628e-9
MNCR_0,1.5749458432416115e-4,157493.68319831975,1.0000057206633791e-9
MNLA_0,4.135626845995216e-4,413551.53274182667,1.0000269650653867e-9
MNMO_0,7.688229206939382e-5,76881.33972866599,1.0000123861505008e-9
AZHE_0,9.546112324130724e-6,3864.96319592262,2.4699102725281956e-9
CAIR_0,1.0553969330099784e-5,8367.004795492112,1.2613796184834723e-9
