Site,Race,Latitude,Longitude,Year,Heritability
ABBI,Durango,49.869621,-111.377099,1983,0.8772354
ABBR,Durango,50.549506,-111.852109,1983,0.6571411
ABLE,Durango,49.69886,-112.763594,1983,0.2443341
ABVA,Durango,50.052864,-112.126564,1983,NA
AZBO,Durango,32.451195,-109.958609,1983,NA
AZHE,Durango,31.43833,-110.108139,1983,NA
AZKS,Durango,32.12751,-109.752162,1983,0.280027
AZSA,Durango,32.81499,-109.680619,1983,NA
CACH,Durango,39.6903,-121.823782,1983,NA
CACO,Durango,39.2,-122.02,1983,NA
CAD2,Durango,38.53505,-121.783175,1983,NA
CADV,Durango,38.53782,-121.756973,1983,NA
CAIR,Durango,33.6884,-117.722118,1983,0.2582303
CAOR,Durango,39.62961,-122.005533,1983,0.2543273
CARI,Durango,33.96833,-117.339196,1983,0.1634902
COFC,Durango,40.65167,-104.999168,1983,0.4671578
COFR,Durango,39.17892,-108.700073,1983,0.7039681
IDKI,Durango,42.55103,-114.340004,1983,0.4692075
IDNA,Durango,43.664948,-116.520451,1983,NA
IDP2,Durango,43.80256,-116.944202,1983,NA
IDPA,Durango,43.66495,-116.520451,1983,0.1428621
IDTF,Durango,42.6065,-114.504587,1983,NA
KSCO,Durango,39.387209,-101.068435,1983,NA
KSMA,Durango,39.21192,-96.589243,1983,0.01720833
KSTR,Durango,38.47032,-101.77941,1983,0.4485921
MBBR,Durango,49.86689,-99.973147,1983,NA
MBMO,Durango,49.18491,-98.078299,1983,NA
MIEN,Durango,43.3541,-85.1791,1983,NA
MIS2,Durango,43.39521,-83.68696,1983,NA
MISA,Durango,43.39521,-83.686963,1983,0.1768521
MNBE,Durango,45.38951,-93.885754,1983,0.1966115
MNCR,Durango,47.80604,-96.60909,1983,0.1388179
MNLA,Durango,44.23915,-95.308206,1983,0.1163877
MNMO,Durango,45.60179,-95.901515,1983,0.1727125
MNPE,Durango,46.89022,-95.075698,1983,NA
MNPR,Durango,46.66384,-95.533428,1983,NA
MOCL,Durango,36.487915,-89.96273,1983,NA
MOCO,Durango,38.943,-92.319914,1983,NA
MOPO,Durango,36.395653,-89.609206,1983,NA
MTHU,Durango,45.92061,-108.241794,1983,NA
MTSI,Durango,47.72635,-104.150097,1983,0.8179414
NDAR,Durango,47.10414,-97.218143,1983,NA
NDCA,Durango,47.50822,-99.120669,1983,NA
NDER,Durango,47.11533,-97.387892,1983,NA
NDFA,Durango,46.8994,-96.811921,1983,0
NDHA,Durango,47.6331,-97.460334,1983,0.514162
NDPR,Durango,46.99889,-97.113918,1983,NA
NEMI,Durango,41.94062,-103.821274,1983,NA
NENP,Durango,41.08757,-100.778668,1983,NA
NES2,Durango,41.89178,-103.678862,1983,NA
NESB,Durango,41.94255,-103.814399,1983,0.2887269
NMFA,Durango,36.68915,-108.307665,1983,0
NYFR,Durango,42.52198,-76.330525,1983,0.4203676
ONEL,Durango,43.6419,-80.401772,1983,0.5047412
ONEX,Durango,43.31734,-81.506848,1983,NA
ONGU,Durango,43.54903,-80.213818,1983,NA
ONHA,Durango,42.02955,-82.900968,1983,NA
PRIS,Durango,18.46457,-67.052045,1983,0.7909435
SKOU,Durango,51.47894,-107.050903,1983,NA
SKSA,Durango,52.13359,-106.609455,1983,NA
TXCS,Durango,30.540641,-96.427962,1983,NA
TXLU,Durango,33.6915,-101.826086,1983,NA
TXMU,Durango,33.45195,-99.614823,1983,NA
TXVE,Durango,34.080061,-99.368349,1983,NA
WAOT,Durango,46.79111,-119.033087,1983,0.6080379
WARO,Durango,46.29334,-119.734117,1983,0.7182393
WAVA,Durango,45.67664,-122.649114,1983,NA
WYLI,Durango,42.13224,-104.394135,1983,NA
WYPO,Durango,44.77592,-108.758948,1983,0.2027678
WYRI,Durango,43.0281,-108.426538,1983,NA
WYTO,Durango,42.0815,-104.219912,1983,NA
ABBI,Mesoamerican,49.869621,-111.377099,1983,0.03039724
ABBR,Mesoamerican,50.549506,-111.852109,1983,0.5431707
ABLE,Mesoamerican,49.69886,-112.763594,1983,0.291017
ABVA,Mesoamerican,50.052864,-112.126564,1983,NA
AZBO,Mesoamerican,32.451195,-109.958609,1983,NA
AZHE,Mesoamerican,31.43833,-110.108139,1983,NA
AZKS,Mesoamerican,32.12751,-109.752162,1983,0
AZSA,Mesoamerican,32.81499,-109.680619,1983,NA
CACH,Mesoamerican,39.6903,-121.823782,1983,NA
CACO,Mesoamerican,39.2,-122.02,1983,NA
CAD2,Mesoamerican,38.53505,-121.783175,1983,NA
CADV,Mesoamerican,38.53782,-121.756973,1983,NA
CAIR,Mesoamerican,33.6884,-117.722118,1983,0.4269688
CAOR,Mesoamerican,39.62961,-122.005533,1983,0.3012389
CARI,Mesoamerican,33.96833,-117.339196,1983,0.2559624
COFC,Mesoamerican,40.65167,-104.999168,1983,0.7099248
COFR,Mesoamerican,39.17892,-108.700073,1983,0.07877278
IDKI,Mesoamerican,42.55103,-114.340004,1983,0.5612289
IDNA,Mesoamerican,43.664948,-116.520451,1983,NA
IDP2,Mesoamerican,43.80256,-116.944202,1983,NA
IDPA,Mesoamerican,43.66495,-116.520451,1983,0.5478091
IDTF,Mesoamerican,42.6065,-114.504587,1983,NA
KSCO,Mesoamerican,39.387209,-101.068435,1983,NA
KSMA,Mesoamerican,39.21192,-96.589243,1983,NA
KSTR,Mesoamerican,38.47032,-101.77941,1983,0.5193576
MBBR,Mesoamerican,49.86689,-99.973147,1983,NA
MBMO,Mesoamerican,49.18491,-98.078299,1983,NA
MIEN,Mesoamerican,43.3541,-85.1791,1983,NA
MIS2,Mesoamerican,43.39521,-83.68696,1983,NA
MISA,Mesoamerican,43.39521,-83.686963,1983,0
MNBE,Mesoamerican,45.38951,-93.885754,1983,0.8659873
MNCR,Mesoamerican,47.80604,-96.60909,1983,0.3746739
MNLA,Mesoamerican,44.23915,-95.308206,1983,0.8928742
MNMO,Mesoamerican,45.60179,-95.901515,1983,0.7945977
MNPE,Mesoamerican,46.89022,-95.075698,1983,NA
MNPR,Mesoamerican,46.66384,-95.533428,1983,NA
MOCL,Mesoamerican,36.487915,-89.96273,1983,NA
MOCO,Mesoamerican,38.943,-92.319914,1983,NA
MOPO,Mesoamerican,36.395653,-89.609206,1983,NA
MTHU,Mesoamerican,45.92061,-108.241794,1983,NA
MTSI,Mesoamerican,47.72635,-104.150097,1983,0.8816251
NDAR,Mesoamerican,47.10414,-97.218143,1983,NA
NDCA,Mesoamerican,47.50822,-99.120669,1983,NA
NDER,Mesoamerican,47.11533,-97.387892,1983,NA
NDFA,Mesoamerican,46.8994,-96.811921,1983,0.02310204
NDHA,Mesoamerican,47.6331,-97.460334,1983,NA
NDPR,Mesoamerican,46.99889,-97.113918,1983,NA
NEMI,Mesoamerican,41.94062,-103.821274,1983,NA
NENP,Mesoamerican,41.08757,-100.778668,1983,NA
NES2,Mesoamerican,41.89178,-103.678862,1983,NA
NESB,Mesoamerican,41.94255,-103.814399,1983,0.2393517
NMFA,Mesoamerican,36.68915,-108.307665,1983,0.1764427
NYFR,Mesoamerican,42.52198,-76.330525,1983,NA
ONEL,Mesoamerican,43.6419,-80.401772,1983,NA
ONEX,Mesoamerican,43.31734,-81.506848,1983,NA
ONGU,Mesoamerican,43.54903,-80.213818,1983,NA
ONHA,Mesoamerican,42.02955,-82.900968,1983,0.6022337
PRIS,Mesoamerican,18.46457,-67.052045,1983,NA
SKOU,Mesoamerican,51.47894,-107.050903,1983,NA
SKSA,Mesoamerican,52.13359,-106.609455,1983,NA
TXCS,Mesoamerican,30.540641,-96.427962,1983,NA
TXLU,Mesoamerican,33.6915,-101.826086,1983,NA
TXMU,Mesoamerican,33.45195,-99.614823,1983,NA
TXVE,Mesoamerican,34.080061,-99.368349,1983,NA
WAOT,Mesoamerican,46.79111,-119.033087,1983,NA
WARO,Mesoamerican,46.29334,-119.734117,1983,0.777815
WAVA,Mesoamerican,45.67664,-122.649114,1983,NA
WYLI,Mesoamerican,42.13224,-104.394135,1983,NA
WYPO,Mesoamerican,44.77592,-108.758948,1983,0
WYRI,Mesoamerican,43.0281,-108.426538,1983,NA
WYTO,Mesoamerican,42.0815,-104.219912,1983,NA
ABBI,Nueva Granada,49.869621,-111.377099,1983,0
ABBR,Nueva Granada,50.549506,-111.852109,1983,0
ABLE,Nueva Granada,49.69886,-112.763594,1983,0
ABVA,Nueva Granada,50.052864,-112.126564,1983,NA
AZBO,Nueva Granada,32.451195,-109.958609,1983,NA
AZHE,Nueva Granada,31.43833,-110.108139,1983,NA
AZKS,Nueva Granada,32.12751,-109.752162,1983,NA
AZSA,Nueva Granada,32.81499,-109.680619,1983,NA
CACH,Nueva Granada,39.6903,-121.823782,1983,NA
CACO,Nueva Granada,39.2,-122.02,1983,NA
CAD2,Nueva Granada,38.53505,-121.783175,1983,NA
CADV,Nueva Granada,38.53782,-121.756973,1983,NA
CAIR,Nueva Granada,33.6884,-117.722118,1983,NA
CAOR,Nueva Granada,39.62961,-122.005533,1983,0
CARI,Nueva Granada,33.96833,-117.339196,1983,0.6051896
COFC,Nueva Granada,40.65167,-104.999168,1983,0.1220811
COFR,Nueva Granada,39.17892,-108.700073,1983,NA
IDKI,Nueva Granada,42.55103,-114.340004,1983,0
IDNA,Nueva Granada,43.664948,-116.520451,1983,NA
IDP2,Nueva Granada,43.80256,-116.944202,1983,NA
IDPA,Nueva Granada,43.66495,-116.520451,1983,0
IDTF,Nueva Granada,42.6065,-114.504587,1983,NA
KSCO,Nueva Granada,39.387209,-101.068435,1983,NA
KSMA,Nueva Granada,39.21192,-96.589243,1983,NA
KSTR,Nueva Granada,38.47032,-101.77941,1983,0.01133527
MBBR,Nueva Granada,49.86689,-99.973147,1983,NA
MBMO,Nueva Granada,49.18491,-98.078299,1983,NA
MIEN,Nueva Granada,43.3541,-85.1791,1983,NA
MIS2,Nueva Granada,43.39521,-83.68696,1983,NA
MISA,Nueva Granada,43.39521,-83.686963,1983,0
MNBE,Nueva Granada,45.38951,-93.885754,1983,0.04529716
MNCR,Nueva Granada,47.80604,-96.60909,1983,1.63E-10
MNLA,Nueva Granada,44.23915,-95.308206,1983,0
MNMO,Nueva Granada,45.60179,-95.901515,1983,0
MNPE,Nueva Granada,46.89022,-95.075698,1983,NA
MNPR,Nueva Granada,46.66384,-95.533428,1983,NA
MOCL,Nueva Granada,36.487915,-89.96273,1983,NA
MOCO,Nueva Granada,38.943,-92.319914,1983,NA
MOPO,Nueva Granada,36.395653,-89.609206,1983,NA
MTHU,Nueva Granada,45.92061,-108.241794,1983,NA
MTSI,Nueva Granada,47.72635,-104.150097,1983,0
NDAR,Nueva Granada,47.10414,-97.218143,1983,NA
NDCA,Nueva Granada,47.50822,-99.120669,1983,NA
NDER,Nueva Granada,47.11533,-97.387892,1983,NA
NDFA,Nueva Granada,46.8994,-96.811921,1983,0.3496654
NDHA,Nueva Granada,47.6331,-97.460334,1983,0.514162
NDPR,Nueva Granada,46.99889,-97.113918,1983,NA
NEMI,Nueva Granada,41.94062,-103.821274,1983,NA
NENP,Nueva Granada,41.08757,-100.778668,1983,NA
NES2,Nueva Granada,41.89178,-103.678862,1983,NA
NESB,Nueva Granada,41.94255,-103.814399,1983,0
NMFA,Nueva Granada,36.68915,-108.307665,1983,0.3592508
NYFR,Nueva Granada,42.52198,-76.330525,1983,0
ONEL,Nueva Granada,43.6419,-80.401772,1983,0
ONEX,Nueva Granada,43.31734,-81.506848,1983,NA
ONGU,Nueva Granada,43.54903,-80.213818,1983,NA
ONHA,Nueva Granada,42.02955,-82.900968,1983,NA
PRIS,Nueva Granada,18.46457,-67.052045,1983,NA
SKOU,Nueva Granada,51.47894,-107.050903,1983,NA
SKSA,Nueva Granada,52.13359,-106.609455,1983,NA
TXCS,Nueva Granada,30.540641,-96.427962,1983,NA
TXLU,Nueva Granada,33.6915,-101.826086,1983,NA
TXMU,Nueva Granada,33.45195,-99.614823,1983,NA
TXVE,Nueva Granada,34.080061,-99.368349,1983,NA
WAOT,Nueva Granada,46.79111,-119.033087,1983,0.4922412
WARO,Nueva Granada,46.29334,-119.734117,1983,2.18E-10
WAVA,Nueva Granada,45.67664,-122.649114,1983,NA
WYLI,Nueva Granada,42.13224,-104.394135,1983,NA
WYPO,Nueva Granada,44.77592,-108.758948,1983,0
WYRI,Nueva Granada,43.0281,-108.426538,1983,NA
WYTO,Nueva Granada,42.0815,-104.219912,1983,NA
ABBI,Durango,49.869621,-111.377099,1984,0.8468651
ABBR,Durango,50.549506,-111.852109,1984,0.646517
ABLE,Durango,49.69886,-112.763594,1984,0.8327173
ABVA,Durango,50.052864,-112.126564,1984,NA
AZBO,Durango,32.451195,-109.958609,1984,NA
AZHE,Durango,31.43833,-110.108139,1984,NA
AZKS,Durango,32.12751,-109.752162,1984,NA
AZSA,Durango,32.81499,-109.680619,1984,NA
CACH,Durango,39.6903,-121.823782,1984,NA
CACO,Durango,39.2,-122.02,1984,NA
CAD2,Durango,38.53505,-121.783175,1984,NA
CADV,Durango,38.53782,-121.756973,1984,NA
CAIR,Durango,33.6884,-117.722118,1984,0.2582303
CAOR,Durango,39.62961,-122.005533,1984,0.2543273
CARI,Durango,33.96833,-117.339196,1984,0.1352507
COFC,Durango,40.65167,-104.999168,1984,0.6774605
COFR,Durango,39.17892,-108.700073,1984,0.7009271
IDKI,Durango,42.55103,-114.340004,1984,0.3145903
IDNA,Durango,43.664948,-116.520451,1984,NA
IDP2,Durango,43.80256,-116.944202,1984,NA
IDPA,Durango,43.66495,-116.520451,1984,0.9057278
IDTF,Durango,42.6065,-114.504587,1984,0.1108811
KSCO,Durango,39.387209,-101.068435,1984,NA
KSMA,Durango,39.21192,-96.589243,1984,0.04674161
KSTR,Durango,38.47032,-101.77941,1984,0.4355652
MBBR,Durango,49.86689,-99.973147,1984,NA
MBMO,Durango,49.18491,-98.078299,1984,NA
MIEN,Durango,43.3541,-85.1791,1984,NA
MIS2,Durango,43.39521,-83.68696,1984,NA
MISA,Durango,43.39521,-83.686963,1984,0.359526
MNBE,Durango,45.38951,-93.885754,1984,0.1467452
MNCR,Durango,47.80604,-96.60909,1984,0.03455741
MNLA,Durango,44.23915,-95.308206,1984,0
MNMO,Durango,45.60179,-95.901515,1984,0.576311
MNPE,Durango,46.89022,-95.075698,1984,NA
MNPR,Durango,46.66384,-95.533428,1984,NA
MOCL,Durango,36.487915,-89.96273,1984,NA
MOCO,Durango,38.943,-92.319914,1984,NA
MOPO,Durango,36.395653,-89.609206,1984,NA
MTHU,Durango,45.92061,-108.241794,1984,NA
MTSI,Durango,47.72635,-104.150097,1984,0.7569125
NDAR,Durango,47.10414,-97.218143,1984,NA
NDCA,Durango,47.50822,-99.120669,1984,NA
NDER,Durango,47.11533,-97.387892,1984,NA
NDFA,Durango,46.8994,-96.811921,1984,0
NDHA,Durango,47.6331,-97.460334,1984,NA
NDPR,Durango,46.99889,-97.113918,1984,NA
NEMI,Durango,41.94062,-103.821274,1984,NA
NENP,Durango,41.08757,-100.778668,1984,NA
NES2,Durango,41.89178,-103.678862,1984,NA
NESB,Durango,41.94255,-103.814399,1984,0.07963702
NMFA,Durango,36.68915,-108.307665,1984,0.003042784
NYFR,Durango,42.52198,-76.330525,1984,NA
ONEL,Durango,43.6419,-80.401772,1984,NA
ONEX,Durango,43.31734,-81.506848,1984,NA
ONGU,Durango,43.54903,-80.213818,1984,NA
ONHA,Durango,42.02955,-82.900968,1984,NA
PRIS,Durango,18.46457,-67.052045,1984,NA
SKOU,Durango,51.47894,-107.050903,1984,NA
SKSA,Durango,52.13359,-106.609455,1984,NA
TXCS,Durango,30.540641,-96.427962,1984,NA
TXLU,Durango,33.6915,-101.826086,1984,NA
TXMU,Durango,33.45195,-99.614823,1984,NA
TXVE,Durango,34.080061,-99.368349,1984,NA
WAOT,Durango,46.79111,-119.033087,1984,0
WARO,Durango,46.29334,-119.734117,1984,0.8834952
WAVA,Durango,45.67664,-122.649114,1984,NA
WYLI,Durango,42.13224,-104.394135,1984,NA
WYPO,Durango,44.77592,-108.758948,1984,0.2607176
WYRI,Durango,43.0281,-108.426538,1984,NA
WYTO,Durango,42.0815,-104.219912,1984,NA
ABBI,Mesoamerican,49.869621,-111.377099,1984,0.2857115
ABBR,Mesoamerican,50.549506,-111.852109,1984,0.3305472
ABLE,Mesoamerican,49.69886,-112.763594,1984,0.3656545
ABVA,Mesoamerican,50.052864,-112.126564,1984,NA
AZBO,Mesoamerican,32.451195,-109.958609,1984,NA
AZHE,Mesoamerican,31.43833,-110.108139,1984,NA
AZKS,Mesoamerican,32.12751,-109.752162,1984,NA
AZSA,Mesoamerican,32.81499,-109.680619,1984,NA
CACH,Mesoamerican,39.6903,-121.823782,1984,NA
CACO,Mesoamerican,39.2,-122.02,1984,NA
CAD2,Mesoamerican,38.53505,-121.783175,1984,NA
CADV,Mesoamerican,38.53782,-121.756973,1984,NA
CAIR,Mesoamerican,33.6884,-117.722118,1984,0.4269688
CAOR,Mesoamerican,39.62961,-122.005533,1984,0.3012389
CARI,Mesoamerican,33.96833,-117.339196,1984,0.4868776
COFC,Mesoamerican,40.65167,-104.999168,1984,0.7187505
COFR,Mesoamerican,39.17892,-108.700073,1984,0.2281091
IDKI,Mesoamerican,42.55103,-114.340004,1984,0.551685
IDNA,Mesoamerican,43.664948,-116.520451,1984,NA
IDP2,Mesoamerican,43.80256,-116.944202,1984,NA
IDPA,Mesoamerican,43.66495,-116.520451,1984,0.5451791
IDTF,Mesoamerican,42.6065,-114.504587,1984,0.7562693
KSCO,Mesoamerican,39.387209,-101.068435,1984,NA
KSMA,Mesoamerican,39.21192,-96.589243,1984,NA
KSTR,Mesoamerican,38.47032,-101.77941,1984,0.6216808
MBBR,Mesoamerican,49.86689,-99.973147,1984,NA
MBMO,Mesoamerican,49.18491,-98.078299,1984,NA
MIEN,Mesoamerican,43.3541,-85.1791,1984,NA
MIS2,Mesoamerican,43.39521,-83.68696,1984,NA
MISA,Mesoamerican,43.39521,-83.686963,1984,0
MNBE,Mesoamerican,45.38951,-93.885754,1984,0
MNCR,Mesoamerican,47.80604,-96.60909,1984,0
MNLA,Mesoamerican,44.23915,-95.308206,1984,0.7798413
MNMO,Mesoamerican,45.60179,-95.901515,1984,0.6193202
MNPE,Mesoamerican,46.89022,-95.075698,1984,NA
MNPR,Mesoamerican,46.66384,-95.533428,1984,NA
MOCL,Mesoamerican,36.487915,-89.96273,1984,NA
MOCO,Mesoamerican,38.943,-92.319914,1984,NA
MOPO,Mesoamerican,36.395653,-89.609206,1984,NA
MTHU,Mesoamerican,45.92061,-108.241794,1984,NA
MTSI,Mesoamerican,47.72635,-104.150097,1984,0.90417
NDAR,Mesoamerican,47.10414,-97.218143,1984,NA
NDCA,Mesoamerican,47.50822,-99.120669,1984,NA
NDER,Mesoamerican,47.11533,-97.387892,1984,NA
NDFA,Mesoamerican,46.8994,-96.811921,1984,0
NDHA,Mesoamerican,47.6331,-97.460334,1984,NA
NDPR,Mesoamerican,46.99889,-97.113918,1984,NA
NEMI,Mesoamerican,41.94062,-103.821274,1984,NA
NENP,Mesoamerican,41.08757,-100.778668,1984,NA
NES2,Mesoamerican,41.89178,-103.678862,1984,NA
NESB,Mesoamerican,41.94255,-103.814399,1984,0
NMFA,Mesoamerican,36.68915,-108.307665,1984,0.1826024
NYFR,Mesoamerican,42.52198,-76.330525,1984,NA
ONEL,Mesoamerican,43.6419,-80.401772,1984,NA
ONEX,Mesoamerican,43.31734,-81.506848,1984,NA
ONGU,Mesoamerican,43.54903,-80.213818,1984,NA
ONHA,Mesoamerican,42.02955,-82.900968,1984,0.6022337
PRIS,Mesoamerican,18.46457,-67.052045,1984,NA
SKOU,Mesoamerican,51.47894,-107.050903,1984,NA
SKSA,Mesoamerican,52.13359,-106.609455,1984,NA
TXCS,Mesoamerican,30.540641,-96.427962,1984,NA
TXLU,Mesoamerican,33.6915,-101.826086,1984,NA
TXMU,Mesoamerican,33.45195,-99.614823,1984,NA
TXVE,Mesoamerican,34.080061,-99.368349,1984,NA
WAOT,Mesoamerican,46.79111,-119.033087,1984,0
WARO,Mesoamerican,46.29334,-119.734117,1984,0.8252551
WAVA,Mesoamerican,45.67664,-122.649114,1984,NA
WYLI,Mesoamerican,42.13224,-104.394135,1984,NA
WYPO,Mesoamerican,44.77592,-108.758948,1984,0
WYRI,Mesoamerican,43.0281,-108.426538,1984,NA
WYTO,Mesoamerican,42.0815,-104.219912,1984,NA
ABBI,Nueva Granada,49.869621,-111.377099,1984,0.2369999
ABBR,Nueva Granada,50.549506,-111.852109,1984,0
ABLE,Nueva Granada,49.69886,-112.763594,1984,0
ABVA,Nueva Granada,50.052864,-112.126564,1984,NA
AZBO,Nueva Granada,32.451195,-109.958609,1984,NA
AZHE,Nueva Granada,31.43833,-110.108139,1984,NA
AZKS,Nueva Granada,32.12751,-109.752162,1984,NA
AZSA,Nueva Granada,32.81499,-109.680619,1984,NA
CACH,Nueva Granada,39.6903,-121.823782,1984,NA
CACO,Nueva Granada,39.2,-122.02,1984,NA
CAD2,Nueva Granada,38.53505,-121.783175,1984,NA
CADV,Nueva Granada,38.53782,-121.756973,1984,NA
CAIR,Nueva Granada,33.6884,-117.722118,1984,NA
CAOR,Nueva Granada,39.62961,-122.005533,1984,0
CARI,Nueva Granada,33.96833,-117.339196,1984,0.3430228
COFC,Nueva Granada,40.65167,-104.999168,1984,0
COFR,Nueva Granada,39.17892,-108.700073,1984,1.12E-07
IDKI,Nueva Granada,42.55103,-114.340004,1984,0
IDNA,Nueva Granada,43.664948,-116.520451,1984,NA
IDP2,Nueva Granada,43.80256,-116.944202,1984,NA
IDPA,Nueva Granada,43.66495,-116.520451,1984,0
IDTF,Nueva Granada,42.6065,-114.504587,1984,0.7549918
KSCO,Nueva Granada,39.387209,-101.068435,1984,NA
KSMA,Nueva Granada,39.21192,-96.589243,1984,NA
KSTR,Nueva Granada,38.47032,-101.77941,1984,0.5398197
MBBR,Nueva Granada,49.86689,-99.973147,1984,NA
MBMO,Nueva Granada,49.18491,-98.078299,1984,NA
MIEN,Nueva Granada,43.3541,-85.1791,1984,NA
MIS2,Nueva Granada,43.39521,-83.68696,1984,NA
MISA,Nueva Granada,43.39521,-83.686963,1984,0.4550823
MNBE,Nueva Granada,45.38951,-93.885754,1984,0.04529716
MNCR,Nueva Granada,47.80604,-96.60909,1984,1.63E-10
MNLA,Nueva Granada,44.23915,-95.308206,1984,0
MNMO,Nueva Granada,45.60179,-95.901515,1984,0
MNPE,Nueva Granada,46.89022,-95.075698,1984,NA
MNPR,Nueva Granada,46.66384,-95.533428,1984,NA
MOCL,Nueva Granada,36.487915,-89.96273,1984,NA
MOCO,Nueva Granada,38.943,-92.319914,1984,NA
MOPO,Nueva Granada,36.395653,-89.609206,1984,NA
MTHU,Nueva Granada,45.92061,-108.241794,1984,NA
MTSI,Nueva Granada,47.72635,-104.150097,1984,0
NDAR,Nueva Granada,47.10414,-97.218143,1984,NA
NDCA,Nueva Granada,47.50822,-99.120669,1984,NA
NDER,Nueva Granada,47.11533,-97.387892,1984,NA
NDFA,Nueva Granada,46.8994,-96.811921,1984,0.7261877
NDHA,Nueva Granada,47.6331,-97.460334,1984,NA
NDPR,Nueva Granada,46.99889,-97.113918,1984,NA
NEMI,Nueva Granada,41.94062,-103.821274,1984,NA
NENP,Nueva Granada,41.08757,-100.778668,1984,NA
NES2,Nueva Granada,41.89178,-103.678862,1984,NA
NESB,Nueva Granada,41.94255,-103.814399,1984,7.12E-10
NMFA,Nueva Granada,36.68915,-108.307665,1984,0.3804463
NYFR,Nueva Granada,42.52198,-76.330525,1984,NA
ONEL,Nueva Granada,43.6419,-80.401772,1984,NA
ONEX,Nueva Granada,43.31734,-81.506848,1984,NA
ONGU,Nueva Granada,43.54903,-80.213818,1984,NA
ONHA,Nueva Granada,42.02955,-82.900968,1984,NA
PRIS,Nueva Granada,18.46457,-67.052045,1984,NA
SKOU,Nueva Granada,51.47894,-107.050903,1984,NA
SKSA,Nueva Granada,52.13359,-106.609455,1984,NA
TXCS,Nueva Granada,30.540641,-96.427962,1984,NA
TXLU,Nueva Granada,33.6915,-101.826086,1984,NA
TXMU,Nueva Granada,33.45195,-99.614823,1984,NA
TXVE,Nueva Granada,34.080061,-99.368349,1984,NA
WAOT,Nueva Granada,46.79111,-119.033087,1984,0.520839
WARO,Nueva Granada,46.29334,-119.734117,1984,0
WAVA,Nueva Granada,45.67664,-122.649114,1984,NA
WYLI,Nueva Granada,42.13224,-104.394135,1984,NA
WYPO,Nueva Granada,44.77592,-108.758948,1984,0
WYRI,Nueva Granada,43.0281,-108.426538,1984,NA
WYTO,Nueva Granada,42.0815,-104.219912,1984,NA
ABBI,Durango,49.869621,-111.377099,1985,0.7133178
ABBR,Durango,50.549506,-111.852109,1985,0.6295467
ABLE,Durango,49.69886,-112.763594,1985,NA
ABVA,Durango,50.052864,-112.126564,1985,NA
AZBO,Durango,32.451195,-109.958609,1985,NA
AZHE,Durango,31.43833,-110.108139,1985,NA
AZKS,Durango,32.12751,-109.752162,1985,NA
AZSA,Durango,32.81499,-109.680619,1985,NA
CACH,Durango,39.6903,-121.823782,1985,0.6218353
CACO,Durango,39.2,-122.02,1985,0.1673435
CAD2,Durango,38.53505,-121.783175,1985,NA
CADV,Durango,38.53782,-121.756973,1985,NA
CAIR,Durango,33.6884,-117.722118,1985,0
CAOR,Durango,39.62961,-122.005533,1985,0.2140152
CARI,Durango,33.96833,-117.339196,1985,0.1352507
COFC,Durango,40.65167,-104.999168,1985,0.5952642
COFR,Durango,39.17892,-108.700073,1985,0.5043792
IDKI,Durango,42.55103,-114.340004,1985,0.7161388
IDNA,Durango,43.664948,-116.520451,1985,NA
IDP2,Durango,43.80256,-116.944202,1985,NA
IDPA,Durango,43.66495,-116.520451,1985,0.9240764
IDTF,Durango,42.6065,-114.504587,1985,0
KSCO,Durango,39.387209,-101.068435,1985,NA
KSMA,Durango,39.21192,-96.589243,1985,0.1312124
KSTR,Durango,38.47032,-101.77941,1985,0.3627759
MBBR,Durango,49.86689,-99.973147,1985,NA
MBMO,Durango,49.18491,-98.078299,1985,NA
MIEN,Durango,43.3541,-85.1791,1985,NA
MIS2,Durango,43.39521,-83.68696,1985,NA
MISA,Durango,43.39521,-83.686963,1985,0.3855914
MNBE,Durango,45.38951,-93.885754,1985,NA
MNCR,Durango,47.80604,-96.60909,1985,0
MNLA,Durango,44.23915,-95.308206,1985,0
MNMO,Durango,45.60179,-95.901515,1985,0.7756579
MNPE,Durango,46.89022,-95.075698,1985,NA
MNPR,Durango,46.66384,-95.533428,1985,NA
MOCL,Durango,36.487915,-89.96273,1985,NA
MOCO,Durango,38.943,-92.319914,1985,NA
MOPO,Durango,36.395653,-89.609206,1985,NA
MTHU,Durango,45.92061,-108.241794,1985,NA
MTSI,Durango,47.72635,-104.150097,1985,0.7612002
NDAR,Durango,47.10414,-97.218143,1985,NA
NDCA,Durango,47.50822,-99.120669,1985,NA
NDER,Durango,47.11533,-97.387892,1985,NA
NDFA,Durango,46.8994,-96.811921,1985,0
NDHA,Durango,47.6331,-97.460334,1985,NA
NDPR,Durango,46.99889,-97.113918,1985,NA
NEMI,Durango,41.94062,-103.821274,1985,NA
NENP,Durango,41.08757,-100.778668,1985,NA
NES2,Durango,41.89178,-103.678862,1985,NA
NESB,Durango,41.94255,-103.814399,1985,0
NMFA,Durango,36.68915,-108.307665,1985,0.0690784
NYFR,Durango,42.52198,-76.330525,1985,NA
ONEL,Durango,43.6419,-80.401772,1985,NA
ONEX,Durango,43.31734,-81.506848,1985,0
ONGU,Durango,43.54903,-80.213818,1985,NA
ONHA,Durango,42.02955,-82.900968,1985,NA
PRIS,Durango,18.46457,-67.052045,1985,NA
SKOU,Durango,51.47894,-107.050903,1985,NA
