Site,Race,Latitude,Longitude,Year,Heritability
COFR,Durango,39.17892,-108.700073,1999,0.355917
IDKI,Durango,42.55103,-114.340004,1999,0.4150996
IDNA,Durango,43.664948,-116.520451,1999,NA
IDP2,Durango,43.80256,-116.944202,1999,NA
IDPA,Durango,43.66495,-116.520451,1999,0.3397638
IDTF,Durango,42.6065,-114.504587,1999,NA
KSCO,Durango,39.387209,-101.068435,1999,NA
KSMA,Durango,39.21192,-96.589243,1999,NA
KSTR,Durango,38.47032,-101.77941,1999,NA
MBBR,Durango,49.86689,-99.973147,1999,NA
MBMO,Durango,49.18491,-98.078299,1999,0.2700109
MIEN,Durango,43.3541,-85.1791,1999,NA
MIS2,Durango,43.39521,-83.68696,1999,NA
MISA,Durango,43.39521,-83.686963,1999,0.08322177
MNBE,Durango,45.38951,-93.885754,1999,NA
MNCR,Durango,47.80604,-96.60909,1999,NA
MNLA,Durango,44.23915,-95.308206,1999,NA
MNMO,Durango,45.60179,-95.901515,1999,NA
MNPE,Durango,46.89022,-95.075698,1999,NA
MNPR,Durango,46.66384,-95.533428,1999,NA
MOCL,Durango,36.487915,-89.96273,1999,NA
MOCO,Durango,38.943,-92.319914,1999,0
MOPO,Durango,36.395653,-89.609206,1999,NA
MTHU,Durango,45.92061,-108.241794,1999,NA
MTSI,Durango,47.72635,-104.150097,1999,0.7578813
NDAR,Durango,47.10414,-97.218143,1999,NA
NDCA,Durango,47.50822,-99.120669,1999,NA
NDER,Durango,47.11533,-97.387892,1999,0.5918414
NDFA,Durango,46.8994,-96.811921,1999,NA
NDHA,Durango,47.6331,-97.460334,1999,NA
NDPR,Durango,46.99889,-97.113918,1999,NA
NEMI,Durango,41.94062,-103.821274,1999,3.02E-10
NENP,Durango,41.08757,-100.778668,1999,NA
NES2,Durango,41.89178,-103.678862,1999,NA
NESB,Durango,41.94255,-103.814399,1999,0.2519903
NMFA,Durango,36.68915,-108.307665,1999,0.2777687
NYFR,Durango,42.52198,-76.330525,1999,0.2497866
ONEL,Durango,43.6419,-80.401772,1999,0.787477
ONEX,Durango,43.31734,-81.506848,1999,NA
ONGU,Durango,43.54903,-80.213818,1999,0.0736239
ONHA,Durango,42.02955,-82.900968,1999,NA
PRIS,Durango,18.46457,-67.052045,1999,NA
SKOU,Durango,51.47894,-107.050903,1999,NA
SKSA,Durango,52.13359,-106.609455,1999,0.2716023
TXCS,Durango,30.540641,-96.427962,1999,NA
TXLU,Durango,33.6915,-101.826086,1999,NA
TXMU,Durango,33.45195,-99.614823,1999,NA
TXVE,Durango,34.080061,-99.368349,1999,NA
WAOT,Durango,46.79111,-119.033087,1999,0.6453794
WARO,Durango,46.29334,-119.734117,1999,NA
WAVA,Durango,45.67664,-122.649114,1999,NA
WYLI,Durango,42.13224,-104.394135,1999,NA
WYPO,Durango,44.77592,-108.758948,1999,0.06384259
WYRI,Durango,43.0281,-108.426538,1999,NA
WYTO,Durango,42.0815,-104.219912,1999,0.8013711
ABBI,Mesoamerican,49.869621,-111.377099,1999,0
ABBR,Mesoamerican,50.549506,-111.852109,1999,0.6622333
ABLE,Mesoamerican,49.69886,-112.763594,1999,NA
ABVA,Mesoamerican,50.052864,-112.126564,1999,0.06572395
AZBO,Mesoamerican,32.451195,-109.958609,1999,NA
AZHE,Mesoamerican,31.43833,-110.108139,1999,0.6203677
AZKS,Mesoamerican,32.12751,-109.752162,1999,NA
AZSA,Mesoamerican,32.81499,-109.680619,1999,NA
CACH,Mesoamerican,39.6903,-121.823782,1999,NA
CACO,Mesoamerican,39.2,-122.02,1999,NA
CAD2,Mesoamerican,38.53505,-121.783175,1999,NA
CADV,Mesoamerican,38.53782,-121.756973,1999,NA
CAIR,Mesoamerican,33.6884,-117.722118,1999,NA
CAOR,Mesoamerican,39.62961,-122.005533,1999,NA
CARI,Mesoamerican,33.96833,-117.339196,1999,NA
COFC,Mesoamerican,40.65167,-104.999168,1999,0.5943522
COFR,Mesoamerican,39.17892,-108.700073,1999,0.7764689
IDKI,Mesoamerican,42.55103,-114.340004,1999,0
IDNA,Mesoamerican,43.664948,-116.520451,1999,NA
IDP2,Mesoamerican,43.80256,-116.944202,1999,NA
IDPA,Mesoamerican,43.66495,-116.520451,1999,4.31E-10
IDTF,Mesoamerican,42.6065,-114.504587,1999,NA
KSCO,Mesoamerican,39.387209,-101.068435,1999,NA
KSMA,Mesoamerican,39.21192,-96.589243,1999,NA
KSTR,Mesoamerican,38.47032,-101.77941,1999,NA
MBBR,Mesoamerican,49.86689,-99.973147,1999,NA
MBMO,Mesoamerican,49.18491,-98.078299,1999,0.5712836
MIEN,Mesoamerican,43.3541,-85.1791,1999,NA
MIS2,Mesoamerican,43.39521,-83.68696,1999,NA
MISA,Mesoamerican,43.39521,-83.686963,1999,0.378652
MNBE,Mesoamerican,45.38951,-93.885754,1999,NA
MNCR,Mesoamerican,47.80604,-96.60909,1999,NA
MNLA,Mesoamerican,44.23915,-95.308206,1999,NA
MNMO,Mesoamerican,45.60179,-95.901515,1999,NA
MNPE,Mesoamerican,46.89022,-95.075698,1999,NA
MNPR,Mesoamerican,46.66384,-95.533428,1999,NA
MOCL,Mesoamerican,36.487915,-89.96273,1999,NA
MOCO,Mesoamerican,38.943,-92.319914,1999,0.597216
MOPO,Mesoamerican,36.395653,-89.609206,1999,NA
MTHU,Mesoamerican,45.92061,-108.241794,1999,NA
MTSI,Mesoamerican,47.72635,-104.150097,1999,0.3730905
NDAR,Mesoamerican,47.10414,-97.218143,1999,NA
NDCA,Mesoamerican,47.50822,-99.120669,1999,NA
NDER,Mesoamerican,47.11533,-97.387892,1999,0.6232112
NDFA,Mesoamerican,46.8994,-96.811921,1999,NA
NDHA,Mesoamerican,47.6331,-97.460334,1999,NA
NDPR,Mesoamerican,46.99889,-97.113918,1999,NA
NEMI,Mesoamerican,41.94062,-103.821274,1999,NA
NENP,Mesoamerican,41.08757,-100.778668,1999,NA
NES2,Mesoamerican,41.89178,-103.678862,1999,NA
NESB,Mesoamerican,41.94255,-103.814399,1999,0.6857856
NMFA,Mesoamerican,36.68915,-108.307665,1999,0.6906374
NYFR,Mesoamerican,42.52198,-76.330525,1999,0.4651396
ONEL,Mesoamerican,43.6419,-80.401772,1999,0.4723495
ONEX,Mesoamerican,43.31734,-81.506848,1999,NA
ONGU,Mesoamerican,43.54903,-80.213818,1999,0.1549333
ONHA,Mesoamerican,42.02955,-82.900968,1999,NA
PRIS,Mesoamerican,18.46457,-67.052045,1999,NA
SKOU,Mesoamerican,51.47894,-107.050903,1999,NA
SKSA,Mesoamerican,52.13359,-106.609455,1999,0.2789644
TXCS,Mesoamerican,30.540641,-96.427962,1999,NA
TXLU,Mesoamerican,33.6915,-101.826086,1999,NA
TXMU,Mesoamerican,33.45195,-99.614823,1999,NA
TXVE,Mesoamerican,34.080061,-99.368349,1999,NA
WAOT,Mesoamerican,46.79111,-119.033087,1999,0.3681156
WARO,Mesoamerican,46.29334,-119.734117,1999,NA
WAVA,Mesoamerican,45.67664,-122.649114,1999,NA
WYLI,Mesoamerican,42.13224,-104.394135,1999,NA
WYPO,Mesoamerican,44.77592,-108.758948,1999,0.1184419
WYRI,Mesoamerican,43.0281,-108.426538,1999,NA
WYTO,Mesoamerican,42.0815,-104.219912,1999,0.8586971
ABBI,Nueva Granada,49.869621,-111.377099,1999,NA
ABBR,Nueva Granada,50.549506,-111.852109,1999,0.7222704
ABLE,Nueva Granada,49.69886,-112.763594,1999,NA
ABVA,Nueva Granada,50.052864,-112.126564,1999,2.85E-09
AZBO,Nueva Granada,32.451195,-109.958609,1999,NA
AZHE,Nueva Granada,31.43833,-110.108139,1999,0.04181221
AZKS,Nueva Granada,32.12751,-109.752162,1999,NA
AZSA,Nueva Granada,32.81499,-109.680619,1999,NA
CACH,Nueva Granada,39.6903,-121.823782,1999,NA
CACO,Nueva Granada,39.2,-122.02,1999,NA
CAD2,Nueva Granada,38.53505,-121.783175,1999,NA
CADV,Nueva Granada,38.53782,-121.756973,1999,NA
CAIR,Nueva Granada,33.6884,-117.722118,1999,NA
CAOR,Nueva Granada,39.62961,-122.005533,1999,NA
CARI,Nueva Granada,33.96833,-117.339196,1999,NA
COFC,Nueva Granada,40.65167,-104.999168,1999,0.4203262
COFR,Nueva Granada,39.17892,-108.700073,1999,0.5286198
IDKI,Nueva Granada,42.55103,-114.340004,1999,0.1967217
IDNA,Nueva Granada,43.664948,-116.520451,1999,NA
IDP2,Nueva Granada,43.80256,-116.944202,1999,NA
IDPA,Nueva Granada,43.66495,-116.520451,1999,0
IDTF,Nueva Granada,42.6065,-114.504587,1999,NA
KSCO,Nueva Granada,39.387209,-101.068435,1999,NA
KSMA,Nueva Granada,39.21192,-96.589243,1999,NA
KSTR,Nueva Granada,38.47032,-101.77941,1999,NA
MBBR,Nueva Granada,49.86689,-99.973147,1999,NA
MBMO,Nueva Granada,49.18491,-98.078299,1999,0.5395039
MIEN,Nueva Granada,43.3541,-85.1791,1999,0.03323209
MIS2,Nueva Granada,43.39521,-83.68696,1999,NA
MISA,Nueva Granada,43.39521,-83.686963,1999,0.5539953
MNBE,Nueva Granada,45.38951,-93.885754,1999,NA
MNCR,Nueva Granada,47.80604,-96.60909,1999,NA
MNLA,Nueva Granada,44.23915,-95.308206,1999,NA
MNMO,Nueva Granada,45.60179,-95.901515,1999,NA
MNPE,Nueva Granada,46.89022,-95.075698,1999,NA
MNPR,Nueva Granada,46.66384,-95.533428,1999,NA
MOCL,Nueva Granada,36.487915,-89.96273,1999,NA
MOCO,Nueva Granada,38.943,-92.319914,1999,0.2975311
MOPO,Nueva Granada,36.395653,-89.609206,1999,NA
MTHU,Nueva Granada,45.92061,-108.241794,1999,NA
MTSI,Nueva Granada,47.72635,-104.150097,1999,0
NDAR,Nueva Granada,47.10414,-97.218143,1999,NA
NDCA,Nueva Granada,47.50822,-99.120669,1999,NA
NDER,Nueva Granada,47.11533,-97.387892,1999,0.6153094
NDFA,Nueva Granada,46.8994,-96.811921,1999,NA
NDHA,Nueva Granada,47.6331,-97.460334,1999,NA
NDPR,Nueva Granada,46.99889,-97.113918,1999,NA
NEMI,Nueva Granada,41.94062,-103.821274,1999,0.03243649
NENP,Nueva Granada,41.08757,-100.778668,1999,NA
NES2,Nueva Granada,41.89178,-103.678862,1999,NA
NESB,Nueva Granada,41.94255,-103.814399,1999,0
NMFA,Nueva Granada,36.68915,-108.307665,1999,0.7645691
NYFR,Nueva Granada,42.52198,-76.330525,1999,0.5554162
ONEL,Nueva Granada,43.6419,-80.401772,1999,0.4718153
ONEX,Nueva Granada,43.31734,-81.506848,1999,NA
ONGU,Nueva Granada,43.54903,-80.213818,1999,0
ONHA,Nueva Granada,42.02955,-82.900968,1999,NA
PRIS,Nueva Granada,18.46457,-67.052045,1999,NA
SKOU,Nueva Granada,51.47894,-107.050903,1999,NA
SKSA,Nueva Granada,52.13359,-106.609455,1999,0.1826202
TXCS,Nueva Granada,30.540641,-96.427962,1999,NA
TXLU,Nueva Granada,33.6915,-101.826086,1999,NA
TXMU,Nueva Granada,33.45195,-99.614823,1999,NA
TXVE,Nueva Granada,34.080061,-99.368349,1999,NA
WAOT,Nueva Granada,46.79111,-119.033087,1999,0.1538095
WARO,Nueva Granada,46.29334,-119.734117,1999,NA
WAVA,Nueva Granada,45.67664,-122.649114,1999,NA
WYLI,Nueva Granada,42.13224,-104.394135,1999,NA
WYPO,Nueva Granada,44.77592,-108.758948,1999,0.05571155
WYRI,Nueva Granada,43.0281,-108.426538,1999,NA
WYTO,Nueva Granada,42.0815,-104.219912,1999,0.4603297
ABBI,Durango,49.869621,-111.377099,2000,0.04755783
ABBR,Durango,50.549506,-111.852109,2000,0.2488022
ABLE,Durango,49.69886,-112.763594,2000,NA
ABVA,Durango,50.052864,-112.126564,2000,0.2110104
AZBO,Durango,32.451195,-109.958609,2000,NA
AZHE,Durango,31.43833,-110.108139,2000,0.4022226
AZKS,Durango,32.12751,-109.752162,2000,NA
AZSA,Durango,32.81499,-109.680619,2000,NA
CACH,Durango,39.6903,-121.823782,2000,NA
CACO,Durango,39.2,-122.02,2000,NA
CAD2,Durango,38.53505,-121.783175,2000,NA
CADV,Durango,38.53782,-121.756973,2000,NA
CAIR,Durango,33.6884,-117.722118,2000,NA
CAOR,Durango,39.62961,-122.005533,2000,NA
CARI,Durango,33.96833,-117.339196,2000,NA
COFC,Durango,40.65167,-104.999168,2000,0.4820674
COFR,Durango,39.17892,-108.700073,2000,0.1640726
IDKI,Durango,42.55103,-114.340004,2000,0.1862191
IDNA,Durango,43.664948,-116.520451,2000,NA
IDP2,Durango,43.80256,-116.944202,2000,NA
IDPA,Durango,43.66495,-116.520451,2000,0.3397638
IDTF,Durango,42.6065,-114.504587,2000,NA
KSCO,Durango,39.387209,-101.068435,2000,NA
KSMA,Durango,39.21192,-96.589243,2000,NA
KSTR,Durango,38.47032,-101.77941,2000,NA
MBBR,Durango,49.86689,-99.973147,2000,NA
MBMO,Durango,49.18491,-98.078299,2000,0.2700109
MIEN,Durango,43.3541,-85.1791,2000,NA
MIS2,Durango,43.39521,-83.68696,2000,NA
MISA,Durango,43.39521,-83.686963,2000,0.1610384
MNBE,Durango,45.38951,-93.885754,2000,NA
MNCR,Durango,47.80604,-96.60909,2000,NA
MNLA,Durango,44.23915,-95.308206,2000,NA
MNMO,Durango,45.60179,-95.901515,2000,NA
MNPE,Durango,46.89022,-95.075698,2000,NA
MNPR,Durango,46.66384,-95.533428,2000,NA
MOCL,Durango,36.487915,-89.96273,2000,NA
MOCO,Durango,38.943,-92.319914,2000,NA
MOPO,Durango,36.395653,-89.609206,2000,NA
MTHU,Durango,45.92061,-108.241794,2000,NA
MTSI,Durango,47.72635,-104.150097,2000,0.8332582
NDAR,Durango,47.10414,-97.218143,2000,NA
NDCA,Durango,47.50822,-99.120669,2000,NA
NDER,Durango,47.11533,-97.387892,2000,0.6956029
NDFA,Durango,46.8994,-96.811921,2000,NA
NDHA,Durango,47.6331,-97.460334,2000,NA
NDPR,Durango,46.99889,-97.113918,2000,NA
NEMI,Durango,41.94062,-103.821274,2000,0.2465023
NENP,Durango,41.08757,-100.778668,2000,NA
NES2,Durango,41.89178,-103.678862,2000,NA
NESB,Durango,41.94255,-103.814399,2000,0.2519903
NMFA,Durango,36.68915,-108.307665,2000,0.2777687
NYFR,Durango,42.52198,-76.330525,2000,1.11E-15
ONEL,Durango,43.6419,-80.401772,2000,NA
ONEX,Durango,43.31734,-81.506848,2000,NA
ONGU,Durango,43.54903,-80.213818,2000,0.08713197
ONHA,Durango,42.02955,-82.900968,2000,NA
PRIS,Durango,18.46457,-67.052045,2000,NA
SKOU,Durango,51.47894,-107.050903,2000,NA
SKSA,Durango,52.13359,-106.609455,2000,0.2258871
TXCS,Durango,30.540641,-96.427962,2000,NA
TXLU,Durango,33.6915,-101.826086,2000,NA
TXMU,Durango,33.45195,-99.614823,2000,NA
TXVE,Durango,34.080061,-99.368349,2000,NA
WAOT,Durango,46.79111,-119.033087,2000,0.7019607
WARO,Durango,46.29334,-119.734117,2000,NA
WAVA,Durango,45.67664,-122.649114,2000,NA
WYLI,Durango,42.13224,-104.394135,2000,NA
WYPO,Durango,44.77592,-108.758948,2000,0.4411528
WYRI,Durango,43.0281,-108.426538,2000,NA
WYTO,Durango,42.0815,-104.219912,2000,0.912608
ABBI,Mesoamerican,49.869621,-111.377099,2000,0
ABBR,Mesoamerican,50.549506,-111.852109,2000,0.6352966
ABLE,Mesoamerican,49.69886,-112.763594,2000,NA
ABVA,Mesoamerican,50.052864,-112.126564,2000,0
AZBO,Mesoamerican,32.451195,-109.958609,2000,NA
AZHE,Mesoamerican,31.43833,-110.108139,2000,0.6969904
AZKS,Mesoamerican,32.12751,-109.752162,2000,NA
AZSA,Mesoamerican,32.81499,-109.680619,2000,NA
CACH,Mesoamerican,39.6903,-121.823782,2000,NA
CACO,Mesoamerican,39.2,-122.02,2000,NA
CAD2,Mesoamerican,38.53505,-121.783175,2000,NA
CADV,Mesoamerican,38.53782,-121.756973,2000,NA
CAIR,Mesoamerican,33.6884,-117.722118,2000,NA
CAOR,Mesoamerican,39.62961,-122.005533,2000,NA
CARI,Mesoamerican,33.96833,-117.339196,2000,NA
COFC,Mesoamerican,40.65167,-104.999168,2000,0.5501681
COFR,Mesoamerican,39.17892,-108.700073,2000,0.696527
IDKI,Mesoamerican,42.55103,-114.340004,2000,0
IDNA,Mesoamerican,43.664948,-116.520451,2000,NA
IDP2,Mesoamerican,43.80256,-116.944202,2000,NA
IDPA,Mesoamerican,43.66495,-116.520451,2000,4.31E-10
IDTF,Mesoamerican,42.6065,-114.504587,2000,NA
KSCO,Mesoamerican,39.387209,-101.068435,2000,NA
KSMA,Mesoamerican,39.21192,-96.589243,2000,NA
KSTR,Mesoamerican,38.47032,-101.77941,2000,NA
MBBR,Mesoamerican,49.86689,-99.973147,2000,NA
MBMO,Mesoamerican,49.18491,-98.078299,2000,0.5712836
MIEN,Mesoamerican,43.3541,-85.1791,2000,NA
MIS2,Mesoamerican,43.39521,-83.68696,2000,NA
MISA,Mesoamerican,43.39521,-83.686963,2000,0.4046345
MNBE,Mesoamerican,45.38951,-93.885754,2000,NA
MNCR,Mesoamerican,47.80604,-96.60909,2000,NA
MNLA,Mesoamerican,44.23915,-95.308206,2000,NA
MNMO,Mesoamerican,45.60179,-95.901515,2000,NA
MNPE,Mesoamerican,46.89022,-95.075698,2000,NA
MNPR,Mesoamerican,46.66384,-95.533428,2000,NA
MOCL,Mesoamerican,36.487915,-89.96273,2000,NA
MOCO,Mesoamerican,38.943,-92.319914,2000,NA
MOPO,Mesoamerican,36.395653,-89.609206,2000,NA
MTHU,Mesoamerican,45.92061,-108.241794,2000,NA
MTSI,Mesoamerican,47.72635,-104.150097,2000,0
NDAR,Mesoamerican,47.10414,-97.218143,2000,NA
NDCA,Mesoamerican,47.50822,-99.120669,2000,NA
NDER,Mesoamerican,47.11533,-97.387892,2000,0.5170195
NDFA,Mesoamerican,46.8994,-96.811921,2000,NA
NDHA,Mesoamerican,47.6331,-97.460334,2000,NA
NDPR,Mesoamerican,46.99889,-97.113918,2000,NA
NEMI,Mesoamerican,41.94062,-103.821274,2000,0.1924009
NENP,Mesoamerican,41.08757,-100.778668,2000,NA
NES2,Mesoamerican,41.89178,-103.678862,2000,NA
NESB,Mesoamerican,41.94255,-103.814399,2000,0.6857856
NMFA,Mesoamerican,36.68915,-108.307665,2000,0.6906374
NYFR,Mesoamerican,42.52198,-76.330525,2000,0.1469848
ONEL,Mesoamerican,43.6419,-80.401772,2000,NA
ONEX,Mesoamerican,43.31734,-81.506848,2000,NA
ONGU,Mesoamerican,43.54903,-80.213818,2000,0.2389072
ONHA,Mesoamerican,42.02955,-82.900968,2000,NA
PRIS,Mesoamerican,18.46457,-67.052045,2000,NA
SKOU,Mesoamerican,51.47894,-107.050903,2000,NA
SKSA,Mesoamerican,52.13359,-106.609455,2000,0.2411024
TXCS,Mesoamerican,30.540641,-96.427962,2000,NA
TXLU,Mesoamerican,33.6915,-101.826086,2000,NA
TXMU,Mesoamerican,33.45195,-99.614823,2000,NA
TXVE,Mesoamerican,34.080061,-99.368349,2000,NA
WAOT,Mesoamerican,46.79111,-119.033087,2000,0.2440058
WARO,Mesoamerican,46.29334,-119.734117,2000,NA
WAVA,Mesoamerican,45.67664,-122.649114,2000,NA
WYLI,Mesoamerican,42.13224,-104.394135,2000,NA
WYPO,Mesoamerican,44.77592,-108.758948,2000,0.4611468
WYRI,Mesoamerican,43.0281,-108.426538,2000,NA
WYTO,Mesoamerican,42.0815,-104.219912,2000,0.7977688
ABBI,Nueva Granada,49.869621,-111.377099,2000,NA
ABBR,Nueva Granada,50.549506,-111.852109,2000,0.4313873
ABLE,Nueva Granada,49.69886,-112.763594,2000,NA
ABVA,Nueva Granada,50.052864,-112.126564,2000,NA
AZBO,Nueva Granada,32.451195,-109.958609,2000,NA
AZHE,Nueva Granada,31.43833,-110.108139,2000,0
AZKS,Nueva Granada,32.12751,-109.752162,2000,NA
AZSA,Nueva Granada,32.81499,-109.680619,2000,NA
CACH,Nueva Granada,39.6903,-121.823782,2000,NA
CACO,Nueva Granada,39.2,-122.02,2000,NA
CAD2,Nueva Granada,38.53505,-121.783175,2000,NA
CADV,Nueva Granada,38.53782,-121.756973,2000,NA
CAIR,Nueva Granada,33.6884,-117.722118,2000,NA
CAOR,Nueva Granada,39.62961,-122.005533,2000,NA
CARI,Nueva Granada,33.96833,-117.339196,2000,NA
COFC,Nueva Granada,40.65167,-104.999168,2000,0.3912574
COFR,Nueva Granada,39.17892,-108.700073,2000,0.6747106
IDKI,Nueva Granada,42.55103,-114.340004,2000,0.02977122
IDNA,Nueva Granada,43.664948,-116.520451,2000,NA
IDP2,Nueva Granada,43.80256,-116.944202,2000,NA
IDPA,Nueva Granada,43.66495,-116.520451,2000,0
IDTF,Nueva Granada,42.6065,-114.504587,2000,NA
KSCO,Nueva Granada,39.387209,-101.068435,2000,NA
KSMA,Nueva Granada,39.21192,-96.589243,2000,NA
KSTR,Nueva Granada,38.47032,-101.77941,2000,NA
MBBR,Nueva Granada,49.86689,-99.973147,2000,NA
MBMO,Nueva Granada,49.18491,-98.078299,2000,0.5395039
MIEN,Nueva Granada,43.3541,-85.1791,2000,0.1681687
MIS2,Nueva Granada,43.39521,-83.68696,2000,NA
MISA,Nueva Granada,43.39521,-83.686963,2000,NA
MNBE,Nueva Granada,45.38951,-93.885754,2000,NA
MNCR,Nueva Granada,47.80604,-96.60909,2000,NA
MNLA,Nueva Granada,44.23915,-95.308206,2000,NA
MNMO,Nueva Granada,45.60179,-95.901515,2000,NA
MNPE,Nueva Granada,46.89022,-95.075698,2000,NA
MNPR,Nueva Granada,46.66384,-95.533428,2000,NA
MOCL,Nueva Granada,36.487915,-89.96273,2000,NA
MOCO,Nueva Granada,38.943,-92.319914,2000,NA
MOPO,Nueva Granada,36.395653,-89.609206,2000,NA
MTHU,Nueva Granada,45.92061,-108.241794,2000,NA
MTSI,Nueva Granada,47.72635,-104.150097,2000,0.8453621
NDAR,Nueva Granada,47.10414,-97.218143,2000,NA
NDCA,Nueva Granada,47.50822,-99.120669,2000,NA
NDER,Nueva Granada,47.11533,-97.387892,2000,0.188486
NDFA,Nueva Granada,46.8994,-96.811921,2000,NA
NDHA,Nueva Granada,47.6331,-97.460334,2000,NA
NDPR,Nueva Granada,46.99889,-97.113918,2000,NA
NEMI,Nueva Granada,41.94062,-103.821274,2000,0.02382285
NENP,Nueva Granada,41.08757,-100.778668,2000,NA
NES2,Nueva Granada,41.89178,-103.678862,2000,NA
NESB,Nueva Granada,41.94255,-103.814399,2000,0
NMFA,Nueva Granada,36.68915,-108.307665,2000,0.7645691
NYFR,Nueva Granada,42.52198,-76.330525,2000,0.4872689
ONEL,Nueva Granada,43.6419,-80.401772,2000,NA
ONEX,Nueva Granada,43.31734,-81.506848,2000,NA
ONGU,Nueva Granada,43.54903,-80.213818,2000,0
ONHA,Nueva Granada,42.02955,-82.900968,2000,NA
PRIS,Nueva Granada,18.46457,-67.052045,2000,NA
SKOU,Nueva Granada,51.47894,-107.050903,2000,NA
SKSA,Nueva Granada,52.13359,-106.609455,2000,0.06510227
TXCS,Nueva Granada,30.540641,-96.427962,2000,NA
TXLU,Nueva Granada,33.6915,-101.826086,2000,NA
TXMU,Nueva Granada,33.45195,-99.614823,2000,NA
TXVE,Nueva Granada,34.080061,-99.368349,2000,NA
WAOT,Nueva Granada,46.79111,-119.033087,2000,0.6135141
WARO,Nueva Granada,46.29334,-119.734117,2000,NA
WAVA,Nueva Granada,45.67664,-122.649114,2000,NA
WYLI,Nueva Granada,42.13224,-104.394135,2000,NA
WYPO,Nueva Granada,44.77592,-108.758948,2000,0.7438009
WYRI,Nueva Granada,43.0281,-108.426538,2000,NA
WYTO,Nueva Granada,42.0815,-104.219912,2000,0.9999738
ABBI,Durango,49.869621,-111.377099,2001,0.04755783
ABBR,Durango,50.549506,-111.852109,2001,NA
ABLE,Durango,49.69886,-112.763594,2001,0.8615661
ABVA,Durango,50.052864,-112.126564,2001,0.229326
AZBO,Durango,32.451195,-109.958609,2001,NA
AZHE,Durango,31.43833,-110.108139,2001,0.3535767
AZKS,Durango,32.12751,-109.752162,2001,NA
AZSA,Durango,32.81499,-109.680619,2001,NA
CACH,Durango,39.6903,-121.823782,2001,NA
CACO,Durango,39.2,-122.02,2001,NA
CAD2,Durango,38.53505,-121.783175,2001,NA
CADV,Durango,38.53782,-121.756973,2001,NA
CAIR,Durango,33.6884,-117.722118,2001,NA
CAOR,Durango,39.62961,-122.005533,2001,NA
CARI,Durango,33.96833,-117.339196,2001,NA
COFC,Durango,40.65167,-104.999168,2001,0.3636981
COFR,Durango,39.17892,-108.700073,2001,0.2989761
IDKI,Durango,42.55103,-114.340004,2001,NA
IDNA,Durango,43.664948,-116.520451,2001,NA
IDP2,Durango,43.80256,-116.944202,2001,NA
IDPA,Durango,43.66495,-116.520451,2001,0.3228805
IDTF,Durango,42.6065,-114.504587,2001,NA
KSCO,Durango,39.387209,-101.068435,2001,NA
KSMA,Durango,39.21192,-96.589243,2001,NA
KSTR,Durango,38.47032,-101.77941,2001,NA
MBBR,Durango,49.86689,-99.973147,2001,NA
MBMO,Durango,49.18491,-98.078299,2001,0.2464762
MIEN,Durango,43.3541,-85.1791,2001,NA
MIS2,Durango,43.39521,-83.68696,2001,NA
MISA,Durango,43.39521,-83.686963,2001,0.7195708
MNBE,Durango,45.38951,-93.885754,2001,NA
MNCR,Durango,47.80604,-96.60909,2001,NA
MNLA,Durango,44.23915,-95.308206,2001,NA
MNMO,Durango,45.60179,-95.901515,2001,NA
MNPE,Durango,46.89022,-95.075698,2001,NA
MNPR,Durango,46.66384,-95.533428,2001,NA
MOCL,Durango,36.487915,-89.96273,2001,NA
MOCO,Durango,38.943,-92.319914,2001,NA
MOPO,Durango,36.395653,-89.609206,2001,NA
MTHU,Durango,45.92061,-108.241794,2001,NA
MTSI,Durango,47.72635,-104.150097,2001,0.8602873
NDAR,Durango,47.10414,-97.218143,2001,NA
NDCA,Durango,47.50822,-99.120669,2001,NA
NDER,Durango,47.11533,-97.387892,2001,0.6106386
NDFA,Durango,46.8994,-96.811921,2001,NA
NDHA,Durango,47.6331,-97.460334,2001,NA
NDPR,Durango,46.99889,-97.113918,2001,NA
NEMI,Durango,41.94062,-103.821274,2001,0.2465023
NENP,Durango,41.08757,-100.778668,2001,NA
NES2,Durango,41.89178,-103.678862,2001,NA
NESB,Durango,41.94255,-103.814399,2001,NA
NMFA,Durango,36.68915,-108.307665,2001,0.4786445
NYFR,Durango,42.52198,-76.330525,2001,0.03619424
ONEL,Durango,43.6419,-80.401772,2001,NA
ONEX,Durango,43.31734,-81.506848,2001,NA
ONGU,Durango,43.54903,-80.213818,2001,0.08713197
ONHA,Durango,42.02955,-82.900968,2001,NA
PRIS,Durango,18.46457,-67.052045,2001,NA
SKOU,Durango,51.47894,-107.050903,2001,NA
SKSA,Durango,52.13359,-106.609455,2001,0.1686925
TXCS,Durango,30.540641,-96.427962,2001,NA
TXLU,Durango,33.6915,-101.826086,2001,NA
TXMU,Durango,33.45195,-99.614823,2001,NA
TXVE,Durango,34.080061,-99.368349,2001,NA
WAOT,Durango,46.79111,-119.033087,2001,0.7665377
WARO,Durango,46.29334,-119.734117,2001,NA
WAVA,Durango,45.67664,-122.649114,2001,NA
WYLI,Durango,42.13224,-104.394135,2001,NA
WYPO,Durango,44.77592,-108.758948,2001,0.835341
WYRI,Durango,43.0281,-108.426538,2001,NA
WYTO,Durango,42.0815,-104.219912,2001,0.6046247
ABBI,Mesoamerican,49.869621,-111.377099,2001,0
ABBR,Mesoamerican,50.549506,-111.852109,2001,NA
