Phenotype,V_g,V_e,h2
KSMA_0,441509.992191815,969594.9885550602,0.3128824561005594
KSTR_0,7524.869221941061,318497.4162872437,0.023080843109202328
MISA_0,3.03576222672878e-4,303536.05111741397,1.0001323442526834e-9
MTSI_0,174021.25923027715,227288.99132959108,0.4336327292599677
NDFA_0,4.7505044149043674e-4,475041.5048972554,1.0000188112365549e-9
NES2_0,247845.25723378445,16.903072137080176,0.9999318045476718
NESB_0,5.632122191430889e-4,563182.8438123531,1.000052158491362e-9
NMFA_0,9.448682765491952e-4,944852.8979374301,1.0000162751968217e-9
ONEX_0,298331.7555540666,20.34625653601077,0.9999318045476718
SKSA_0,99851.1158260373,6.809856410459442,0.9999318045476719
WAOT_0,3.2940030147988217e-4,329281.89381312096,1.0003595926149213e-9
WARO_0,447777.4043550845,380146.5960681439,0.5408436089860714
WYPO_0,8787.654979540252,210337.85417179216,0.040103295200885646
AZSA_0,173163.9873764424,11.809801820849446,0.9999318045476719
CAOR_0,0.001456247546800071,1456247.514311621,1.0000000213097033e-9
ONHA_0,8.8284742595366e-5,88271.96070224015,1.000144800282294e-9
CAIR_0,5.675491307402133e-4,567532.4045799886,1.000029470727176e-9
MIS2_0,3.795679363686536e-4,379356.2179651187,1.0005580982035586e-9
MNCR_0,2.77649101845833e-4,277629.42836669023,1.0000708613693793e-9
MNLA_0,5.866168820234353e-4,586615.3497944331,1.0000026109824508e-9
MNMO_0,31832.16203523703,113339.60612308678,0.21927240013031316
CADV_0,0.0011100877332207346,1109758.6619602472,1.0002965240654117e-9
MNBE_0,4.564108380514972e-4,456410.2192812764,1.0000013547326139e-9
AZHE_0,77745.82304909162,298709.15831592376,0.20652090395294387
NENP_0,57449.84670332779,24260.65826645586,0.7030900950198827
WYRI_0,1.0232535500558082e-4,102323.31941903822,1.0000198926718442e-9
WYTO_0,132494.84651977255,9.036162214726454,0.9999318045476718
