Phenotype,V_g,V_e,h2
NESB_2012,3.1045355408264357e-4,310437.27410247776,1.0000524410921435e-9
NYFR_2012,4.767256343943718e-5,47658.10556748886,1.0003033654839852e-9
ONEL_2012,212555.0514942655,14.496276461402514,0.9999318045476719
PRIS_2012,374013.9835308815,25.50779229935347,0.9999318045476718
WAOT_2012,4.7731953512615576e-4,477209.196472459,1.0002312155278702e-9
WYPO_2012,6.13291985533216e-5,61299.42680131994,1.0004856764931778e-9
CADV_2011,333161.6451025217,22.72165859992333,0.9999318045476719
COFC_2011,562360.6445525947,38.353054030648906,0.9999318045476718
IDKI_2011,1.4224641978505034e-4,141705.41184279285,1.0038178344244762e-9
MISA_2011,1.2727535202656357e-4,127271.45838323665,1.0000305922168027e-9
MTSI_2011,1.0607869664647694e-4,106072.74799396744,1.000056079874778e-9
NDFA_2011,8.155526776847219e-5,81547.71686961573,1.0000925938528201e-9
NESB_2011,4.39294947657705e-4,439280.57572631305,1.000032715974429e-9
NYFR_2011,81537.73520258954,5.560881960809381,0.9999318045476719
ONEL_2011,260617.5448967054,17.774143474621443,0.9999318045476719
WAOT_2011,5.967053994858035e-4,596525.4895763078,1.0003015953479845e-9
WYPO_2011,417285.7304929964,28.458929910625884,0.9999318045476719
CADV_2010,1.8566951264250466e-4,185662.68462706028,1.0000367754553466e-9
COFC_2010,66090.10948844174,29594.28556775262,0.6907093831719139
IDKI_2010,552381.7113523514,37.67248975591795,0.9999318045476719
MISA_2010,1.2157116271639153e-4,121566.69149123118,1.0000367790184126e-9
MTSI_2010,9.399122608659687e-5,93937.68129070922,1.000570002379313e-9
NESB_2010,189508.58910852164,62295.5957588103,0.752603016539888
NYFR_2010,692742.8205717901,47.24513189907112,0.9999318045476719
ONEL_2010,470451.84631176986,32.084864499664235,0.9999318045476718
PRIS_2010,426647.3683374512,29.097394578347068,0.9999318045476719
WAOT_2010,732067.5994427637,49.927085878944105,0.9999318045476719
WYPO_2010,2.7903995565998785e-4,279002.10073363996,1.0001356787177249e-9
CADV_2009,237684.077403008,118719.83904097954,0.6668952456372977
COFC_2009,139893.08526082715,9.54072286084537,0.9999318045476719
MISA_2009,825704.9867575533,56.31316536327589,0.9999318045476719
MTSI_2009,8.873747407343673e-5,88735.45769686639,1.0000227224593547e-9
NDHA_2009,115664.97235840985,1702.1638493914572,0.9854970999174953
NESB_2009,366165.93940904323,56408.47659839134,0.8665123243111837
NYFR_2009,184611.72007760342,12.59053837321854,0.9999318045476719
ONGU_2009,237353.9806700979,48284.82404165283,0.830958457866469
WAOT_2009,4.340414845300245e-4,434005.93289949215,1.0000819140794177e-9
WYPO_2009,478.6961262615605,296839.987278624,0.0016100438787752772
CADV_2008,7.406069288216971e-5,74050.44836197537,1.0001383441471323e-9
IDKI_2008,1.411637294868725e-4,141161.1860559676,1.0000180169195915e-9
MISA_2008,306141.6297135724,20.87889076017558,0.9999318045476718
MTSI_2008,1.650473200394462e-4,165024.3609201296,1.000139124636619e-9
NDHA_2008,81830.72768286019,9592.889906185757,0.8950720813815713
NESB_2008,52.040632929691334,169198.56910439304,3.07476782567924e-4
NYFR_2008,177963.5333104789,115549.39668168721,0.6063226356509362
ONGU_2008,101257.70004075022,106541.9688485091,0.4872851847262206
WAOT_2008,2.504187094552584e-4,250405.32202051478,1.0000534620598458e-9
WYPO_2008,315210.93036438973,21.497418001102492,0.9999318045476718
CADV_2007,141451.80476816004,19015.693287251128,0.881498163069229
COFC_2007,5.0741972774119395e-5,50735.0043823697,1.0001373477953848e-9
IDKI_2007,67689.0814356878,4.616402343825697,0.9999318045476718
MISA_2007,1.9554596898855165e-4,195542.71408095112,1.0000166445068875e-9
MTSI_2007,1.953383644153722e-4,195321.48351624192,1.0000864252281477e-9
NDHA_2007,326436.69059154403,22.263016007822344,0.9999318045476718
NESB_2007,371870.09273919184,25.361578725971388,0.9999318045476719
NYFR_2007,56301.438716968216,75047.92726904442,0.4286388312141815
ONGU_2007,60366.31190922701,14400.807574310096,0.807391167751474
WYLI_2007,114605.13369463575,7.816081952671248,0.9999318045476719
WYPO_2007,1.3606318081186078e-4,136058.81523276927,1.0000320849701396e-9
CADV_2006,172411.58005431283,11.758487563782879,0.9999318045476719
COFC_2006,14712.629931116018,1.0034028806015802,0.9999318045476718
IDP2_2006,4.4147814183951667e-4,441466.42743845825,1.0000265342024681e-9
IDPA_2006,810929.1456474889,55.30545147374253,0.9999318045476719
MISA_2006,139176.47868836395,9.491850218603014,0.999931804547672
MTSI_2006,247665.45957006468,16.890809917847683,0.9999318045476719
NDHA_2006,400152.51974268927,27.290443168194233,0.9999318045476719
NYFR_2006,177039.11678874528,12.07408604693367,0.9999318045476719
ONGU_2006,172149.46368416902,11.74061120027163,0.9999318045476718
WAOT_2006,217479.30273127786,14.832110904269474,0.9999318045476719
WYPO_2006,1.0484011682922233e-4,104744.78925838775,1.0009100926793015e-9
CADV_2005,2.011820366333335e-4,201169.6559468561,1.000061542508609e-9
COFC_2005,9.572311214261066e-5,95710.67432111953,1.0001299512916799e-9
IDP2_2005,707167.0972624684,48.228869058898056,0.9999318045476719
IDPA_2005,984902.2756268552,67.17043690366748,0.9999318045476718
MISA_2005,8.139888430241788e-5,81387.7526757898,1.000136771748231e-9
MTSI_2005,2.543746872179479e-4,254317.05582786025,1.000226611366932e-9
NDHA_2005,349879.587202975,23.861823977552238,0.9999318045476719
NDPR_2005,580051.1448126305,39.559547975192544,0.9999318045476719
NESB_2005,356740.17831583414,24.32971699990805,0.9999318045476719
NYFR_2005,6.264292118605619e-5,62635.81831399956,1.000113398524962e-9
WAOT_2005,345073.50461377983,23.534048648669096,0.9999318045476719
WYTO_2005,3.7895585210336025e-4,378883.7652698863,1.000190260077242e-9
AZKS_2004,452537.103066117,30.863077160345068,0.9999318045476719
CADV_2004,187293.8892727498,12.773462589301678,0.9999318045476718
COFC_2004,160172.87580575718,10.923806670201808,0.9999318045476718
IDPA_2004,6.542504614897206e-5,65418.30395608223,1.0001030617892902e-9
MISA_2004,159800.99547692508,10.898444393373243,0.9999318045476718
MTSI_2004,2.7348195567504974e-4,273474.87983095273,1.000025872835605e-9
NDFA_2004,3.5344137920868485e-5,10599.67997460437,3.3344532936556244e-9
NESB_2004,2.3532389339381028e-4,235313.59024091458,1.0000437837761557e-9
NYFR_2004,100537.23436995708,6.8566497660067895,0.9999318045476719
ONGU_2004,1.300701987771145e-4,130066.71976205417,1.000026746926447e-9
WAOT_2004,6.223814788864329e-5,62237.9295589273,1.0000035069848752e-9
WYPO_2004,1.5410627691416287e-4,154105.81751145073,1.0000029800861046e-9
WYTO_2004,183299.9047153363,12.501072430047333,0.9999318045476718
AZBO_2003,1.51923507675548e-4,151911.05572271673,1.0000819677069325e-9
AZKS_2003,97558.12293583636,76121.77005726197,0.5617122469076666
CADV_2003,108621.64508616689,7.4080074116888275,0.9999318045476718
IDKI_2003,167837.6596097051,151985.34656299924,0.5247829467248294
MISA_2003,1.0898886396916958e-4,108964.02610596255,1.0002279445343656e-9
MTSI_2003,29434.025508671144,106411.24056502173,0.21667317794279173
NDFA_2003,82685.02524974987,5.639127260500602,0.9999318045476719
NYFR_2003,3.9002649700205173e-4,389095.3338898642,1.002393148002878e-9
WAOT_2003,1.581587396386601e-4,158158.01335790864,1.0000045911210982e-9
WYPO_2003,3.0311894202856963e-4,303109.4754089844,1.0000312306847025e-9
WYTO_2003,227061.73903505612,15.485634049717266,0.9999318045476719
AZBO_2002,178520.67738697352,12.175128632726166,0.9999318045476719
CADV_2002,137848.86133338287,9.401306577896923,0.9999318045476718
MISA_2002,9.955100935309379e-5,99549.18393194511,1.0000183358770385e-9
MTSI_2002,2.1526745630125928e-4,215256.43363042074,1.0000512061608295e-9
NEMI_2002,2.132925718824627e-4,213291.2627173855,1.0000061369217221e-9
NYFR_2002,2.5998261059514762e-5,25922.736162130495,1.0029134606330867e-9
ONGU_2002,7.733432694521247e-5,77333.21912043785,1.0000143243414899e-9
WAOT_2002,3.80409386756881e-4,379888.30964133027,1.0013716577251652e-9
WYPO_2002,326405.37273574964,22.260880126823128,0.9999318045476718
ABBI_2001,212985.36749551378,14.525624057124222,0.9999318045476718
ABLE_2001,286602.07536013314,19.54629113551929,0.9999318045476718
AZBO_2001,1.8914914678690964e-4,189107.2702044675,1.0002214425347363e-9
CACO_2001,116782.23896406796,825996.135034545,0.1238702988792144
COFC_2001,324524.9448354797,22.132634749842367,0.9999318045476718
COFR_2001,54808.213210628994,20339.74701806532,0.7293373372189171
IDPA_2001,307467.4780470885,44552.65295832928,0.8734372013581132
MBMO_2001,106893.0041129087,94306.29878187069,0.531279197169039
MTSI_2001,268940.7026887157,247586.0975157494,0.520671342865959
NDER_2001,80610.75290260803,89439.11655895304,0.4740418393607158
NEMI_2001,2.403569990049565e-4,240354.40590017213,1.0000107876717094e-9
NMFA_2001,88063.91028444986,56269.575095088105,0.6101419227345465
NYFR_2001,8739.684021960336,146763.63746630002,0.056202555278667375
ONGU_2001,75009.90919963249,5.115683553311873,0.9999318045476718
SKSA_2001,4.2611775263584906e-5,42608.12501955986,1.0000856691395818e-9
WAOT_2001,776835.7279713162,52.980276867571384,0.9999318045476719
WAVA_2001,206585.36435338267,109543.35043171947,0.653484972074793
WYPO_2001,368153.6473738186,25.10811676827427,0.9999318045476718
WYTO_2001,516594.0262639621,42142.56224033278,0.9245752594202825
ABBI_2000,418071.8579255598,28.512543882706144,0.9999318045476719
ABBR_2000,6.114350710940801e-4,611321.2429021543,1.0001861992883423e-9
ABLE_2000,183085.6829690021,12.486462484825736,0.9999318045476719
AZBO_2000,200796.4620411979,13.694339446452775,0.9999318045476718
CACH_2000,279500.5105601848,19.061963682819847,0.9999318045476719
COFC_2000,1.5713539713932092e-4,157117.62592690927,1.0001131066941321e-9
COFR_2000,86144.56744825921,261610.08564759893,0.24771650553447394
IDPA_2000,67170.18868372521,41550.081265824505,0.6178258085166151
MBMO_2000,120402.99525922364,8.211496710092213,0.9999318045476719
MISA_2000,124465.76385006607,66923.238095065,0.6503287157835168
MTSI_2000,288687.38296026865,19.688509329187784,0.9999318045476719
NDER_2000,188920.1551134754,12.884374087575477,0.9999318045476718
NMFA_2000,281728.64448015526,19.213922646250044,0.9999318045476719
NYFR_2000,7.031128784411814e-5,70308.20006330842,1.0000439167905387e-9
ONGU_2000,8.826513754758653e-5,88258.950768382,1.0000700970369504e-9
SKSA_2000,9.425229614311503e-5,94228.89124531347,1.0002483824569785e-9
WAOT_2000,395500.4391839988,26.97317079369453,0.9999318045476719
WYPO_2000,1.210705270061944e-4,121064.09123540492,1.0000531590304511e-9
ABLE_1999,36621.23548146126,291283.3839116282,0.11168258486032492
AZBO_1999,215164.03086403813,28775.66841040493,0.8820377802547382
COFC_1999,6.920153054460643e-5,69189.83675429983,1.0001690092308629e-9
COFR_1999,2.040475133391441e-4,204029.85629752773,1.0000865404596739e-9
IDKI_1999,492753.1605166858,33.60581643138432,0.9999318045476718
IDPA_1999,166076.59884169136,85739.1251294584,0.659516396445198
MBBR_1999,105480.38591987826,7.193773212165871,0.9999318045476719
MBMO_1999,212583.29974159616,141074.72692232797,0.6010984728578234
MISA_1999,501426.8506177805,34.19736299196743,0.9999318045476718
MOCO_1999,9233.375731249003,0.6297171783555625,0.9999318045476719
MTSI_1999,4.911617705027313e-4,491047.4236813706,1.00023286209146e-9
NDER_1999,55685.2152626476,18121.534386854328,0.7544732091182582
NESB_1999,80591.36432517691,5.496339369242867,0.9999318045476718
NMFA_1999,160785.46555176802,20162.4598769524,0.8885731360048399
ONGU_1999,94993.64909249109,6.478576677625375,0.9999318045476719
SKSA_1999,1.9603919453277225e-4,196033.9523168292,1.000026740367353e-9
WAOT_1999,1.7415651918640537e-4,173554.4591885285,1.0034689965670211e-9
WYPO_1999,75869.29665584107,114112.80939985462,0.39934969787943614
WYTO_1999,45213.49516749376,25272.55138556952,0.6414531297830154
ABBR_1998,1.6637629979390406e-4,166363.84415404062,1.000074868872729e-9
ABLE_1998,275746.38344879047,18.805931826152886,0.9999318045476718
AZBO_1998,245011.9342276531,30815.93959622134,0.8882783702422389
COFC_1998,95931.42193531722,6.5425328823452125,0.9999318045476718
COFR_1998,922607.7684350511,62.92194508034527,0.9999318045476718
IDKI_1998,2.217100186667419e-4,221639.66107201582,1.000317440356141e-9
IDPA_1998,1377916.2926632736,114221.16881266034,0.9234513094392259
MBMO_1998,359923.70949307363,188290.33282564877,0.6565386540825235
MISA_1998,1.0006940093388893e-4,100062.8905988682,1.000065061431924e-9
NDER_1998,120605.81119845236,46626.89766191498,0.7211855385249629
NDHA_1998,20099.995050493413,1.3708217380692818,0.9999318045476718
NESB_1998,245961.6296291657,16.774608539932405,0.9999318045476718
NMFA_1998,1.2248735296216956e-4,122480.81058722278,1.000053414509763e-9
ONEL_1998,50795.25891579789,28047.71042687942,0.6442585729492899
SKSA_1998,3653.29922451422,14796.267002281891,0.19801545356704245
WAOT_1998,380338.3883875782,25.939117363669737,0.9999318045476719
WYPO_1998,1.641011283926841e-4,164094.45536200076,1.0000406647900491e-9
WYTO_1998,99774.52141762846,6.804632663896439,0.9999318045476718
ABBR_1997,332020.54364825407,22.643835362906454,0.9999318045476718
ABLE_1997,180202.50263966064,12.289829288633083,0.9999318045476718
AZSA_1997,4.861193177836775e-4,486112.8898327601,1.0000132221649048e-9
COFC_1997,163565.23767394794,86662.5873189622,0.6536652655578264
COFR_1997,2.1869646759208313e-4,218690.63470566634,1.0000266708618882e-9
IDKI_1997,298130.57411013235,20.332535940759453,0.9999318045476719
MISA_1997,100802.44251994284,6.874736989222534,0.9999318045476719
MOCL_1997,7.817608294311462e-6,7816.593718478585,1.0001297966928811e-9
MOCO_1997,1.1842338775100783e-4,118392.29136858227,1.0002626544651818e-9
MTSI_1997,2.003340712650376e-4,200332.50449111254,1.0000078198672422e-9
NDER_1997,79343.37111111818,149372.1010463689,0.346908630022566
NEMI_1997,7.691792227925279e-5,76915.70014131592,1.0000288895636735e-9
NYFR_1997,17725.954918715233,184454.23191846185,0.08767404559275918
ONEL_1997,6.202874539671942e-5,62027.185197613595,1.0000251524725899e-09
SKSA_1997,27323.775866355398,1.8634843356746664,0.9999318045476719
TXLU_1997,6.333804518666398e-6,6331.488965442588,1.0003657191697446e-9
WAOT_1997,150921.33371118904,10.292850543991932,0.999931804547672
WYPO_1997,7428.311888619704,0.5066116378883587,0.9999318045476719
WYTO_1997,456419.64459954266,31.127866893855284,0.9999318045476719
ABBI_1996,5.404220650441049e-5,54040.42039806659,1.000033050303583e-9
ABVA_1996,1.1302323685364517e-4,113018.81855448874,1.000039092481989e-9
COFC_1996,48858.243135062694,7240.022798704773,0.8709403458700002
COFR_1996,1.5425276276619974e-4,154248.0517635656,1.000030540731781e-9
IDKI_1996,325595.7409615048,22.20566315621302,0.9999318045476718
IDPA_1996,2.763992097860071e-4,276356.3652862704,1.0001550325184308e-9
MISA_1996,1.1597702125569822e-4,115972.49634241413,1.00003901612404e-9
MOCO_1996,19512.853705563542,8305.52149159357,0.7014375774023514
MTSI_1996,2.5198316113792836e-4,251963.93009861975,1.0000763235725793e-9
NDER_1996,190846.53684056166,13.015753520290534,0.9999318045476718
NESB_1996,2.120056536869564e-4,211994.67737655097,1.0000517753489127e-9
NMFA_1996,302098.4876317193,20.603148052678204,0.9999318045476718
NYFR_1996,140187.01199577883,37440.736084794415,0.7892179769806515
ONEL_1996,94965.13700768338,6.476632150497189,0.9999318045476718
SKOU_1996,274596.05822221213,18.72747952691193,0.9999318045476719
SKSA_1996,34004.43557025646,2.319106017358924,0.999931804547672
TXLU_1996,5.573744317357833e-5,55730.38667412029,1.0001266175265356e-9
WAOT_1996,157213.99746927439,10.722010862105163,0.9999318045476718
WYPO_1996,80374.01997323056,5.4815164619960655,0.9999318045476719
WYTO_1996,8.639301606188858e-5,86391.65369641721,1.000015768642209e-9
ABBI_1995,9.485289306965853e-5,94845.1839432257,1.0000812801583774e-9
ABVA_1995,1.1951509488894666e-4,119513.13913363667,1.0000163633539133e-9
AZBO_1995,94169.72961529825,66101.18110873004,0.5875659481179951
COFR_1995,167126.58414310546,11.398050296883529,0.9999318045476719
IDKI_1995,190372.6160472802,12.983432073249316,0.9999318045476718
IDPA_1995,1.4348908224668606e-4,143484.34403029986,1.0000330215322403e-9
MISA_1995,29663.51906746461,88225.38508822383,0.25162265507438997
MOCO_1995,1.5714922213029068e-4,157126.86070924223,1.0001423134388094e-9
